"date","world_us_sim","north_america_us_sim","europe_us_sim","pacific_us_sim","emerging_us_sim","world_eu_sim","north_america_eu_sim","europe_eu_sim","pacific_eu_sim","emerging_eu_sim"
2008-09-10,3667.10087247627,2358.34970831981,4399.95318767434,1968.63525770793,497.091326263313,4797.77736295227,2818.29805257586,9439.73113111198,2929.96275712824,2433.74104135635
2008-09-11,3702.94037802123,2446.3450670731,4314.86647815674,1909.69085220964,496.296264290073,4880.87335291929,2944.61393586493,9329.37285408942,2864.60849891799,2370.63973328115
2008-09-12,3784.44314730324,2448.03328811377,4578.77333628066,1946.6425311944,512.028949171293,4858.87589290278,2869.16609056187,9650.01264389579,2844.20920507222,2374.72403942337
2008-09-13,3701.11822979352,2389.07678530731,4516.16310542843,1942.06759183444,501.856007775475,4759.85870545529,2781.86037900496,9549.3229526428,2841.49885964245,2346.77395940244
2008-09-14,3577.72179070693,2263.62480723548,4396.1695157801,1938.62070184322,485.900144652028,4597.6375818875,2679.31366353698,9286.74420976897,2838.94206026215,2283.85465304176
2008-09-15,3490.02837691544,2208.35357810644,4245.38104445998,1933.96104322698,475.03752428381,4501.31128620271,2598.20728000353,8974.00471768019,2836.25058874629,2206.09658413263
2008-09-16,3412.13972292513,2259.48405759473,3947.80735648224,1769.3481079027,468.202683191589,4479.67213170832,2705.39367042214,8496.76462176637,2642.17015179666,2008.91106413706
2008-09-17,3217.36832854339,2058.79194300385,3836.36034589263,1774.62064464056,440.147954976162,4167.52690430657,2431.34947072987,8147.05365875962,2615.12832512454,1908.44246015416
2008-09-18,3290.41882292814,2186.64005888398,3819.16799959456,1662.64899554499,458.975681316387,4237.41292899575,2568.37616132093,8060.460958375,2432.94837549926,1854.50905873272
2008-09-19,3735.31719986843,2429.57515764314,4549.08285601294,1842.66259722292,511.47380255999,4702.75376125779,2789.63770110863,9386.92812930394,2635.79728240245,2221.34256339763
2008-09-20,3685.18737111651,2370.98879906852,4512.3922663878,1885.2640800594,507.200380814277,4635.01543191011,2712.3959319462,9289.09000122861,2667.77870488567,2213.55832238383
2008-09-21,3612.97107529688,2289.22790140115,4459.77528976936,1911.60769440835,501.600665725409,4528.06552307312,2611.04620476163,9166.2583171107,2696.6666617916,2205.52477741073
2008-09-22,3526.85865150755,2205.29963978336,4402.47048985028,1911.12958004019,494.325953258627,4402.37681409799,2509.22668176033,9003.76133167001,2711.09891786666,2196.86214798569
2008-09-23,3404.38862767939,2116.67894339042,4251.34062095796,1881.18391706583,482.399873235442,4242.73749039889,2404.4010370315,8680.92830841753,2664.62430388286,2046.23818235679
2008-09-24,3383.15326156423,2114.50068371452,4176.98164316246,1880.12237077414,478.05128820204,4240.01108186743,2415.31434798626,8577.48374523785,2677.95931199625,2068.07823751788
2008-09-25,3479.25844891518,2188.4519679205,4345.40611035321,1842.04006701253,492.029003266886,4360.8799284466,2499.97077949139,8924.28574840866,2623.85934895339,2101.46285344183
2008-09-26,3433.98552456867,2192.26971954526,4164.33448511711,1834.11225681123,483.673619631673,4323.02638925999,2515.1003231061,8591.01099789567,2623.86688612258,2045.51886316367
2008-09-27,3321.417520996,2109.28450761656,3998.58040914963,1827.8669740406,464.953779686701,4187.13251901892,2419.01167231702,8264.20266462453,2617.07128954215,1982.64750159177
2008-09-28,3124.63891849352,1937.87490582678,3843.77182483558,1821.76531980685,433.954159808504,3950.98996408893,2236.68036977728,7938.9457416445,2606.77019410382,1911.13623227895
2008-09-29,3016.32477298946,1862.07200729374,3705.84687450108,1808.19272513261,416.404235631642,3826.55832300144,2145.29876313075,7658.20868726053,2595.81948313901,1852.23409474574
2008-09-30,3124.15410499294,2057.0786476667,3651.40032561028,1630.21243353911,429.905423833965,4165.26942445795,2486.76639220405,7940.60637700791,2468.81218771354,2012.74466772267
