"date","eu_rate","sim_price","sim_gdtr_l1","sim_ndtr_l1","sim_gdtr_l2","sim_ndtr_l2","letf_acwi_eur_sim"
1998-04-11,3.386,317.374056411384,399.423369345071,380.540806684356,702.553,637.7084,578.695671866419
1998-04-12,3.39,317.081584969462,399.073877156368,380.204088329852,701.24776,636.51107,577.594150227059
1998-04-13,3.395,316.786107777583,398.720504201796,379.863688400131,699.93013,635.30257,576.482549242612
1998-04-14,3.4,318.987816588475,401.528522908141,382.531531468238,709.71305,644.15752,584.502722566065
1998-04-15,3.48,317.934485643352,400.22513933829,381.285208238228,705.0272,639.889,580.614364552343
1998-04-16,3.43,314.413338691065,395.829809712412,377.090620591008,689.46496,625.7402,567.761165124356
1998-04-17,3.39,314.866054303876,396.42800733767,377.654785015241,691.47449,627.54503,569.384057710417
1998-04-18,3.39,315.557557538349,397.317946611184,378.498638606795,694.50447,630.28178,571.852415463322
1998-04-19,3.39,316.196537857841,398.141241244088,379.279103589782,697.30775,632.81307,574.134232101765
1998-04-20,3.39,316.89611694063,399.041502628933,380.132789727829,700.38598,635.59349,576.641959304289
1998-04-21,3.38,315.520930982131,397.33355767076,378.500938920074,694.31515,630.06809,571.614104352032
1998-04-22,3.38,315.746721612001,397.636375901443,378.785700824182,695.29875,630.94835,572.397891447963
1998-04-23,3.41,312.68379473196,393.817432766814,375.14029327113,681.86791,618.73553,561.303563275326
1998-04-24,3.46,311.009522137053,391.744038284884,373.158314718951,674.61316,612.12967,555.296328679626
1998-04-25,3.454,308.560566742255,388.694794266776,370.246760239284,664.03714,602.51032,546.555704893036
1998-04-26,3.443,305.956996377956,385.450661011396,367.149628851143,652.88014,592.36439,537.337860224062
1998-04-27,3.43,303.53177792153,382.430299957674,364.265823305548,642.57716,582.9943,528.824266709063
1998-04-28,3.41,304.460025889969,383.622055591354,365.396468717491,646.51238,586.5502,532.03606431281
1998-04-29,3.35,306.844803152079,386.652699662043,368.27788585212,656.65834,595.73832,540.356455601651
1998-04-30,3.32,310.990876689029,391.913238603871,373.281132647523,674.45687,611.86202,554.967243633729
1998-05-01,3.335,312.52160112662,393.875530949299,375.143456730179,681.13908,617.90218,560.431375232702
1998-05-02,3.37,313.160796829052,394.704163230808,375.927966064303,683.93192,620.42021,562.700686483609
1998-05-03,3.401,313.608866614299,395.290262945897,376.4818367112,685.88909,622.18127,564.283333179627
1998-05-04,3.42,313.41428511745,395.063540638714,376.262145260964,685.02774,621.38751,563.548819919892
1998-05-05,3.43,309.833597766328,390.578527299684,371.984976512297,669.39935,607.19252,550.660499568671
1998-05-06,3.41,307.785967038684,388.032035972071,369.552868058068,660.59808,599.18681,543.385887977029
1998-05-07,3.42,303.476109069881,382.636136225353,364.406582011928,642.15397,582.43347,528.178672562017
1998-05-08,3.41,307.60288605437,387.873300109176,369.387438808791,659.66274,598.2922,542.546448969491
1998-05-09,3.41,308.229427679676,388.683105473656,370.154601315688,662.34572,600.71245,544.727138079493
1998-05-10,3.41,308.762124716569,389.374045171413,370.808719590381,664.62873,602.77042,546.579197913089
1998-05-11,3.41,308.979654272545,389.666385869154,371.083466929026,665.55467,603.5983,547.315742547525
1998-05-12,3.4,308.7332940219,389.375042145533,370.802117681433,664.48745,602.61774,546.41243677122
1998-05-13,3.4,309.780285928716,390.713472991135,372.073072887097,668.98378,606.68361,550.084934085432
1998-05-14,3.42,308.829981333833,389.535604485997,370.947289745493,664.87755,602.94638,546.682107545517
1998-05-15,3.41,307.98843288974,388.502150830862,369.957627512878,661.27757,599.66376,543.691645298455
1998-05-16,3.41,307.152631999552,387.474648639531,368.973882968533,657.708,596.40964,540.727177875519
1998-05-17,3.41,306.321470048206,386.452294898057,367.99518182912,654.16596,593.18103,537.785992408567
1998-05-18,3.41,305.73144905166,385.72989553161,367.302922315844,651.64935,590.88497,535.690421891535
1998-05-19,3.4,307.250300889989,387.68093578844,369.153773030069,658.17102,596.77604,541.017330215567
1998-05-20,3.4,309.538403229845,390.606262985814,371.931634681057,668.03257,605.69292,549.087062374675
1998-05-21,3.4,309.11463562715,390.093155710784,371.438658110305,666.20525,604.02178,547.557877007249
1998-05-22,3.4,307.481253234963,388.050899550787,369.490245524717,659.15762,597.61956,541.739951549914
1998-05-23,3.403,307.517754021667,388.114958319477,369.547605661789,659.30391,597.74043,541.835486055595
1998-05-24,3.407,307.59054227658,388.224772066711,369.648569504401,659.60556,598.00228,542.058809794598
1998-05-25,3.41,307.684153497851,388.360919595228,369.774543691764,659.99668,598.34504,542.355462423549
1998-05-26,3.4,306.003486939036,386.275735525403,367.782082770657,652.83801,591.83219,536.437996618589
1998-05-27,3.37,301.039154192762,380.046388268488,361.843688354881,631.71171,572.65663,519.043330565047
1998-05-28,3.36,305.247343267308,385.377221981706,366.915494649025,649.36587,588.64868,533.524725975898
1998-05-29,3.6,303.734316717469,383.490784571373,365.114730858207,642.93474,582.8038,528.213368356943
1998-05-30,3.568,302.794700638558,382.326346376543,364.001717003572,638.95781,579.18486,524.919726193259
1998-05-31,3.51,301.996901092507,381.340048096927,363.058503212805,635.5901,576.11886,522.12738865505
1998-06-01,3.452,301.538904390278,380.780359779853,362.521912238723,633.65476,574.35276,520.513274578546
1998-06-02,3.42,302.843500228256,382.455230156721,364.110929822626,639.16017,579.32537,525.006271246737
1998-06-03,3.41,301.422328443328,380.678823160122,362.416013421361,633.1534,573.8691,520.047995515239
1998-06-04,3.41,302.471728548902,382.033607278403,363.699883179754,637.59136,577.87278,523.662713087352
1998-06-05,3.42,305.759024962209,386.223551271111,367.681135628137,651.50759,590.46137,535.056805929888
1998-06-06,3.42,306.429409545848,387.089113018462,368.501339898312,654.35695,593.03153,537.371940384582
1998-06-07,3.42,307.006532335075,387.836645453684,369.209245908285,656.81316,595.24554,539.364231622948
1998-06-08,3.42,307.472363164627,388.443186791239,369.782984586809,658.79616,597.03082,540.967938399287
1998-06-09,3.41,307.872531933768,388.966624907647,370.277649301407,660.50022,598.5634,542.342591095622
1998-06-10,3.42,305.420742993811,385.907032795919,367.357622637743,650.0375,589.05774,533.715712667874
1998-06-11,3.42,302.580886075495,382.352734913287,363.967478955783,637.99284,578.12153,523.793134733476
1998-06-12,3.42,302.272892256599,381.995031455608,363.62081321672,636.72976,576.95741,522.72484295325
1998-06-13,3.42,300.610817151001,379.928186499942,361.646789186601,629.77029,570.63032,516.97894261261
1998-06-14,3.42,298.464563921272,377.251194078847,359.091653464499,620.82705,562.50497,509.604155918895
1998-06-15,3.42,296.679344048903,375.027584469267,356.96864103494,613.44096,555.79257,503.509822750177
1998-06-16,3.41,297.108264001823,375.606819424069,357.512581683294,615.26939,557.42612,504.976663279359
1998-06-17,3.4,301.678911247163,381.420252229105,363.03868082874,634.24844,574.59819,520.519893866575
1998-06-18,3.39,302.586641407592,382.590734124957,364.148122869242,638.07271,578.04813,523.631658833194
1998-06-19,3.39,302.902735607754,383.010685852029,364.543786091253,639.40464,579.24192,524.699502850728
1998-06-20,3.393,302.749022311673,382.837136639234,364.374476660412,638.75616,578.64134,524.141882220541
1998-06-21,3.401,302.417203474444,382.439082223833,363.991338250364,637.35877,577.36187,522.969341542228
1998-06-22,3.41,301.916977243178,381.827147132931,363.404798453057,635.25001,575.43853,521.213649502678
1998-06-23,3.43,304.023876684318,384.527950968333,365.968026425058,644.1675,583.49338,528.495970703594
1998-06-24,3.4,307.154552187592,388.522843087272,369.763026805308,657.48245,595.53165,539.385877972686
1998-06-25,3.39,307.990811947344,389.605508618769,370.78839222961,661.07583,598.77027,542.305193329399
1998-06-26,3.4,307.586660103951,389.114078185491,370.316713255046,659.33663,597.18212,540.852760282389
1998-06-27,3.47,308.392054056482,390.151711955915,371.300394847217,662.78051,600.28901,543.652581344334
1998-06-28,3.616,309.823180758268,391.982880066189,373.038906931524,668.92639,605.84191,548.667489739513
1998-06-29,3.8,310.935042418604,393.410588341964,374.393344690574,673.71954,610.16916,552.572155997446
1998-06-30,4.3,311.024309685401,393.545245446806,374.517093782029,674.09127,610.49148,552.849736240091
1998-07-01,3.43,316.566264969121,400.596795082686,381.219834908158,698.17457,632.27692,572.563904241911
1998-07-02,3.43,317.434411288331,401.714970798363,382.279996041966,701.99608,635.7247,575.671239427391
1998-07-03,3.43,317.925735685453,402.361057890771,382.889876011441,704.17765,637.68387,577.43042458089
1998-07-04,3.428,318.089720066586,402.588755535104,383.102447550723,704.89795,638.32247,577.993726306303
1998-07-05,3.425,318.216237759154,402.768446364814,383.269493621395,705.45048,638.80965,578.419889389306
1998-07-06,3.42,318.623361470387,403.303883681208,383.774910241626,707.24944,640.42501,579.8675577111
1998-07-07,3.41,320.122949643845,405.223232571785,385.596981205053,713.90444,646.43674,585.295807792645
1998-07-08,3.4,322.554538694812,408.332701719876,388.549504656538,724.78349,656.26639,594.180593103206
1998-07-09,3.4,321.497513534383,407.033307942143,387.305511985905,720.0923,651.99316,590.296237995037
1998-07-10,3.42,319.767861460498,404.862340394276,385.235948858247,712.3326,644.95445,583.90829671437
1998-07-11,3.418,319.674810780145,404.763636486303,385.138167121756,711.90789,644.55697,583.533312870496
1998-07-12,3.415,320.085623987685,405.305063892658,385.649020092348,713.73515,646.1969,585.002865562248
1998-07-13,3.41,320.485347455512,405.833451109988,386.147252055648,715.51872,647.79652,586.435849129191
1998-07-14,3.4,323.074650269955,409.152359632222,389.297124463297,727.14437,658.29485,595.924563323784
1998-07-15,3.4,323.124281188029,409.234346619673,389.371283184788,727.35715,658.47445,596.071709728922
1998-07-16,3.4,323.525870972896,409.77797771593,389.881476436683,729.21094,660.12884,597.553874241843
1998-07-17,3.39,325.135556674331,411.850412642063,391.84652550452,736.50818,666.71188,603.497414826032
1998-07-18,3.393,325.145743361956,411.882864479042,391.873409104999,736.54474,666.73139,603.499441451992
1998-07-19,3.397,325.075222184998,411.812807673702,391.802861872283,736.21458,666.41928,603.201297982784
1998-07-20,3.4,324.964777812194,411.692029213809,391.684060677316,735.70312,665.94306,602.754627390213
1998-07-21,3.39,321.449027943941,407.276943008247,387.475932041805,719.84403,651.56186,589.722382451647
1998-07-22,3.38,318.792683847118,403.950856028592,384.303804876987,708.00915,640.82354,579.987955453536
1998-07-23,3.36,314.973843617253,399.149703169421,379.728794941708,691.10329,625.49736,566.101717959497
1998-07-24,3.34,313.747444280469,397.61458428877,378.264506003878,685.71375,620.60672,561.660815926256
1998-07-25,3.319,313.090944208959,396.801812006115,377.487434279384,682.83775,617.99114,559.279116815219
1998-07-26,3.295,311.924546483897,395.346870189261,376.098657936252,677.75838,613.37891,555.09058198814
1998-07-27,3.27,310.678642046266,393.792904350617,374.615408771705,672.35945,608.47669,550.639831849716
1998-07-28,2.75,309.827184944351,392.746636563811,373.613626288442,668.72592,605.16739,547.630822803642
1998-07-29,3.3,306.572212594509,388.648467637665,369.709612963769,654.69961,592.45641,536.114158746902
1998-07-30,3.35,309.118997186171,391.915649090147,372.809842825103,665.63719,602.32933,545.034281970056
1998-07-31,4,307.522353506058,389.929309569615,370.912911002673,658.80698,596.12474,539.405768790852
1998-08-01,3.848,306.611671439553,388.803858706546,369.836616892249,654.92462,592.59335,536.19640369561
1998-08-02,3.569,306.049979077352,388.116506290576,369.177865596576,652.53513,590.41547,534.211901833288
1998-08-03,3.42,304.725802817452,386.466449668762,367.602598779563,646.91576,585.31273,529.581069548811
1998-08-04,3.44,298.28458207623,378.329103251369,359.856170831305,619.60248,560.58039,507.189947422764
1998-08-05,3.41,295.950929173768,375.387733511028,357.054736908648,609.90093,551.79152,499.225002719922
1998-08-06,3.41,295.115377006617,374.349458205258,356.062867026834,606.46099,548.66603,496.38433071675
1998-08-07,3.39,296.052257969881,375.557851440233,357.208213992966,610.31085,552.13662,499.5113537629
1998-08-08,3.393,295.928720162619,375.420967446796,357.074059249447,609.80007,551.66229,499.069293339924
1998-08-09,3.397,295.093420636007,374.388902287769,356.086989481064,606.38138,548.55272,496.243247400226
1998-08-10,3.4,293.888146883263,372.889640783348,354.655154214276,601.45922,544.08191,492.185914524449
1998-08-11,3.39,287.859790270269,365.27084890835,347.403006679061,576.8166,521.77195,471.99118847803
1998-08-12,3.39,290.185519067875,368.257817498794,350.236675891228,586.1881,530.22756,479.62784616482
1998-08-13,3.37,289.618969640795,367.574570650974,349.579861635812,583.95002,528.18193,477.765006311125
1998-08-14,3.35,288.931803357385,366.725504322929,348.767808800434,581.18991,525.67166,475.481974445366
1998-08-15,3.355,289.771651263251,367.809218423715,349.794868442175,584.56274,528.71148,478.219243481632
1998-08-16,3.365,291.224900067234,369.674831982192,351.564836911521,590.43015,534.00539,482.995193958953
1998-08-17,3.37,292.594724809155,371.435653689197,353.234940506003,595.99141,539.02164,487.519761027938
1998-08-18,3.37,298.277790862735,378.683775688829,360.121012190736,619.18756,559.9795,506.462532079925
1998-08-19,3.38,299.177264200626,379.845536569757,361.221786291999,622.92014,563.3426,509.491102400695
1998-08-20,3.37,296.399517208324,376.348405470582,357.890297132438,611.38318,552.8909,500.025311383054
1998-08-21,3.36,290.436223272501,368.806973498313,350.712752088398,586.81541,530.65509,479.902662470102
1998-08-22,3.367,290.582041113545,369.009555907017,350.901843334651,587.39714,531.1704,480.356255842667
1998-08-23,3.383,290.584482646709,369.030216079608,350.917922340151,587.39966,531.16188,480.336107332887
1998-08-24,3.39,290.857144062486,369.394443094354,351.260633381613,588.4958,532.14206,481.210052903383
1998-08-25,3.38,293.372068825121,372.622892206485,354.323683659004,598.7192,541.36553,489.538266932125
1998-08-26,3.38,290.35074396851,368.819284212314,350.700258989271,586.43173,530.23493,479.460565969066
1998-08-27,3.48,280.071270654396,355.797369182518,338.31098545896,544.95669,492.71295,445.519204391305
1998-08-28,4.3,274.507530249925,348.76356095236,331.616174350986,523.33766,473.14699,427.815798397188
1998-08-29,4.328,270.216286488296,343.345241225441,326.457674406512,507.00682,458.36359,414.437681517341
1998-08-30,4.355,266.287388178795,338.386271692863,321.736147318014,492.29322,445.04348,402.383328599795
1998-08-31,4.38,262.346567182278,333.411267379367,316.99953281166,477.75123,431.8795,390.47077325547
1998-09-01,3.48,264.597779485209,336.302253397678,319.742057108485,485.98361,439.30466,397.173891748093
1998-09-02,3.45,267.419494836236,339.919111742746,323.174698254762,496.38368,448.689,405.647953796425
1998-09-03,3.45,261.381523338306,332.272713116696,315.899374443833,473.99726,428.43804,387.329083871364
1998-09-04,3.46,262.594368577249,333.839656847664,317.384190152236,478.4158,432.41856,390.917636233323
1998-09-05,3.46,262.499490954028,333.73734738044,317.283168398306,478.07004,432.09581,390.615735156048
1998-09-06,3.46,262.568853143833,333.854345589178,317.388642610869,478.35274,432.33565,390.822432285551
1998-09-07,3.46,263.87341159735,335.544121846317,318.988872298993,483.14251,436.64774,394.710347718571
1998-09-08,3.44,273.142295874145,347.364249579198,330.218842405279,517.12881,467.34431,422.448471654376
1998-09-09,3.42,269.776321012953,343.113583723568,326.172080784793,504.41648,455.8391,412.037576200714
1998-09-10,3.4,258.81038061014,329.193706047852,312.934178488848,463.43428,418.78876,378.53672509095
1998-09-11,3.38,259.109816627313,329.607072512992,313.320622172899,464.54827,419.77802,379.421096055586
1998-09-12,3.384,261.326731361194,332.454604953401,316.021921349695,472.52486,426.97105,385.912768459038
1998-09-13,3.392,264.030742700625,335.921792459852,319.312288199565,482.32984,435.81607,393.89723887089
1998-09-14,3.4,266.254036271888,338.778154597397,322.02186199927,490.48023,443.16531,400.529390680507
1998-09-15,3.41,265.574818509307,337.941775012281,321.221239321135,488.00524,440.91363,398.483963989556
1998-09-16,3.4,268.286694301841,341.416709758094,324.519358008272,497.98843,449.92005,406.61336233215
1998-09-17,3.39,258.809114950857,329.383187986317,313.075967495585,462.83066,418.14083,377.882491978544
1998-09-18,3.39,259.574522858643,330.3851481936,314.022859442072,465.59653,420.62504,380.117734790259
1998-09-19,3.39,257.775665887247,328.120165324488,311.865258388012,459.16243,414.79957,374.84342607335
1998-09-20,3.39,255.731701237009,325.541245726108,309.409591713891,451.89516,408.22245,368.890146006113
1998-09-21,3.39,254.653627804164,324.186565873459,308.118535825087,448.08545,404.77168,365.762302240246
1998-09-22,3.39,259.047003843614,329.812019267566,313.458652829271,463.58793,418.75851,378.391693502511
1998-09-23,3.4,266.060966757629,338.774287568643,321.969891429661,488.73275,441.45404,398.889653724381
1998-09-24,3.41,261.607233221114,333.135076306752,316.604185185277,472.40894,426.6923,385.540887033184
1998-09-25,3.43,257.839601920092,328.364059206339,312.064702878768,458.82619,414.40994,374.433085200658
1998-09-26,3.465,258.859514536694,329.67921986814,313.311241335741,462.45112,417.6751,377.373565594327
1998-09-27,3.523,260.830217149607,332.207856917986,315.710544864481,469.49354,424.02554,383.101474848583
1998-09-28,3.6,261.844966822556,333.516825280498,316.951161042223,473.14,427.30986,386.058890391417
1998-09-29,3.75,260.826057074331,332.23436920215,315.729269366039,469.44561,423.96487,383.026812984688
1998-09-30,4.25,254.063789314994,323.648845627972,307.564724724353,445.12129,401.98226,363.156922017989
1998-10-01,3.43,242.645278737643,309.131812631308,293.763374129399,405.14161,365.86215,330.516054649006
1998-10-02,3.42,240.931649400146,306.962826117469,291.699383294327,399.41231,360.68127,325.827139654191
1998-10-03,3.416,239.991829284632,305.786510489678,290.57739165665,396.30776,357.86745,323.276790263868
1998-10-04,3.414,238.174591969912,303.499218802628,288.398379709255,390.33596,352.46139,318.384893371359
1998-10-05,3.41,237.261642037759,302.356657766075,287.308556046275,387.3547,349.75935,315.93584293489
1998-10-06,3.4,241.428269272197,307.696091655102,292.376308580969,400.9937,362.06013,327.038890700611
1998-10-07,3.41,239.594337647282,305.388048752851,290.17732401948,394.93448,356.57471,322.075590791781
1998-10-08,3.4,235.620685525923,300.350387344985,285.385274872199,381.86214,344.75905,311.394769666205
1998-10-09,3.4,242.618660656548,309.298923876235,293.882250009956,404.57498,365.25127,329.895775160527
1998-10-10,3.4,246.502741867425,314.281521490789,298.610305919569,417.56608,376.96428,340.466446437725
1998-10-11,3.4,249.758087833368,318.463064834106,302.577118920444,428.63243,386.93889,349.466490933799
1998-10-12,3.4,251.164418615309,320.278026283092,304.297158066706,433.47174,391.29625,353.392817374329
1998-10-13,3.41,249.905743225052,318.688798598935,302.784060161894,429.12294,387.36243,349.830897491551
1998-10-14,3.41,251.637645546352,320.928721396834,304.905916721522,435.10864,392.74957,354.687015354938
1998-10-15,3.4,257.848106585012,328.88139096776,312.454933324536,456.62572,412.15488,372.202509653121
1998-10-16,3.4,259.199207062478,330.63483171311,314.114690669094,461.44537,416.48903,376.106885520247
1998-10-17,3.397,259.705497545096,331.296137114216,314.739811401041,463.24138,418.10173,377.553477571151
1998-10-18,3.393,260.296090823846,332.064971187461,315.467122206535,465.34144,419.98892,379.247864037205
1998-10-19,3.39,261.035086800732,333.023278773342,316.374356890409,467.9771,422.35926,381.378444661351
1998-10-20,3.39,265.258420541809,338.443801780397,321.51739383979,483.16088,436.04559,393.726933300274
1998-10-21,3.4,266.563948389621,340.125379760109,323.111653000972,487.90985,440.32274,397.57878220444
1998-10-22,3.4,269.360913233311,343.716304837227,326.518496036431,498.15944,449.56052,405.909513288639
1998-10-23,3.4,266.786047619168,340.453022784802,323.414084852371,488.6464,440.9634,398.136633364688
1998-10-24,3.4,267.019899934865,340.767175300439,323.709335120003,489.49535,441.72084,398.810196420951
1998-10-25,3.4,267.597185281189,341.51964561029,324.420987112542,491.60418,443.61525,400.510244235398
1998-10-26,3.4,268.372799347351,342.525280469337,325.373081458285,494.44616,446.17107,402.807346304932
1998-10-27,3.41,270.119422112773,344.77050587823,327.502651409322,500.87466,451.96308,408.025991537378
1998-10-28,3.41,267.370604368465,341.287326903944,324.188928035932,490.69979,442.76801,399.714240182665
1998-10-29,3.5,270.587599056382,345.427293950909,328.114788397555,502.55019,453.44257,409.34047532197
1998-10-30,3.5,273.984741802244,349.798592563109,332.260077540124,515.21376,464.84956,419.627410758357
1998-10-31,3.477,276.381497347216,352.892186622843,335.191857758545,524.26998,473.00174,426.975648510413
1998-11-01,3.433,278.468094635573,355.588537575762,337.746528081765,532.22441,480.16014,433.426429699698
1998-11-02,3.41,279.441097265392,356.852621103069,338.942823515463,535.95072,483.50952,436.438588610732
1998-11-03,3.41,280.751795319952,358.546736245681,340.547877576709,540.98133,488.03639,440.513449946473
1998-11-04,3.4,285.514150451703,364.663947174618,346.350910934832,559.38232,504.61617,455.467348948177
1998-11-05,3.4,284.982044346039,364.005930535533,345.72159168152,557.30308,502.72782,453.751122440194
1998-11-06,3.41,285.055052966027,364.116060684403,345.822784945933,557.57987,502.96761,453.955797275251
1998-11-07,3.418,284.762288687341,363.765247428211,345.484997217093,556.44488,501.9304,453.007898809468
1998-11-08,3.426,284.145081175859,363.005747599596,344.757986815298,554.06072,499.76332,451.040306154249
1998-11-09,3.43,283.437838858314,362.132119576386,343.922460053832,551.33348,497.28649,448.793263556936
1998-11-10,3.43,282.581626655801,361.069670500792,342.907246264847,548.03832,494.29645,446.083173382327
1998-11-11,3.42,283.358401074788,362.082580615207,343.865099696148,551.05357,497.00419,448.515246877945
1998-11-12,3.43,281.094304523609,359.224537286227,341.143997766928,542.29421,489.08416,441.356295622304
1998-11-13,3.44,283.241156509896,362.001107449354,343.77421691976,550.61812,496.5724,448.102353458334
1998-11-14,3.44,284.351384197792,363.451738864129,345.145435330499,554.97091,500.47953,451.616503493873
1998-11-15,3.44,284.722047048436,363.956305669732,345.618412526066,556.45117,501.79654,452.793231552108
1998-11-16,3.44,285.051278838513,364.401608387696,346.036364940097,557.75202,502.95535,453.82714755889
1998-11-17,3.44,284.549407027675,363.777458399112,345.44017586332,555.78044,501.16731,452.202005275511
1998-11-18,3.43,285.658644268102,365.218321685717,346.803806009072,560.12259,505.06943,455.71116411373
1998-11-19,3.4,289.873049030504,370.643091747553,351.947752313433,576.70157,519.99763,469.16869010821
1998-11-20,3.39,295.571428941399,377.96650436146,358.894296662616,599.42907,540.46837,487.62629412776
1998-11-21,3.402,299.204135198848,382.645947143466,363.330808365414,614.20676,553.77201,499.616593446917
1998-11-22,3.428,302.19437106638,386.501045838559,366.985099228693,626.51594,564.85109,509.599266658377
1998-11-23,3.44,303.496518901436,388.187256442244,368.581958999437,631.91417,569.70505,513.965227598987
1998-11-24,3.4,303.045440356786,387.629370121302,368.048407796783,630.02951,567.99405,512.408317271919
1998-11-25,3.4,301.219586666975,385.313074523451,365.845319135685,622.43183,561.13275,506.205212380417
1998-11-26,3.39,303.936740479221,388.822088117724,369.170353579771,633.70155,571.27208,515.33892175364
1998-11-27,3.4,304.54137229187,389.615282151897,369.919444487935,636.21851,573.52865,517.361201551837
1998-11-28,3.44,302.558973198066,387.111833024409,367.536146159146,627.97304,566.07579,510.624821183149
1998-11-29,3.511,300.41294349402,384.399781592708,364.954678679983,619.10423,558.06094,503.381852508397
1998-11-30,3.55,298.387948648046,381.841349498736,362.51924683309,610.79364,550.55014,496.593924368422
1998-12-01,3.42,293.565607114468,375.701839428713,356.684231118887,591.08572,532.76727,480.540985774515
1998-12-02,3.4,292.56609820324,374.44100456341,355.48355763084,587.05449,529.12284,477.241364794121
1998-12-03,3.4,290.181284977367,371.422385720075,352.611229188197,577.52573,520.51493,469.465113444286
1998-12-04,3.18,293.302175418724,375.454053241436,356.431290621846,590.00445,531.73991,479.577035304689
1998-12-05,3.166,294.094037064734,376.48754970649,357.408388871219,593.19259,534.60117,482.14518667421
1998-12-06,3.154,294.884474485637,377.518571778928,358.383317242889,596.38138,537.46349,484.714161015368
1998-12-07,3.14,295.313915156475,378.086155498087,358.918508801209,598.1144,539.01444,486.100336638231
1998-12-08,3.12,294.545169177843,377.119286613596,357.997143994853,594.99522,536.19291,483.543198924806
1998-12-09,3.1,295.502974490216,378.374557221728,359.182938579698,598.89674,539.6914,486.6856400001
1998-12-10,3.07,291.867833085489,373.754634122486,354.790603881648,584.21242,526.43848,474.721747247153
1998-12-11,3.04,289.076443361062,370.210434236435,351.420281811609,573.07518,516.38496,465.643576298344
1998-12-12,3.036,287.214038088504,367.853739108319,349.177631114555,565.72273,509.74346,459.642625621728
1998-12-13,3.034,285.52894700265,365.722888728865,347.149584823398,559.11314,503.7722,454.246352105093
1998-12-14,3.03,284.5677066395,364.51330441545,345.997174946758,555.35994,500.37814,451.17419496603
1998-12-15,3,287.899983163995,368.817261573367,350.075422565446,568.42069,512.12536,461.754581831694
1998-12-16,2.99,289.959268713074,371.476176499081,352.594967144477,576.56143,519.44741,468.344500064757
1998-12-17,2.99,293.401209681758,375.922847771961,356.808238830573,590.30875,531.81116,479.479779697203
1998-12-18,2.98,294.093598200314,376.83787929593,357.671106582388,593.12543,534.33192,481.74007053842
1998-12-19,2.983,295.685006706916,378.904481033643,359.627084619298,599.57353,540.12438,486.949925748268
1998-12-20,2.991,297.489833982591,381.244607373457,361.842635620909,606.92138,546.7271,492.890003253862
1998-12-21,3,299.10216417819,383.335199108394,363.821935491677,613.51861,552.65522,498.221603487827
1998-12-22,3.03,299.689072119226,384.107209129244,364.550672742324,615.92965,554.81499,500.155741193636
1998-12-23,3,304.991699597104,390.939059333409,371.027493995021,637.78002,574.4754,517.866290956262
1998-12-24,3.002,305.109870532589,391.114132893863,371.189006308078,638.28923,574.91969,518.253385121051
1998-12-25,3.006,305.411179837404,391.518619102854,371.569205926625,639.54731,576.04147,519.251172860342
1998-12-26,3.012,305.709219312775,391.918960033736,371.945430887421,640.79286,577.15181,520.238596444922
1998-12-27,3.021,306.007106144018,392.319150926641,372.321504597975,642.03884,578.2625,521.226284059087
1998-12-28,3.03,306.322635336261,392.742042926768,372.719158143512,643.36006,579.44104,522.275077900153
1998-12-29,3.06,308.297654920748,395.313284607204,375.151520312469,651.7205,586.94662,529.026649806626
1998-12-30,3.8,305.890671843739,392.259056612256,372.246765726721,641.57236,577.78739,520.757549464087
1998-12-31,3.73,307.813712769671,394.744254643681,374.601286306122,649.62667,585.02888,527.270786351178
1999-01-01,3.586,307.415144924878,394.251278557527,374.129812793759,647.93053,583.48999,525.870167319379
1999-01-02,3.413,306.74570858449,393.412285177892,373.329665533598,645.10255,580.93087,523.550138632256
1999-01-03,3.265,306.784923722005,393.48755968311,373.396066043175,645.28203,581.07684,523.668128121674
1999-01-04,3.2,307.773639194565,394.784026172859,374.620600188495,649.46794,584.8284,527.035479279494
1999-01-05,3.2,310.870487563599,398.795660861775,378.41954328197,662.60051,596.62958,537.656810284461
1999-01-06,3.21,318.033923197832,408.021556747324,387.166616476664,693.19003,624.15005,562.44314136043
1999-01-07,3.21,320.213843618942,410.841983773809,389.838176226791,702.70194,632.69942,570.132703572922
1999-01-08,3.21,319.147804738669,409.494027959684,388.555160901411,698.01853,628.46968,566.306467130167
1999-01-09,3.208,318.973888681291,409.292472188796,388.359633054491,697.25957,627.7725,565.66357651925
1999-01-10,3.205,318.937774739515,409.271076011259,388.334413877175,697.11499,627.62643,565.517304566019
1999-01-11,3.2,318.777240217906,409.092429186599,388.159529344548,696.43483,626.99669,564.935233189722
1999-01-12,3.19,314.629265394363,403.804519069879,383.135279735849,678.35935,610.70108,550.23796251001
1999-01-13,3.18,303.982323006662,390.17578348302,370.197128331029,632.4997,569.393,513.00537956609
1999-01-14,3.16,304.12505909796,390.394249088326,370.397550064304,633.14375,569.9517,513.495461542459
1999-01-15,3.1,309.689488290635,397.573765762555,377.201907647821,656.36804,590.83524,532.29709243778
1999-01-16,3.071,310.890045630399,399.138946389842,378.682039744124,661.47099,595.41352,536.407981373032
1999-01-17,3.049,311.892170895651,400.447868888363,379.919359187694,665.74422,599.2458,539.846586462164
1999-01-18,3.02,312.763520570433,401.588589107731,380.997155666316,669.47205,602.58724,542.84282728428
1999-01-19,2.98,313.426414494505,402.461431991172,381.820837793213,672.31751,605.13448,545.123455088263
