Datum;Eröffnung;Hoch;Tief;Schluss;Währung;Volumen
08.07.2013;26,690;13.968,000;26,610;26,720;EUR;372430.77
09.07.2013;27,030;7.740,000;26,800;27,030;EUR;208463.38
10.07.2013;26,950;4.200,000;26,930;27,070;EUR;113333.69
11.07.2013;26,940;6.552,000;26,920;27,000;EUR;176624.02
12.07.2013;26,970;1.045,000;26,970;27,020;EUR;28225.91
15.07.2013;27,120;4.394,000;26,980;27,120;EUR;118968.67
16.07.2013;26,850;65.794,000;26,850;27,110;EUR;1776368.67
17.07.2013;27,010;25.414,000;26,800;27,010;EUR;683334.13
18.07.2013;27,240;369,000;27,060;27,240;EUR;9985.14
19.07.2013;27,110;2.462,000;27,040;27,120;EUR;66686.59
22.07.2013;27,140;841,000;27,080;27,200;EUR;22836.9
23.07.2013;27,060;2.393,000;27,060;27,240;EUR;65063.32
24.07.2013;27,060;2.445,000;27,000;27,190;EUR;66284.15
25.07.2013;26,870;2.494,000;26,850;26,970;EUR;67089.25
26.07.2013;26,730;5.411,000;26,730;26,970;EUR;145115.65
29.07.2013;26,770;3.096,000;26,760;26,890;EUR;82966.03
30.07.2013;26,810;93,000;26,810;26,890;EUR;2500.77
31.07.2013;26,860;3.743,000;26,750;26,860;EUR;100277.73
01.08.2013;27,140;568,000;26,990;27,140;EUR;15346.64
02.08.2013;27,100;7.283,000;27,040;27,240;EUR;197186.84
05.08.2013;27,170;611,000;27,170;27,210;EUR;16613.6
06.08.2013;26,980;12.760,000;26,900;27,190;EUR;344721.47
07.08.2013;26,790;6.131,000;26,790;26,890;EUR;164668.04
08.08.2013;26,790;7.740,000;26,750;26,890;EUR;207073.78
09.08.2013;26,890;75.853,000;26,780;26,890;EUR;2033702.42
12.08.2013;26,980;4.248,000;26,850;26,980;EUR;114259.16
13.08.2013;27,120;3.148,000;27,050;27,120;EUR;85249.32
14.08.2013;27,150;6.809,000;27,110;27,190;EUR;184967.29
15.08.2013;26,800;826,000;26,730;26,980;EUR;22233.98
16.08.2013;26,730;257.717,000;26,580;26,730;EUR;6870226.99
19.08.2013;26,590;1.499,000;26,540;26,720;EUR;39855.63
20.08.2013;26,360;51.744,000;26,190;26,450;EUR;1355492.86
21.08.2013;26,250;5.022,000;26,250;26,290;EUR;131929.78
22.08.2013;26,430;1.683,000;26,330;26,450;EUR;44351.62
23.08.2013;26,500;103.668,000;26,470;26,570;EUR;2746362.09
26.08.2013;26,620;2.306,000;26,500;27,000;EUR;61779.84
27.08.2013;26,180;47.033,000;26,140;26,420;EUR;1233342
28.08.2013;26,200;2.117,000;26,020;26,210;EUR;55332.77
29.08.2013;26,440;4.690,000;26,330;26,480;EUR;123866.78
30.08.2013;26,250;15.540,000;26,250;26,390;EUR;409335.39
02.09.2013;26,670;1.826,000;26,580;26,670;EUR;48623.75
03.09.2013;26,620;2.038,000;26,620;26,790;EUR;54576.79
04.09.2013;26,720;9.403,000;26,570;26,720;EUR;250668.83
05.09.2013;26,950;2.341,000;26,700;26,960;EUR;62691.23
06.09.2013;26,980;16.288,000;26,710;26,980;EUR;437122.64
09.09.2013;26,920;14.365,000;26,920;27,040;EUR;387211.51
10.09.2013;27,240;48.737,000;27,160;27,290;EUR;1327827.06
11.09.2013;27,190;66.490,000;27,150;27,240;EUR;1810494.18
12.09.2013;27,200;1.682,000;27,200;27,250;EUR;45815.9
13.09.2013;27,270;94.767,000;27,110;27,270;EUR;2579251.6
16.09.2013;27,430;64.227,000;27,390;27,510;EUR;1764099.59
17.09.2013;27,350;819,000;27,270;27,350;EUR;22345.23
18.09.2013;27,420;5.101,000;27,380;27,490;EUR;140176.56
19.09.2013;27,480;13.673,000;27,480;27,610;EUR;376742.18
20.09.2013;27,440;5.476,000;27,430;27,540;EUR;150337.07
23.09.2013;27,220;8.435,000;27,220;27,410;EUR;230593.39
24.09.2013;27,310;6.364,000;27,200;27,310;EUR;173251.74
25.09.2013;27,210;440,000;27,210;27,240;EUR;11985.6
26.09.2013;27,260;22.848,000;27,200;27,350;EUR;621726.16
27.09.2013;27,110;13.671,000;27,030;27,250;EUR;370986.11
30.09.2013;26,970;473.680,000;26,960;27,020;EUR;12779902.1
01.10.2013;27,130;6.627,000;26,930;27,130;EUR;178900.78
02.10.2013;26,910;3.198,000;26,870;27,070;EUR;86146.7
03.10.2013;26,730;7.300,000;26,730;26,900;EUR;196176.4
04.10.2013;26,840;21.378,000;26,700;26,920;EUR;573097.29
07.10.2013;26,800;1.690,000;26,640;26,880;EUR;45277.9
08.10.2013;26,560;2.046,000;26,560;26,690;EUR;54683.74
09.10.2013;26,500;9.050,000;26,500;26,610;EUR;240270.5
10.10.2013;26,970;41.815,000;26,800;26,970;EUR;1121964.72
11.10.2013;27,130;18.692,000;26,990;27,130;EUR;505281.65
14.10.2013;27,100;4.899,000;27,020;27,110;EUR;132580.06
15.10.2013;27,430;6.285,000;27,260;27,430;EUR;171534.7
16.10.2013;27,530;20.979,000;27,250;27,530;EUR;571771.37
17.10.2013;27,420;4.618,000;27,250;27,420;EUR;126396.61
18.10.2013;27,580;233.455,000;27,440;27,620;EUR;6416147.39
21.10.2013;27,650;3.272,000;27,640;27,670;EUR;90477.67
22.10.2013;27,640;2.466,000;27,640;27,750;EUR;68264.82
23.10.2013;27,470;128.698,000;27,450;27,520;EUR;3539207.7
24.10.2013;27,540;15.240,000;27,510;27,590;EUR;420414.4
25.10.2013;27,570;5.985,000;27,520;27,600;EUR;164985.01
28.10.2013;27,610;11.442,000;27,600;27,660;EUR;316425.64
29.10.2013;27,760;265,000;27,640;27,760;EUR;7335.8
30.10.2013;27,700;12.791,000;27,700;27,920;EUR;356313.33
31.10.2013;27,990;119.670,000;27,720;28,000;EUR;3318607.4
01.11.2013;27,990;7.657,000;27,970;28,080;EUR;214930.96
04.11.2013;28,030;14.698,000;28,030;28,130;EUR;413291.41
05.11.2013;28,080;7.646,000;28,020;28,160;EUR;214366.56
06.11.2013;28,120;9.340,000;28,120;28,200;EUR;263006.78
07.11.2013;28,200;22.496,000;28,100;28,380;EUR;635406.58
08.11.2013;28,250;16.010,000;28,000;28,250;EUR;449505.56
11.11.2013;28,260;20.104,000;28,230;28,340;EUR;567951.36
12.11.2013;28,190;12.878,000;28,160;28,280;EUR;363758.61
13.11.2013;28,120;156.241,000;28,000;28,230;EUR;4397749.25
14.11.2013;28,360;1.799,000;28,300;28,420;EUR;51012.33
15.11.2013;28,500;236.133,000;28,430;28,580;EUR;6729827.22
18.11.2013;28,500;12.769,000;28,440;28,550;EUR;363283.1
19.11.2013;28,340;34.182,000;28,340;28,410;EUR;969665.4
20.11.2013;28,500;67.250,000;28,260;28,500;EUR;1902686.5
21.11.2013;28,450;4.285,000;28,350;28,450;EUR;121777.36
22.11.2013;28,390;54.980,000;28,370;28,450;EUR;1561461.77
25.11.2013;28,520;3.955,000;28,480;28,590;EUR;112821.99
26.11.2013;28,330;1.200,000;28,330;28,470;EUR;34070.84
27.11.2013;28,400;5.778,000;28,320;28,420;EUR;163711.04
28.11.2013;28,380;3.986,000;28,380;28,450;EUR;113293.62
29.11.2013;28,410;32.989,000;28,330;28,420;EUR;936974.68
02.12.2013;28,400;9.705,000;28,370;28,450;EUR;275711.46
03.12.2013;28,050;1.412,000;28,050;28,330;EUR;39863.81
04.12.2013;28,070;1.142,000;28,010;28,120;EUR;32080.86
05.12.2013;27,730;3.597,000;27,730;27,960;EUR;100444.11
06.12.2013;27,920;11.638,000;27,910;27,920;EUR;324925.46
09.12.2013;27,950;6.802,000;27,880;27,970;EUR;190069.87
10.12.2013;27,760;20.049,000;27,760;27,970;EUR;560476.78
11.12.2013;27,550;5.994,000;27,550;27,820;EUR;166512.91
12.12.2013;27,400;4.406,000;27,400;27,480;EUR;120969.69
13.12.2013;27,400;45.276,000;27,400;27,500;EUR;1243516.6
16.12.2013;27,590;3.541,000;27,270;27,640;EUR;97496.12
17.12.2013;27,400;379.790,000;27,400;27,550;EUR;10452625.86
18.12.2013;27,520;18.380,000;27,490;27,640;EUR;506594.77
19.12.2013;28,060;51.220,000;27,970;28,090;EUR;1435974.9
20.12.2013;28,250;8.148,000;28,080;28,250;EUR;229383.82
23.12.2013;28,340;3.245,000;28,300;28,390;EUR;91900.11
24.12.2013;28,340;3.245,000;28,300;28,390;EUR;91900.11
27.12.2013;28,510;21.195,000;28,290;28,530;EUR;603517.64
30.12.2013;28,510;9.608,000;28,480;28,600;EUR;274415.42
02.01.2014;28,560;8.395,000;28,560;28,750;EUR;240744.42
03.01.2014;28,640;57.173,000;28,620;28,730;EUR;1641025.01
06.01.2014;28,480;2.883,000;28,480;28,710;EUR;82608.33
07.01.2014;28,730;17.665,000;28,620;28,790;EUR;505775.19
08.01.2014;28,770;32.029,000;28,730;28,780;EUR;921462.89
09.01.2014;28,680;416.429,000;28,680;28,900;EUR;12005879.47
10.01.2014;28,610;19.913,000;28,610;28,910;EUR;573704.69
13.01.2014;28,750;14.493,000;28,700;28,800;EUR;416339.02
14.01.2014;28,620;9.702,000;28,440;28,620;EUR;276427.8
15.01.2014;28,970;12.221,000;28,770;28,970;EUR;352499.79
16.01.2014;28,890;8.283,000;28,800;28,930;EUR;238998.65
17.01.2014;29,050;19.610,000;28,970;29,050;EUR;568732.36
20.01.2014;29,010;13.843,000;28,970;29,050;EUR;401500.59
21.01.2014;28,970;8.551,000;28,970;29,200;EUR;248716.8
22.01.2014;29,020;11.775,000;29,020;29,130;EUR;342058.97
23.01.2014;28,570;2.952,000;28,570;28,930;EUR;84750.4
24.01.2014;28,070;4.766,000;28,070;28,570;EUR;135538.07
27.01.2014;27,800;2.267,000;27,800;28,040;EUR;63373.52
28.01.2014;27,940;123.556,000;27,870;28,040;EUR;3463080.76
29.01.2014;27,880;22.936,000;27,600;28,200;EUR;640178.21
30.01.2014;28,140;5.544,000;27,900;28,140;EUR;155488.9
31.01.2014;28,060;16.621,000;27,820;28,060;EUR;463575.28
03.02.2014;27,610;5.932,000;27,610;28,150;EUR;166200.65
04.02.2014;27,640;3.160,000;27,460;27,640;EUR;87019.49
05.02.2014;27,540;20.238,000;27,450;27,630;EUR;558496.89
06.02.2014;27,800;6.450,000;27,600;27,800;EUR;178728.16
07.02.2014;27,980;164.373,000;27,770;27,980;EUR;4596587.17
10.02.2014;28,060;7.712,000;28,030;28,140;EUR;216809
11.02.2014;28,340;12.780,000;28,220;28,340;EUR;360939.2
12.02.2014;28,600;58.606,000;28,480;28,610;EUR;1669214.72
13.02.2014;28,490;6.137,000;28,280;28,490;EUR;174194.07
14.02.2014;28,630;60.371,000;28,480;28,630;EUR;1723693.66
17.02.2014;28,680;2.174,000;28,680;28,720;EUR;62424.67
18.02.2014;28,680;6.964,000;28,570;28,700;EUR;199624.84
19.02.2014;28,730;26.177,000;28,550;28,730;EUR;750438.85
20.02.2014;28,700;22.284,000;28,480;28,700;EUR;635953.9
21.02.2014;28,780;4.851,000;28,720;28,800;EUR;139395.02
24.02.2014;28,940;12.796,000;28,620;28,940;EUR;368049.88
25.02.2014;28,910;7.621,000;28,750;28,910;EUR;219452
26.02.2014;28,970;85,000;28,890;28,970;EUR;2455.65
27.02.2014;28,860;1.830,000;28,720;28,930;EUR;52802.55
28.02.2014;28,920;15.369,000;28,730;28,940;EUR;444301.99
03.03.2014;28,470;64.278,000;28,440;29,050;EUR;1836538.65
04.03.2014;29,040;813,000;28,810;29,040;EUR;23469.9
05.03.2014;29,040;22.459,000;29,010;29,090;EUR;651627.32
06.03.2014;29,010;14.728,000;29,010;29,150;EUR;428876.3
07.03.2014;28,780;8.863,000;28,780;29,010;EUR;255859.85
10.03.2014;28,680;38.159,000;28,680;28,770;EUR;1097309.71
11.03.2014;28,720;5.290,000;28,720;28,810;EUR;152139.6
12.03.2014;28,450;137.552,000;28,400;28,580;EUR;3914351.83
13.03.2014;28,240;325.530,000;28,240;28,530;EUR;9260842.76
14.03.2014;28,050;52.445,000;28,050;28,180;EUR;1477477.26
17.03.2014;28,290;3.434,000;28,190;28,300;EUR;96935.31
18.03.2014;28,470;6.326,000;28,220;28,520;EUR;179680.09
19.03.2014;28,410;4.026,000;28,410;28,480;EUR;114581.55
20.03.2014;28,570;6.818,000;28,310;28,570;EUR;193177.37
21.03.2014;28,620;8.301,000;28,620;28,750;EUR;238113.84
24.03.2014;28,320;1.150,000;28,320;28,630;EUR;32870.5
25.03.2014;28,560;970,000;28,520;28,610;EUR;27667.9
26.03.2014;28,740;1.705,000;28,740;28,780;EUR;49069.9
27.03.2014;28,640;2.289,000;28,580;28,680;EUR;65525.85
28.03.2014;28,890;10.789,000;28,730;28,900;EUR;310475.74
31.03.2014;28,920;33.615,000;28,870;28,980;EUR;973138.05
01.04.2014;29,030;2.454,000;28,940;29,090;EUR;71202.34
02.04.2014;29,210;41.199,000;29,120;29,240;EUR;1202855.2
03.04.2014;29,280;2.265,000;29,200;29,360;EUR;66269.5
04.04.2014;29,360;7.008,000;29,360;29,390;EUR;205935.46
07.04.2014;28,870;2.641,000;28,870;29,000;EUR;76513.29
08.04.2014;28,680;277,000;28,630;28,780;EUR;7961.36
09.04.2014;28,780;235,000;28,780;28,840;EUR;6773.68
10.04.2014;28,610;108.435,000;28,610;28,960;EUR;3132850.62
11.04.2014;28,250;443.247,000;28,150;28,350;EUR;12541197.76
14.04.2014;28,440;27.656,000;28,190;28,440;EUR;780816.82
15.04.2014;28,290;1.804,000;28,290;28,540;EUR;51329.45
16.04.2014;28,650;12.225,000;28,580;28,650;EUR;349778
17.04.2014;28,770;201,000;28,620;28,790;EUR;5786.62
22.04.2014;29,130;17.608,000;28,920;29,130;EUR;509817.14
23.04.2014;29,050;2.555,000;28,990;29,050;EUR;74154.44
24.04.2014;29,030;56.354,000;28,900;29,170;EUR;1629949.97
25.04.2014;28,810;18.268,000;28,810;28,950;EUR;527292.35
28.04.2014;28,840;4.361,000;28,830;28,910;EUR;125970.5
29.04.2014;29,090;893,000;28,870;29,090;EUR;25895.77
30.04.2014;29,020;25.169,000;28,970;29,070;EUR;729599.53
02.05.2014;29,120;253.382,000;29,110;29,250;EUR;7391774.74
05.05.2014;29,050;4.498,000;28,930;29,080;EUR;130514.34
06.05.2014;28,920;2.688,000;28,890;29,080;EUR;77795.13
07.05.2014;28,880;207.245,000;28,700;28,900;EUR;5979996.63
08.05.2014;29,230;7.631,000;28,940;29,230;EUR;221062.25
09.05.2014;29,180;4.553,000;29,120;29,190;EUR;132841.08
12.05.2014;29,450;397,000;29,270;29,450;EUR;11624.78
13.05.2014;29,640;27.023,000;29,530;29,640;EUR;798360.52
14.05.2014;29,600;256,000;29,600;29,640;EUR;7587.2
15.05.2014;29,260;3.403,000;29,260;29,660;EUR;100359.92
16.05.2014;29,370;23.030,000;29,290;29,370;EUR;676294.06
19.05.2014;29,420;1.501,000;29,250;29,460;EUR;44047.05
20.05.2014;29,400;161.258,000;29,400;29,490;EUR;4753785.17
21.05.2014;29,540;18.752,000;29,260;29,570;EUR;549247.78
22.05.2014;29,730;3.241,000;29,580;29,730;EUR;95991.49
23.05.2014;29,840;51.829,000;29,700;29,860;EUR;1541812.68
26.05.2014;29,980;6.339,000;29,920;29,980;EUR;189968.29
27.05.2014;30,000;9.936,000;29,900;30,000;EUR;297507.36
28.05.2014;30,060;5.181,000;30,010;30,080;EUR;155684.1
29.05.2014;30,100;1.381,000;30,080;30,100;EUR;41563.42
30.05.2014;30,100;3.819,000;30,100;30,150;EUR;114972.91
02.06.2014;30,250;229.385,000;30,150;30,290;EUR;6947766.24
03.06.2014;30,180;12.288,000;30,080;30,230;EUR;370527.52
04.06.2014;30,210;5.662,000;30,070;30,210;EUR;170549.07
05.06.2014;30,320;4.388,000;30,240;30,340;EUR;132719.18
06.06.2014;30,480;319.873,000;30,400;30,520;EUR;9729321.54
09.06.2014;30,680;333,000;30,500;30,680;EUR;10158.48
10.06.2014;30,690;8.138,000;30,580;30,700;EUR;249458.05
11.06.2014;30,630;8.076,000;30,620;30,720;EUR;247559.46
12.06.2014;30,600;1.850,000;30,570;30,750;EUR;56790.43
13.06.2014;30,580;35.417,000;30,470;30,640;EUR;1081849.05
16.06.2014;30,450;29.931,000;30,450;30,650;EUR;912881.11
17.06.2014;30,590;6.795,000;30,520;30,620;EUR;207944.4
18.06.2014;30,570;3.478,000;30,570;30,660;EUR;106404.21
19.06.2014;30,750;900,000;30,750;30,770;EUR;27692.9
20.06.2014;30,860;43.698,000;30,780;30,930;EUR;1348036.01
23.06.2014;30,760;33.906,000;30,760;30,880;EUR;1044189.32
24.06.2014;30,830;26.979,000;30,700;30,850;EUR;831464.58
25.06.2014;30,540;68.309,000;30,450;30,620;EUR;2083776.35
26.06.2014;30,590;14.720,000;30,540;30,670;EUR;450700.7
27.06.2014;30,590;22.497,000;30,570;30,620;EUR;687986.56
30.06.2014;30,560;11.194,000;30,540;30,630;EUR;342595.1
01.07.2014;30,790;6.774,000;30,640;30,790;EUR;207988.86
02.07.2014;30,880;13.719,000;30,830;30,910;EUR;423741.66
03.07.2014;31,110;18.007,000;30,820;31,110;EUR;558152.05
04.07.2014;31,100;35.736,000;31,100;31,140;EUR;1112219.31
07.07.2014;30,930;1.942,000;30,930;31,150;EUR;60388.95
08.07.2014;30,660;3.004,000;30,660;30,910;EUR;92521.02
09.07.2014;30,680;16.281,000;30,680;30,770;EUR;499905.06
10.07.2014;30,570;15.197,000;30,370;30,680;EUR;463930.26
11.07.2014;30,600;9.733,000;30,560;30,680;EUR;298496.57
14.07.2014;30,810;1.562,000;30,720;30,840;EUR;48090.3
15.07.2014;30,790;2.986,000;30,790;30,910;EUR;92065.15
16.07.2014;31,040;13.894,000;30,990;31,110;EUR;431576.22
17.07.2014;30,950;1.985,000;30,900;31,070;EUR;61554.78
18.07.2014;30,960;5.564,000;30,750;30,960;EUR;171348.89
21.07.2014;30,850;12.585,000;30,850;30,990;EUR;389077.33
22.07.2014;31,210;157.656,000;31,010;31,230;EUR;4921370.75
23.07.2014;31,290;8.156,000;31,210;31,290;EUR;254938.77
24.07.2014;31,350;249.438,000;31,260;31,360;EUR;7817154.48
25.07.2014;31,220;1.261.612,000;31,220;31,350;EUR;39523154.86
28.07.2014;31,170;370.673,000;31,150;31,310;EUR;11586046.83
29.07.2014;31,250;17.758,000;31,210;31,400;EUR;556265.94
30.07.2014;31,210;199.111,000;31,210;31,350;EUR;6236525.05
31.07.2014;30,830;95.666,000;30,830;31,220;EUR;2968920.94
01.08.2014;30,440;40.931,000;30,370;30,760;EUR;1252821.11
04.08.2014;30,480;42.697,000;30,400;30,570;EUR;1302726.89
05.08.2014;30,610;9.280,000;30,560;30,680;EUR;284101.96
06.08.2014;30,510;252.232,000;30,260;30,510;EUR;7673658.97
07.08.2014;30,370;71.401,000;30,350;30,510;EUR;2167661.15
08.08.2014;30,120;578.997,000;29,920;30,200;EUR;17377244.41
11.08.2014;30,440;30,620;30,440;30,620;EUR;16763
12.08.2014;30,530;25.066,000;30,530;30,700;EUR;769009.33
13.08.2014;30,760;1.508,000;30,590;30,760;EUR;46231.62
14.08.2014;30,790;8.093,000;30,680;30,820;EUR;248933.84
15.08.2014;30,710;46.183,000;30,710;30,960;EUR;1428902.13
18.08.2014;31,100;17.970,000;30,920;31,100;EUR;556773.8
19.08.2014;31,290;8.240,000;31,160;31,290;EUR;257053.03
20.08.2014;31,400;49.374,000;31,270;31,400;EUR;1546333.55
21.08.2014;31,540;1.639,000;31,470;31,550;EUR;51693.93
22.08.2014;31,550;118.532,000;31,470;31,590;EUR;3738854.37
25.08.2014;31,880;103.909,000;31,740;31,880;EUR;3304358.94
26.08.2014;31,940;16.649,000;31,720;31,940;EUR;530016.77
27.08.2014;31,880;2.146,000;31,880;31,970;EUR;68565.99
28.08.2014;31,820;19.005,000;31,760;31,860;EUR;604246.91
29.08.2014;31,970;10.967,000;31,820;31,970;EUR;349969.79
01.09.2014;32,030;6.898,000;31,950;32,040;EUR;220674.66
02.09.2014;32,040;26.888,000;32,040;32,170;EUR;864054.07
03.09.2014;32,110;70.132,000;32,050;32,180;EUR;2254569.74
04.09.2014;32,550;9.814,000;32,060;32,560;EUR;316310.65
05.09.2014;32,370;75.379,000;32,190;32,510;EUR;2438083.19
08.09.2014;32,470;14.508,000;32,370;32,600;EUR;470563.01
09.09.2014;32,350;55.073,000;32,340;32,520;EUR;1782937.56
10.09.2014;32,300;241.782,000;32,220;32,330;EUR;7803473.66
11.09.2014;32,270;6.816,000;32,160;32,380;EUR;219813.55
12.09.2014;32,180;11.640,000;32,180;32,370;EUR;375941.2
15.09.2014;32,080;7.881,000;32,030;32,280;EUR;253193.77
16.09.2014;32,160;6.371,000;31,980;32,160;EUR;204253
17.09.2014;32,230;26.572,000;32,230;32,280;EUR;856928.69
18.09.2014;32,510;8.917,000;32,360;32,550;EUR;289654.36
19.09.2014;32,660;84.484,000;32,640;32,770;EUR;2766434.8
22.09.2014;32,450;32.171,000;32,450;32,560;EUR;1046471.5
23.09.2014;32,200;32.385,000;32,100;32,380;EUR;1042859.27
24.09.2014;32,450;25.222,000;32,110;32,450;EUR;811527.23
25.09.2014;32,260;196.527,000;32,140;32,660;EUR;6348749.43
26.09.2014;32,300;11.059,000;32,160;32,370;EUR;356445.12
29.09.2014;32,290;6.919,000;32,150;32,430;EUR;223593.88
30.09.2014;32,560;24.685,000;32,350;32,590;EUR;799187.82
01.10.2014;32,240;28.851,000;32,150;32,480;EUR;935530.41
02.10.2014;31,550;9.639,000;31,550;32,070;EUR;306844.63
06.10.2014;32,260;102.806,000;32,240;32,450;EUR;3328921.05
07.10.2014;31,820;24.033,000;31,820;32,070;EUR;767823.32
08.10.2014;31,470;11.113,000;31,400;31,670;EUR;350411.51
09.10.2014;31,630;12.040,000;31,630;31,860;EUR;381872.55
10.10.2014;31,150;24.033,000;31,130;31,390;EUR;751695.99
13.10.2014;30,870;166.059,000;30,760;31,050;EUR;5123790.68
14.10.2014;30,790;106.188,000;30,500;30,790;EUR;3254915.47
15.10.2014;29,890;279.368,000;29,760;30,750;EUR;8470638.8
16.10.2014;30,000;60.511,000;29,360;30,100;EUR;1802828.39
17.10.2014;30,660;424.849,000;30,000;30,660;EUR;12864362.62
20.10.2014;30,550;493.446,000;30,450;30,670;EUR;15097254.62
21.10.2014;31,270;37.979,000;30,510;31,270;EUR;1179821.93
22.10.2014;31,650;189.763,000;31,350;31,650;EUR;5976679.85
23.10.2014;31,750;25.247,000;31,410;31,790;EUR;797763.57
24.10.2014;31,730;37.622,000;31,570;31,730;EUR;1190332.65
27.10.2014;31,610;18.575,000;31,530;31,900;EUR;589867.12
28.10.2014;31,760;29.552,000;31,710;31,880;EUR;938908.85
29.10.2014;31,890;117.144,000;31,890;32,060;EUR;3742778.61
30.10.2014;32,260;41.534,000;31,920;32,350;EUR;1333106.11
31.10.2014;32,950;98.799,000;32,730;33,060;EUR;3245479.84
03.11.2014;33,000;310.253,000;32,940;33,070;EUR;10223209.46
04.11.2014;32,570;92.213,000;32,490;32,940;EUR;3023070.91
05.11.2014;32,970;31.692,000;32,780;33,010;EUR;1042640.61
06.11.2014;33,160;21.421,000;32,840;33,240;EUR;705395.34
07.11.2014;33,210;56.052,000;33,050;33,370;EUR;1863419.56
10.11.2014;33,330;46.448,000;33,080;33,330;EUR;1539708.54
11.11.2014;33,370;34.008,000;33,330;33,470;EUR;1136443.12
12.11.2014;33,220;119.975,000;33,080;33,290;EUR;3982320.67
13.11.2014;33,210;21.276,000;33,210;33,390;EUR;709468.82
14.11.2014;33,220;67.557,000;33,200;33,380;EUR;2246465.48
17.11.2014;33,230;70.657,000;32,940;33,320;EUR;2335970.16
18.11.2014;33,320;91.473,000;33,210;33,370;EUR;3043586.07
19.11.2014;33,180;22.159,000;33,160;33,320;EUR;735711.73
20.11.2014;33,300;92.626,000;32,980;33,300;EUR;3069543.96
21.11.2014;33,900;25.048,000;33,300;33,990;EUR;844828.39
24.11.2014;33,820;23.538,000;33,820;34,000;EUR;798671.74
25.11.2014;33,780;25.515,000;33,740;34,000;EUR;864636.14
26.11.2014;33,740;41.173,000;33,740;33,940;EUR;1393319.04
27.11.2014;33,850;347.426,000;33,780;33,860;EUR;11743479.24
28.11.2014;33,890;360.210,000;33,720;33,890;EUR;12154193.07
01.12.2014;33,500;60.639,000;33,450;33,670;EUR;2037345.95
02.12.2014;33,850;218.875,000;33,620;33,870;EUR;7381060.92
03.12.2014;34,140;35.044,000;33,940;34,170;EUR;1191499.24
04.12.2014;33,700;64.356,000;33,690;34,490;EUR;2195823.63
05.12.2014;34,200;69.071,000;33,990;34,270;EUR;2359437.88
08.12.2014;34,060;24.230,000;34,060;34,250;EUR;827579.83
09.12.2014;33,310;63.976,000;33,200;33,690;EUR;2144516.15
10.12.2014;33,210;40.564,000;33,210;33,650;EUR;1358737.68
11.12.2014;33,380;446.127,000;32,890;33,440;EUR;14761104.68
12.12.2014;32,570;55.241,000;32,550;33,050;EUR;1810099.16
15.12.2014;32,080;346.482,000;32,080;32,730;EUR;11278771.8
16.12.2014;32,490;34.065,000;31,660;32,490;EUR;1087635.62
17.12.2014;32,420;42.984,000;32,080;32,420;EUR;1382632.17
18.12.2014;33,410;180.593,000;33,070;33,570;EUR;6022328.09
19.12.2014;33,950;532.722,000;33,700;33,950;EUR;18040175.49
22.12.2014;34,000;191.636,000;33,930;34,130;EUR;6519122.53
23.12.2014;34,310;35.467,000;34,050;34,340;EUR;1211296.34
29.12.2014;34,450;204.707,000;34,210;34,530;EUR;7023211.8
30.12.2014;34,320;74.307,000;34,270;34,370;EUR;2548857.77
02.01.2015;34,260;164.331,000;34,150;34,510;EUR;5643408.12
05.01.2015;33,940;41.356,000;33,940;34,400;EUR;1413848.84
06.01.2015;33,530;83.126,000;33,530;34,000;EUR;2816799.93
07.01.2015;34,060;29.976,000;33,740;34,150;EUR;1018887.94
08.01.2015;34,770;66.949,000;34,370;34,820;EUR;2322073.86
09.01.2015;34,410;962.363,000;34,350;34,900;EUR;33440790.99
12.01.2015;34,370;77.870,000;34,120;34,680;EUR;2671836.66
13.01.2015;34,760;168.325,000;34,260;34,910;EUR;5838911.71
14.01.2015;33,980;176.888,000;33,890;34,470;EUR;6060995.36
15.01.2015;34,850;258.064,000;34,310;35,390;EUR;8969522.36
16.01.2015;35,090;413.225,000;34,380;35,170;EUR;14355941.95
19.01.2015;35,010;178.325,000;34,930;35,190;EUR;6259527.66
20.01.2015;35,170;31.701,000;35,100;35,410;EUR;1119133.79
21.01.2015;35,430;66.397,000;35,000;35,490;EUR;2337629.99
22.01.2015;36,090;87.506,000;35,370;36,120;EUR;3118912.42
23.01.2015;36,760;338.177,000;36,500;37,150;EUR;12437814.72
26.01.2015;36,730;120.324,000;36,600;36,810;EUR;4414212.79
27.01.2015;36,250;48.919,000;35,950;36,960;EUR;1776407.55
28.01.2015;36,370;154.021,000;36,250;36,640;EUR;5605786.74
29.01.2015;36,010;97.636,000;35,760;36,190;EUR;3511796.26
30.01.2015;36,070;141.390,000;35,950;36,200;EUR;5098594.44
02.02.2015;36,040;77.594,000;35,710;36,040;EUR;2786292.65
03.02.2015;36,090;30.901,000;36,080;36,440;EUR;1118643.98
04.02.2015;36,490;27.959,000;36,230;36,490;EUR;1015344.59
05.02.2015;36,660;58.178,000;36,340;36,660;EUR;2125299.41
06.02.2015;36,940;68.550,000;36,510;37,010;EUR;2521275.58
09.02.2015;36,750;51.148,000;36,510;36,780;EUR;1874266.78
10.02.2015;36,870;147.415,000;36,660;36,970;EUR;5428359.62
11.02.2015;36,970;15.375,000;36,870;36,980;EUR;567644.69
12.02.2015;36,970;63.902,000;36,860;37,180;EUR;2369159.23
13.02.2015;37,220;36.144,000;37,040;37,270;EUR;1344425.43
