date,days,world_eu_price,world_eu_ndtr_l1,world_eu_gdtr_l1,world_eu_ndtr_l2,world_eu_gdtr_l2
1977-07-09,365,150.437,157.085485217809,159.018025760623,214.47484,219.78035
1977-07-10,365,149.974,156.609438171431,158.538525508913,213.14551,218.4242
1977-07-11,365,149.625,156.25215800648,158.178622187734,212.14317,217.40233
1977-07-12,365,149.339,155.960015966187,157.884636244545,211.3204,216.564
1977-07-13,365,149.356,155.981810301129,157.907999365858,211.35032,216.59821
1977-07-14,365,149.362,155.992095268181,157.919680926515,211.34846,216.59983
1977-07-15,365,150.107,156.780364528618,158.720702228675,213.45774,218.76946
1977-07-16,365,150.242,156.926557988848,158.870337458037,213.82921,219.1544
1977-07-17,365,150.187,156.874398513088,158.818604832272,213.66012,218.98467
1977-07-18,365,150.26,156.955208968491,158.902044551247,213.85347,219.18666
1977-07-19,365,150.36,157.06442552337,159.013853774674,214.12374,219.46765
1977-07-20,365,150.151,156.85211441781,158.800526226494,213.51829,218.85143
1977-07-21,365,149.767,156.457857347507,158.403353164173,212.4176,217.72879
1977-07-22,365,149.694,156.386352338483,158.332151270648,212.19673,217.506
1977-07-23,365,149.529,156.219099183814,158.164437435508,211.71641,217.01769
1977-07-24,365,149.227,155.909325771434,157.852651018938,210.85022,216.13475
1977-07-25,365,148.764,155.433523605224,157.373150767228,209.53642,214.79401
1977-07-26,365,147.936,154.578891819288,156.510384073026,207.20594,212.41226
1977-07-27,365,146.707,153.304290545422,155.222631076845,203.76318,208.89058
1977-07-28,365,146.721,153.323146318349,155.243212874192,203.78818,208.91962
1977-07-29,365,147.652,154.306340192427,156.24143004553,206.37665,211.58122
1977-07-30,365,148.015,154.693250857693,156.635543651489,207.38637,212.62242
1977-07-31,365,148.427,155.131831238383,157.081946148005,208.53692,213.80839
1977-08-01,365,148.624,155.343652583608,157.298055020151,209.08033,214.3702
1977-08-02,365,148.072,154.7747959536,156.724267885999,207.52266,212.77952
1977-08-03,365,147.81,154.507141930097,156.455035726106,206.77902,212.02163
1977-08-04,365,148.431,155.16586958172,157.124778537079,208.51736,213.81148
1977-08-05,365,148.838,155.599062598717,157.565896518061,209.65671,214.98613
1977-08-06,365,148.816,155.58020682579,157.548096044679,209.58111,214.91207
1977-08-07,365,148.576,155.3353266579,157.301670741306,208.8962,214.21422
1977-08-08,365,148.571,155.3353266579,157.302783270893,208.87028,214.1911
1977-08-09,365,148.958,155.746725339955,157.721928792544,209.95081,215.30539
1977-08-10,365,149.823,156.661352767023,158.651169129529,212.39097,217.8159
1977-08-11,365,149.532,156.364068243205,158.351898670805,211.55816,216.9667
1977-08-12,365,149.599,156.438511814244,158.428385079866,211.73313,217.14989
1977-08-13,365,149.918,156.779629888114,158.776050575595,212.63032,218.07583
1977-08-14,365,150.444,157.338201551071,159.344275061815,214.11874,219.60956
1977-08-15,365,150.676,157.587489561983,159.598766204689,214.77083,220.28345
1977-08-16,365,150.165,157.061242081188,159.068089592008,213.3091,218.79054
1977-08-17,365,149.864,156.75342771015,158.757971969817,212.44597,217.91019
1977-08-18,365,150.273,157.18857976849,159.201036877574,213.5987,219.09905
1977-08-19,365,149.546,156.437532293572,158.443126096885,211.53045,216.98465
1977-08-20,365,149.4,156.290114432502,158.295159661902,211.10494,216.55208
1977-08-21,365,149.393,156.286686110152,158.29293460273,211.06848,216.51818
1977-08-22,365,149.358,156.254606808158,158.261783774312,210.95481,216.40507
1977-08-23,365,149.283,156.181387637959,158.188913086407,210.72953,216.17754
1977-08-24,365,148.615,155.49082556451,157.492191432966,208.83947,214.24549
1977-08-25,365,147.858,154.708923188438,156.702851691462,206.71255,212.07055
1977-08-26,365,147.722,154.571300534084,156.56461989036,206.31857,211.67014
1977-08-27,365,147.897,154.759613383191,156.757087508796,206.79531,212.16368
1977-08-28,365,148.324,155.215090495466,157.2207342139,207.98658,213.39233
1977-08-29,365,148.496,155.400709662727,157.41042050837,208.45778,213.88022
1977-08-30,365,148.598,155.512130139116,157.524732923366,208.7298,214.16323
1977-08-31,365,149.074,156.019032086648,158.040668519028,210.06426,215.53924
1977-09-01,365,148.996,155.941894833763,157.963625845175,209.82999,215.30244
1977-09-02,365,149.701,156.690003746667,158.724596082227,211.8176,217.34968
1977-09-03,365,150.01,157.020102212982,159.060858149696,212.68373,218.24414
1977-09-04,365,150.25,157.277471269434,159.323415132071,213.35456,218.93763
1977-09-05,365,150.549,157.597529648866,159.64994256566,214.19652,219.80729
1977-09-06,365,150.921,157.994725281184,160.054625202689,215.24982,220.89444
1977-09-07,365,151.188,158.281235077615,160.346664219102,216.00343,221.67323
1977-09-08,365,150.438,157.504964945404,159.562887125529,213.85756,219.47827
1977-09-09,365,149.749,156.792608537012,158.843914880361,211.89666,217.47286
1977-09-10,365,149.518,156.556788935335,158.606667946076,211.23319,216.79638
1977-09-11,365,149.408,156.44708262012,158.496805649425,210.91045,216.46886
1977-09-12,365,149.46,156.50511921991,158.556882247087,211.04083,216.60634
1977-09-13,365,149.701,156.763712677201,158.820829891445,211.71215,217.30047
1977-09-14,365,150.765,157.889181928823,159.963954041403,214.72523,220.40145
1977-09-15,365,150.754,157.882080403954,159.958113261075,214.67925,220.35781
1977-09-16,365,150.116,157.222373231659,159.292264303654,212.85861,218.49589
1977-09-17,365,149.664,156.757100912668,158.823054950618,211.57239,217.18158
1977-09-18,365,149.288,156.37043512757,158.433391463004,210.50198,216.08824
1977-09-19,365,149.123,156.202692212566,158.264843230675,210.02348,215.60105
1977-09-20,365,149.315,156.410105714768,158.476780116871,210.555,216.15134
1977-09-21,365,148.346,155.404137985077,157.460206207359,207.81999,213.35108
1977-09-22,365,148.052,155.103425138908,157.157041895083,206.98945,212.50325
1977-09-23,365,148.326,155.396301819705,157.455756089013,207.74493,213.28417
1977-09-24,365,148.483,155.567228176892,157.630701366464,208.17587,213.73092
1977-09-25,365,148.784,155.889000717499,157.958619462036,209.01097,214.59386
1977-09-26,365,148.934,156.051846029146,158.12522076759,209.42176,215.0199
1977-09-27,365,148.913,156.033724896722,158.108254691398,209.34719,214.94681
1977-09-28,365,149.253,156.397861706374,158.479561440837,210.29758,215.92854
1977-09-29,365,149.652,156.822973677831,158.912613582317,211.41483,217.08206
1977-09-30,365,150.14,157.3440786751,159.443290194999,212.79339,218.50452
1977-10-01,365,150.114,157.321059939319,159.421317735669,212.70484,218.41712
1977-10-02,365,149.973,157.177805041103,159.277245154238,212.29061,217.99568
1977-10-03,365,149.802,157.004429882237,159.103134273977,211.79576,217.4916
1977-10-04,365,149.101,156.27884994478,158.370533541376,209.81183,215.46132
1977-10-05,365,149.118,156.300644279722,158.393896662689,209.84474,215.49864
1977-10-06,365,149.123,156.310439486437,158.405021958553,209.84495,215.50236
1977-10-07,365,149.075,156.265136655378,158.360520775099,209.69802,215.35496
1977-10-08,365,149.007,156.197794609208,158.293490867523,209.49187,215.14678
1977-10-09,365,149.001,156.196570208369,158.293490867523,209.46262,215.12023
1977-10-10,365,148.925,156.121147116658,158.218395120445,209.23461,214.88961
1977-10-11,365,148.303,155.478336675948,157.56923410682,207.48565,213.10007
1977-10-12,365,147.293,154.429270036708,156.508993411044,204.65984,210.20518
1977-10-13,365,146.164,153.255069631676,155.321646210029,201.52265,206.9904
1977-10-14,365,146.088,153.179646539966,155.246550462951,201.29928,206.76439
1977-10-15,365,145.902,152.990354170187,155.056307903688,200.7771,206.23201
1977-10-16,365,145.639,152.720006464836,154.784016287433,200.04253,205.48198
1977-10-17,365,145.495,152.574792525278,154.637996779227,199.63681,205.06893
1977-10-18,365,146.033,153.148056998308,155.221796679655,201.11247,206.59165
1977-10-19,365,145.045,152.121519334514,154.183806575606,198.39142,203.80361
1977-10-20,365,145.915,153.043248286451,155.121112752092,200.77112,206.25595
1977-10-21,365,145.498,152.613238711636,154.687504345819,199.61835,205.07719
1977-10-22,365,145.126,152.23098076956,154.302012844154,198.59344,204.02944
1977-10-23,365,144.705,151.796563351724,153.863676187139,197.43529,202.84507
1977-10-24,365,144.297,151.375369462953,153.438689885159,196.31502,201.69947
1977-10-25,365,143.711,150.769291047426,152.826798612676,194.71847,200.06535
1977-10-26,365,144.746,151.865129798733,153.940440728596,197.52431,202.95594
1977-10-27,365,145.033,152.173433930106,154.255008469131,198.30172,203.75997
1977-10-28,365,145.27,152.428599065048,154.515340392334,198.94204,204.42275
1977-10-29,365,144.947,152.096051797053,154.180190854451,198.04952,203.51049
1977-10-30,365,144.536,151.672653986772,153.752979493298,196.92193,202.35721
1977-10-31,365,144.2,151.326148549207,153.40364520319,195.99754,201.41222
1977-11-01,365,142.682,149.7429982638,151.801602598869,191.87236,197.18055
1977-11-02,365,141.62,148.637609185945,150.683788497,189.01587,194.25196
1977-11-03,365,142.265,149.324498056876,151.382735209615,190.74009,196.03092
1977-11-04,365,143.191,150.305977769778,152.380674248556,193.22366,198.59086
1977-11-05,365,143.474,150.610363818465,152.691070003143,193.9825,199.3759
1977-11-06,365,143.685,150.837612614267,152.92331055429,194.54421,199.95776
1977-11-07,365,143.85,151.015885376491,153.105765406449,194.98012,200.40994
1977-11-08,365,144.359,151.558784708703,153.65841447846,196.35757,201.83238
1977-11-09,365,144.521,151.734853549416,153.838922403843,196.79028,202.28132
1977-11-10,365,146.505,153.828089224538,155.96385391374,202.19556,207.84553
1977-11-11,365,148.072,155.483968919809,157.645998648277,206.52455,212.30369
1977-11-12,365,147.742,155.144320126946,157.303339535686,205.59687,211.35511
1977-11-13,365,147.291,154.678313167451,156.833017653063,204.33692,210.06568
1977-11-14,365,147.07,154.451554131986,156.604949087865,203.71334,209.42889
1977-11-15,365,147.095,154.483143673643,156.638046843058,203.77191,209.49255
1977-11-16,365,146.608,153.979670048462,156.1298989545,202.41946,208.1081
1977-11-17,365,146.114,153.468360257908,155.613685226441,201.0511,206.70725
1977-11-18,365,146.011,153.365020827058,155.510219974912,200.75622,206.4076
1977-11-19,365,145.821,153.170830853922,155.314692900114,200.22342,205.86381
1977-11-20,365,145.533,152.875015611111,155.016534970977,199.42579,205.04834
1977-11-21,365,145.475,152.817713651824,154.959795962074,199.25171,204.8727
1977-11-22,365,145.984,153.36134762454,155.513557563671,200.64446,206.3115
1977-11-23,365,146.328,153.730137157382,155.889592563852,201.58433,207.28367
1977-11-24,365,145.338,152.699926291069,154.847708606251,198.85777,204.48719
1977-11-25,365,145.608,152.990109290019,155.143919608612,199.58836,205.24359
1977-11-26,365,145.815,153.213440003134,155.371988173811,200.1464,205.82204
1977-11-27,365,145.901,153.308453508276,155.469890777408,200.36986,206.05551
1977-11-28,365,145.844,153.252865710165,155.414820562884,200.20013,205.88432
1977-11-29,365,144.671,152.030179031891,154.177687662881,196.9803,202.58039
1977-11-30,365,145.216,152.612014310797,154.770387800001,198.46382,204.11293
1977-12-01,365,144.794,152.176617372289,154.330660481002,197.30629,202.92794
1977-12-02,365,144.512,151.885944613004,154.0377870674,196.52797,202.132
1977-12-03,365,144.317,151.686367276173,153.83669734467,195.9869,201.57947
1977-12-04,365,144.008,151.367533297581,153.51517629422,195.13833,200.7114
1977-12-05,365,143.521,150.863814792231,153.006472140869,193.81516,199.3562
1977-12-06,365,141.177,148.410605270311,150.521637309792,187.48735,192.8555
1977-12-07,365,141.611,148.87489806863,150.995018648777,188.6374,194.04452
1977-12-08,365,141.808,149.088188694862,151.212796315302,189.15461,194.58086
1977-12-09,365,142.859,150.202883219097,152.346463963776,191.96001,197.47425
1977-12-10,365,142.77,150.113257077649,152.256905332076,191.70735,197.21765
1977-12-11,365,142.633,149.974165142288,152.117282868991,191.32861,196.83157
1977-12-12,365,142.474,149.812299351312,151.954297284593,190.89178,196.38583
1977-12-13,365,141.341,148.630262780908,150.758049846888,187.85597,193.2696
1977-12-14,365,140.64,147.901989161604,150.021833393132,185.99298,191.35924
1977-12-15,365,141.073,148.365792199587,150.494658467324,187.13802,192.54331
1977-12-16,365,140.935,148.225475863386,150.353645342256,186.76384,192.1618
1977-12-17,365,140.599,147.878235785318,150.003476654957,185.86871,191.24551
1977-12-18,365,140.136,147.399005296758,149.519248152506,184.6437,189.99049
1977-12-19,365,139.803,147.055928181544,149.172973318759,183.76402,189.08998
1977-12-20,365,138.767,145.974782240311,148.079078602997,181.04279,186.29652
1977-12-21,365,139.664,146.928590494242,149.049482534676,183.39221,188.72124
1977-12-22,365,141.967,149.361964722563,151.520967010716,189.45502,194.96786
1977-12-23,365,142.22,149.634271469257,151.7990994073,190.13417,195.67157
1977-12-24,365,142.301,149.723407850368,151.890883098172,190.34921,195.89634
1977-12-25,365,142.301,149.728305453726,151.896723878501,190.35047,195.90081
1977-12-26,365,142.381,149.81719695467,151.988507569373,190.56727,196.12742
1977-12-27,365,142.565,150.016284531165,152.192100483672,191.06393,196.6428
1977-12-28,365,141.128,148.51394470116,150.670716274361,187.22504,192.69906
1977-12-29,365,140.767,148.140502445128,150.29384687699,186.27301,191.72408
1977-12-30,365,140.962,148.35158914985,150.509677616739,186.78144,192.25163
1977-12-31,365,140.898,148.28889982687,150.447375959904,186.60169,192.06978
1978-01-01,365,140.692,148.077323361813,150.234048411725,186.04791,191.50364
1978-01-02,365,140.381,147.756285461709,149.910024169705,185.2206,190.65661
1978-01-03,365,139.051,146.365855868431,148.5021179782,181.71418,187.05423
1978-01-04,365,137.865,145.127251979244,147.248297134402,178.61969,183.8755
1978-01-05,365,140.091,147.481285033169,149.639679480226,184.39517,189.82835
1978-01-06,365,139.517,146.884756944189,149.036688444433,182.88421,188.27875
1978-01-07,365,139.217,146.574738651641,148.723789498277,182.09332,187.46894
1978-01-08,365,139.045,146.398914691096,148.54689729405,181.63736,187.00309
1978-01-09,365,138.739,146.083753915022,148.228713832358,180.83604,186.18252
1978-01-10,365,137.703,145.001138692781,147.13287218982,178.13673,183.40995
1978-01-11,365,136.72,143.97533566949,146.094603953374,175.59688,180.80131
1978-01-12,365,136.019,143.24657228985,145.357553102428,173.80063,178.95777
1978-01-13,365,136.951,144.2376023293,146.366061172439,176.18741,181.42224
1978-01-14,365,136.695,143.973621508315,146.099610336512,175.52401,180.74313
1978-01-15,365,136.49,143.762289923426,145.886839053126,174.9908,180.19774
1978-01-16,365,136.452,143.726537418914,145.851794371157,174.88583,180.09256
1978-01-17,365,137.082,144.399223240107,146.536834463942,176.50564,181.76709
1978-01-18,365,138.131,145.51416264451,147.671058377209,179.21378,184.56298
1978-01-19,365,137.688,145.05574697022,147.207967936897,178.066,183.38612
1978-01-20,365,137.248,144.599045457106,146.746824423362,176.92578,182.21697
1978-01-21,365,136.949,144.290251565397,146.435038006792,176.15055,181.42285
1978-01-22,365,136.691,144.023821942732,146.166362111692,175.48065,180.73692
1978-01-23,365,136.527,143.85583414756,145.996979482173,175.05141,180.29825
1978-01-24,365,135.924,143.228696037594,145.363115750359,173.50599,178.71221
1978-01-25,365,135.974,143.286242877048,145.422636083228,173.62626,178.83913
1978-01-26,365,135.244,142.525155315246,144.652765609485,171.76249,176.92536
1978-01-27,365,135.322,142.612577535183,144.742602373582,171.95403,177.12581
1978-01-28,365,135.563,142.872395393314,145.007940679922,172.5613,177.75571
1978-01-29,365,135.936,143.272284707478,145.416239038107,173.50826,178.73647
1978-01-30,365,136.137,143.4902280569,145.638744955374,174.01621,179.26379
1978-01-31,365,135.926,143.27326422815,145.420411024056,173.4709,178.70572
1978-02-01,365,136.74,144.140384902648,146.303203250811,175.55149,180.85586
1978-02-02,365,137.158,144.588270729718,146.760174778398,176.62378,181.96619
1978-02-03,365,136.694,144.107081199815,146.273721216774,175.42979,180.74131
1978-02-04,365,136.636,144.050269000864,146.217260340267,175.27323,180.58297
1978-02-05,365,136.742,144.167321721116,146.337413535591,175.53937,180.86055
1978-02-06,365,136.94,144.380612347348,146.555747466909,176.04103,181.38149
1978-02-07,365,138.137,145.653009699703,147.849897508212,179.12533,184.56642
1978-02-08,365,138.567,146.114853696344,148.321053788024,180.24206,185.72289
1978-02-09,365,138.34,145.880993136009,148.085197515721,179.64604,185.11263
1978-02-10,365,138.159,145.694639328245,147.897458148028,179.16817,184.62382
1978-02-11,365,138.033,145.56632212027,147.768404716013,178.83368,184.28242
1978-02-12,365,137.888,145.418169618697,147.619603883841,178.45098,183.89144
1978-02-13,365,137.572,145.091499474732,147.289738861493,177.63069,183.05057
1978-02-14,365,135.864,143.299466406114,145.473534311803,173.22491,178.51736
1978-02-15,365,135.73,143.163313032767,145.336415040287,172.87798,178.16305
1978-02-16,365,134.988,142.389246822068,144.552916079112,170.99123,176.22456
1978-02-17,365,134.368,141.743252939174,143.899583079538,169.4232,174.61419
1978-02-18,365,134.106,141.472660353656,143.626457066093,168.75952,173.93409
1978-02-19,365,134.028,141.394788460267,143.548579995049,168.55624,173.72748
1978-02-20,365,134.027,141.398461662785,143.553586378188,168.54724,173.72103
1978-02-21,365,133.593,140.947882153868,143.098005512584,167.45435,172.59948
1978-02-22,365,133.615,140.974329212,143.126096884639,167.4986,172.64794
1978-02-23,365,132.751,140.07145603299,142.211875697069,165.33422,170.42296
1978-02-24,365,133.255,140.612396323859,142.763690371891,166.59297,171.72623
1978-02-25,365,133.367,140.73532616814,142.889684347543,166.86509,172.01001
1978-02-26,365,133.578,140.962574963941,143.12192489869,167.38545,172.55044
1978-02-27,365,133.294,140.669208522809,142.825992028726,166.67017,171.81709
1978-02-28,365,132.031,139.345386335197,141.484281347607,163.51409,168.56982
1978-03-01,365,131.047,138.31566522922,140.441284860419,161.07962,166.06599
1978-03-02,365,131.21,138.49320335094,140.622905315388,161.47492,166.47707
1978-03-03,365,132.014,139.351263459226,141.49707543785,163.45805,168.52796
1978-03-04,365,132.213,139.566268246634,141.716800031151,163.94433,169.03317
1978-03-05,365,132.067,139.416646464053,141.566330404599,163.57427,168.65476
1978-03-06,365,132.116,139.473213782835,141.625016340278,163.68903,168.77596
1978-03-07,365,132.667,140.062885227114,142.226338581692,165.0548,170.19009
1978-03-08,365,132.665,140.065334028793,142.229954302847,165.04196,170.1796
1978-03-09,365,133.473,140.927557099933,143.108018278861,167.0551,172.26187
1978-03-10,365,135.743,143.334239389955,145.554748971605,172.74212,178.13313
1978-03-11,365,136.109,143.727761819753,145.956650284669,173.6716,179.09687
1978-03-12,365,136.325,143.961867260256,146.196122278127,174.21797,179.66451
1978-03-13,365,136.629,144.289516924893,146.530993683613,174.99148,180.46709
1978-03-14,365,135.975,143.607035896984,145.8401128105,173.31657,178.74561
1978-03-15,365,135.847,143.476514767499,145.708834319313,172.98186,178.40361
1978-03-16,365,135.587,143.207391462988,145.437377100247,172.31387,177.71866
1978-03-17,365,136.301,143.971172706636,146.215591545888,174.13205,179.60046
1978-03-18,365,136.654,144.350981847033,146.603586239122,175.03165,180.53353
1978-03-19,365,136.913,144.631369639267,146.890062607602,175.69154,181.21873
1978-03-20,365,136.993,144.720750900547,146.982124430872,175.88916,181.4258
1978-03-21,365,136.639,144.352940888376,146.610539549036,174.9753,180.48779
1978-03-22,365,136.125,143.818367481873,146.069850170078,173.65961,179.13606
1978-03-23,365,135.691,143.36729821262,145.613713039681,172.55034,177.99682
1978-03-24,365,135.594,143.269101265296,145.515254171291,172.29457,177.73603
1978-03-25,365,135.53,143.204942661309,145.451283720076,172.1208,177.5597
1978-03-26,365,135.475,143.151558784709,145.398160432329,171.97298,177.4101
1978-03-27,365,135.409,143.085686019546,145.332243054339,171.79508,177.22951
1978-03-28,365,136.579,144.332126074106,146.601361179949,174.76914,180.30455
1978-03-29,365,137.324,145.128231499916,147.412673380783,176.6771,182.27967
1978-03-30,365,137.431,145.246753501174,147.534495370486,176.94618,182.5607
1978-03-31,365,136.879,144.671040226465,146.951807999644,175.52314,181.09811
1978-04-01,365,136.349,144.118835447874,146.393318147305,174.16417,179.70145
1978-04-02,365,135.835,143.583772281034,145.852072503553,172.85129,178.35223
1978-04-03,365,135.44,143.172863359315,145.436542703058,171.8428,177.31644
1978-04-04,365,136.412,144.210910391,146.493723942471,174.31519,179.8744
1978-04-05,365,138.115,146.021064592042,148.335516672647,178.67222,184.37756
1978-04-06,365,137.815,145.709577018486,148.020948932111,177.89024,183.57495
1978-04-07,365,138.248,146.175339097813,148.496277197872,179.00753,184.73373
1978-04-08,365,138.204,146.132974828768,148.454557338384,178.88371,184.60895
1978-04-09,365,137.998,145.920418843039,148.239839128222,178.34298,184.05466
1978-04-10,365,137.838,145.756349130553,148.074628484651,177.92204,183.62369
1978-04-11,365,137.681,145.594973099914,147.912199165047,177.50858,183.20041
1978-04-12,365,137.45,145.356949576725,147.671892774398,176.90827,182.58472
1978-04-13,365,138.187,146.14546371733,148.475695400525,178.808,184.5522
1978-04-14,365,140.531,148.634425743762,151.007256474227,184.87801,190.82469
1978-04-15,365,141.399,149.562766460233,151.953184755007,187.16672,193.19427
1978-04-16,365,142.059,150.27095990577,152.675494588934,188.91833,195.00927
1978-04-17,365,142.401,150.639749438612,153.052642118701,189.82506,195.95072
1978-04-18,365,141.88,150.096360346065,152.502774370656,188.43427,194.52086
1978-04-19,365,142.029,150.259450537879,152.669931941003,188.82233,194.92538
1978-04-20,365,143.292,151.605801700938,154.040846523762,192.18504,198.40439
1978-04-21,365,143.262,151.578620002302,154.014423946087,192.09465,198.31428
1978-04-22,365,143.547,151.886924133675,154.329547951416,192.85443,199.10378
1978-04-23,365,144.061,152.439128912267,154.89332231929,194.23519,200.53589
1978-04-24,365,144.577,152.993537612369,155.459321746338,195.62675,201.97925
1978-04-25,365,145.011,153.461748493375,155.937431336065,196.80183,203.19876
1978-04-26,365,145.387,153.866535410897,156.351014209784,197.81825,204.25411
1978-04-27,365,144.307,152.733964634406,155.202883676688,194.8841,201.23167
1978-04-28,365,145.232,153.722790752345,156.21055734951,197.38543,203.82215
1978-04-29,365,145.694,154.220877013833,156.719261502861,198.64259,205.12678
1978-04-30,365,146.035,154.58917678634,157.095852767835,199.56961,206.08976
1978-05-01,365,146.132,154.696679180043,157.206549461675,199.82488,206.35711
1978-05-02,365,145.807,154.358989428523,156.865281011067,198.92994,205.43782
1978-05-03,365,144.987,153.500194679733,155.995004742157,196.69439,203.13604
1978-05-04,365,144.67,153.171565494425,155.662914660637,195.82969,202.24781
1978-05-05,365,145.64,154.208877885607,156.72009590005,198.46054,204.97263
1978-05-06,365,145.758,154.339154134924,156.853877582807,198.77329,205.29952
1978-05-07,365,145.913,154.508366330936,157.027432198275,199.18679,205.73075
1978-05-08,365,146.011,154.617093125479,157.139241421702,199.44468,206.00085
1978-05-09,365,145.912,154.516202496308,157.038279361742,199.16232,205.71271
1978-05-10,365,145.743,154.34307221761,156.863612216687,198.69307,205.23188
1978-05-11,365,146.909,155.58828787133,158.132452209901,201.8773,208.52886
1978-05-12,365,148.25,157.018877812143,159.589309703205,205.56681,212.34808
1978-05-13,365,148.819,157.631078231867,160.214273198328,207.14661,213.98723
1978-05-14,365,149.197,158.039538351908,160.6317499256,208.19674,215.07821
1978-05-15,365,149.462,158.326293028507,160.925457736392,208.92948,215.84044
1978-05-16,365,149.7,158.585131365966,161.190239777939,209.58878,216.52662
1978-05-17,365,149.963,158.870416761558,161.482278794352,210.31978,217.28711
1978-05-18,365,148.696,157.538023768069,160.130833479353,206.76834,213.6258
1978-05-19,365,147.975,156.783303090633,159.366247521145,204.76447,211.56241
1978-05-20,365,148.296,157.131522689372,159.722256988772,205.65102,212.48408
1978-05-21,365,149.167,158.065005889368,160.674304182277,208.07117,214.99267
1978-05-22,365,149.492,158.41640893029,161.033651238663,208.97331,215.9306
1978-05-23,365,148.343,157.208415062089,159.808478031713,205.76262,212.62064
1978-05-24,365,147.895,156.741673462091,159.336209222314,204.51785,211.34019
1978-05-25,365,147.821,156.668454291892,159.263060402013,204.30355,211.12224
1978-05-26,365,147.532,156.368476086227,158.959896089737,203.49839,210.29494
1978-05-27,365,147.327,156.155675220331,158.745177879574,202.92175,209.70321
1978-05-28,365,147.213,156.040826421591,158.629752934992,202.6,209.37432
1978-05-29,365,147.258,156.092251256847,158.683432487533,202.71091,209.49247
1978-05-30,365,147.623,156.487242967654,159.087002594975,203.71403,210.53512
1978-05-31,365,147.965,156.856767141,159.464984521932,204.65338,211.51174
1978-06-01,365,147.358,156.222282625997,158.822498685824,202.97518,209.78383
1978-06-02,365,147.791,156.689269106163,159.299773878362,204.16627,211.02131
1978-06-03,365,148.315,157.254697413821,159.877176733669,205.6174,212.52816
1978-06-04,365,148.886,157.869101755056,160.504365287964,207.20082,214.17205
1978-06-05,365,149.409,158.433305661874,161.080655613685,208.65899,215.68634
1978-06-06,365,150.085,159.159375359668,161.82187845058,210.54802,217.64672
1978-06-07,365,149.847,158.912536150435,161.572671823241,209.87157,216.95197
1978-06-08,365,149.671,158.7320594667,161.390773235876,209.37169,216.43931
1978-06-09,365,149.802,158.875804125251,161.538183406065,209.72723,216.811
1978-06-10,365,149.57,158.635821560719,161.295930088641,209.07049,216.13653
1978-06-11,365,149.472,158.536889972892,161.196636823061,208.78585,215.84593
1978-06-12,365,149.489,158.558929188002,161.22027807677,208.82058,215.88536
1978-06-13,365,149.694,158.782994541621,161.450015436348,209.38751,216.47624
1978-06-14,365,149.913,159.020773184642,161.693659415755,209.99134,217.10541
1978-06-15,365,149.247,158.324089106996,160.987759393226,208.12838,215.18621
1978-06-16,365,148.787,157.843389337428,160.501305831602,206.84129,213.86142
1978-06-17,365,148.762,157.821839882653,160.480724034255,206.76165,213.78253
1978-06-18,365,148.799,157.866163193041,160.527172144484,206.85455,213.88215
1978-06-19,365,148.606,157.666585856211,160.325804289358,206.30848,213.32168
1978-06-20,365,147.717,156.733102656215,159.379041611388,203.84208,210.77869
1978-06-21,365,146.963,155.942629474267,158.578020309228,201.76316,208.63595
1978-06-22,365,146.998,155.983769342472,158.621130830698,201.847,208.72612
1978-06-23,365,146.882,155.865492221381,158.502368297357,201.51806,208.38959
1978-06-24,365,146.563,155.533679593891,158.166662494681,200.63687,207.48325
1978-06-25,365,146.032,154.978781133452,157.604556921186,199.1823,205.98517
1978-06-26,365,145.732,154.666558919393,157.288876651063,198.35736,205.13679
1978-06-27,365,146.119,155.085304006484,157.717200541802,199.40891,206.2303
1978-06-28,365,146.497,155.494743647196,158.136067931057,200.43952,207.30216
1978-06-29,365,146.792,155.815046906796,158.463707894232,201.24194,208.13744
1978-06-30,365,146.739,155.762887431036,158.411697136071,201.08429,207.97778
1978-07-01,365,146.702,155.728359327363,158.378043116084,200.97272,207.86574
1978-07-02,365,146.573,155.595879156535,158.244539565724,200.60775,207.49192
1978-07-03,365,146.538,155.563065214038,158.212832472514,200.50108,207.38494
1978-07-04,365,145.717,154.701087023065,157.338662350052,198.2563,205.07005
1978-07-05,365,145.096,154.050440416982,156.679488570149,196.56712,203.32924
1978-07-06,365,145.592,154.586238224325,157.226853126625,197.91244,204.72747
1978-07-07,365,146.893,155.978626858947,158.645884613994,201.4553,208.40032
1978-07-08,365,147.132,156.238444717078,158.912335449921,202.10401,209.07633
1978-07-09,365,146.735,155.82386259284,158.492633663476,201.00823,207.94817
1978-07-10,365,146.799,155.896836882871,158.568285675347,201.17427,208.12354
1978-07-11,365,147.586,156.743142743099,159.431886766739,203.33522,210.36689
1978-07-12,365,148.247,157.454029870483,160.157812321821,205.15679,212.25897
1978-07-13,365,147.872,157.063690882866,159.762864318673,204.11633,211.18783
1978-07-14,365,149.526,158.831235934695,161.563771586551,208.68771,215.92595
1978-07-15,365,149.79,159.118235491462,161.857757529739,209.41849,216.68737
1978-07-16,365,149.912,159.253409344137,161.996823728031,209.75099,217.03551
1978-07-17,365,149.944,159.291120889992,162.036596660742,209.82703,217.11779
1978-07-18,365,149.27,158.58464160563,161.32040573954,207.94235,215.17452
1978-07-19,365,150.385,159.779901705101,162.539460033765,211.05382,218.40251
1978-07-20,365,150.181,159.569304760715,162.326966882776,210.47359,217.80637
