date,days,europe_us_price,europe_us_ndtr_l1,europe_us_gdtr_l1,europe_us_ndtr_l2,europe_us_gdtr_l2
1986-06-12,365,368.59,482.759959815897,511.054887842344,630.49354,706.5575
1986-06-13,365,372.296,487.659013823177,516.250559334871,643.15299,720.77042
1986-06-14,365,373.017,488.629478250017,517.283888096969,645.57298,723.49913
1986-06-15,365,373.595,489.411366581186,518.117507216914,647.49868,725.67372
1986-06-16,365,373.929,489.872042646875,518.611018324712,648.57493,726.8962
1986-06-17,365,371.043,486.135953642239,514.664597254247,638.5412,715.67558
1986-06-18,365,370.816,485.86164213116,514.380181338273,637.68123,714.72842
1986-06-19,365,370.243,485.136618552111,513.619006507832,635.63876,712.45695
1986-06-20,365,372.677,488.369199972207,517.050039361915,643.97156,721.82086
1986-06-21,365,372.072,487.602559211398,516.244846978741,641.80993,719.41598
1986-06-22,365,370.996,486.223892556741,514.792362269253,638.04123,715.21153
1986-06-23,365,370.378,485.440162615016,513.969046997364,635.84442,712.76698
1986-06-24,365,373.737,489.887804903156,518.687405895516,647.35679,725.698
1986-06-25,365,376.634,493.730096130463,522.764718246812,657.37077,736.94939
1986-06-26,365,376.176,493.154741608368,522.161868861454,655.69559,735.0893
1986-06-27,365,376.644,493.792365084737,522.84288164464,657.24895,736.84732
1986-06-28,365,377.288,494.662208414343,523.769876855511,659.422,739.30039
1986-06-29,365,378.213,495.903574558046,525.090572242365,662.58868,742.86839
1986-06-30,365,379.435,497.538281373645,526.828296635497,666.79701,747.60584
1986-07-01,365,381.284,500.002887066329,529.446027721403,673.25575,754.87013
1986-07-02,365,381.512,500.325080451843,529.793137758735,673.97189,755.69003
1986-07-03,365,382.665,501.8688406571,531.434535352158,677.98393,760.20767
1986-07-04,365,381.968,500.982398706594,530.50262454405,675.44094,757.37561
1986-07-05,365,380.551,499.159847614366,528.58049773258,670.37911,751.72206
1986-07-06,365,378.532,496.55297147482,525.828452003481,663.23068,743.73038
1986-07-07,365,376.309,493.679407609374,522.794083538549,655.40859,734.98324
1986-07-08,365,373.774,490.39760934824,519.32748687863,646.55155,725.07545
1986-07-09,365,372.393,488.6208492189,517.453563980178,641.72667,719.68594
1986-07-10,365,373.2,489.706748047089,518.60960036397,644.44052,722.74635
1986-07-11,365,373.431,490.032608569778,518.960518638723,645.1646,723.57465
1986-07-12,365,372.417,488.732801448326,517.59107916333,641.60831,719.60593
1986-07-13,365,370.707,486.527155150784,515.263233270545,635.68418,712.98399
1986-07-14,365,368.841,484.117773648853,512.719722301167,629.25618,705.79697
1986-07-15,365,366.665,481.303221740848,509.74728495967,621.81042,697.46866
1986-07-16,365,367.242,482.08506986218,510.581133654211,623.70054,699.60462
1986-07-17,365,369.995,485.743031152652,514.464239401469,633.03578,710.1004
1986-07-18,365,369.539,485.169059848965,513.862585154451,631.41012,708.29408
1986-07-19,365,369.257,484.822193707193,513.501248244345,630.37796,707.15292
1986-07-20,365,369.082,484.615209547938,513.287966692237,629.71061,706.42066
1986-07-21,365,368.973,484.494612203461,513.16613010357,629.26652,705.93869
1986-07-22,365,370.459,486.481404397734,515.277730231078,634.29841,711.6036
1986-07-23,365,371.487,487.860987836685,516.745333102949,637.76551,715.51083
1986-07-24,365,374.567,491.950915368908,521.086649487735,648.32906,727.38766
1986-07-25,365,375.249,492.872492675376,522.06878311487,650.62673,729.98224
1986-07-26,365,374.864,492.391229172913,521.565272007747,649.22433,728.42626
1986-07-27,365,374.195,491.539496354094,520.669681251203,646.84674,725.77709
1986-07-28,365,373.42,490.549578407896,519.62785147685,644.10818,722.72319
1986-07-29,365,370.803,487.155691203889,516.041531664988,635.06491,712.60052
1986-07-30,365,374.78,492.426324319038,521.634387465605,648.67874,727.90324
1986-07-31,365,374.663,492.295505633881,521.501801384078,648.20177,727.38474
1986-08-01,365,372.518,489.518895728493,518.568958908241,640.75713,719.05438
1986-08-02,365,372.704,489.785929258994,518.857669219604,641.32499,719.70779
1986-08-03,365,372.941,490.120153427873,519.217554407998,642.06891,720.55879
1986-08-04,365,373.228,490.520297604266,519.647277539009,642.98581,721.60394
1986-08-05,365,375.968,494.166059230056,523.518560194561,652.41258,732.20841
1986-08-06,365,375.638,493.756401406122,523.090774943229,651.19906,730.86382
1986-08-07,365,377.585,496.35644991527,525.853468882278,657.92483,738.43524
1986-08-08,365,378.965,498.205145443807,527.819147345095,662.69136,743.80507
1986-08-09,365,380.583,500.369906378631,530.120214036447,668.31497,750.1385
1986-08-10,365,382.594,503.055545547774,532.973873533162,675.35257,758.06134
1986-08-11,365,385.17,506.487712517033,536.61922777723,684.42926,768.27541
1986-08-12,365,389.644,512.418647456873,542.913244907951,700.32021,786.14243
1986-08-13,365,394.923,519.409827348608,550.331178235572,719.29198,807.47011
1986-08-14,365,399.294,525.207474719271,556.484371608078,735.20391,825.36321
1986-08-15,365,401.379,527.993509810557,559.445039875419,742.85151,833.97452
1986-08-16,365,402.89,530.018541560245,561.598361809699,748.3957,840.22167
1986-08-17,365,404.194,531.768722987031,563.460103750162,753.18316,845.61831
1986-08-18,365,405.701,533.788833052615,565.60830076919,758.75076,851.8923
1986-08-19,365,407.566,536.28451290768,568.261183777098,765.69156,859.71052
1986-08-20,365,412.879,543.326413488374,575.734073211744,785.64614,882.14893
1986-08-21,365,412.336,542.639766178187,575.013512828257,783.50894,879.77078
1986-08-22,365,411.333,541.352552777824,573.657179361433,779.64245,875.45277
1986-08-23,365,410.757,540.622607514672,572.890737819667,777.39141,872.94663
1986-08-24,365,410.36,540.12669958941,572.372061284804,775.81709,871.19962
1986-08-25,365,410.273,540.037192491247,572.283756091576,775.41128,870.76385
1986-08-26,365,413.301,544.072145133709,576.569603202593,786.85132,883.64099
1986-08-27,365,412.179,542.62934378832,575.048509449797,782.52816,878.8102
1986-08-28,365,410.709,540.732388412876,573.046605466131,776.90761,872.52373
1986-08-29,365,414.205,545.385221501519,577.987786766523,790.13159,887.40656
1986-08-30,365,415.812,547.540396411095,580.279819022294,796.22763,894.27775
1986-08-31,365,417.101,549.272853341534,582.123276021386,801.11653,899.79151
1986-09-01,365,417.347,549.622284870936,582.500142977708,801.98515,900.78733
1986-09-02,365,413.138,544.131760238711,576.691385773708,785.80749,882.64821
1986-09-03,365,411.593,542.136089712329,574.584816030735,779.89236,876.03018
1986-09-04,365,415.363,547.152218682327,579.91164213966,794.17637,892.10689
1986-09-05,365,414.857,546.513429120672,579.241648937093,792.17306,889.87821
1986-09-06,365,413.012,544.125334706687,576.719474900778,785.1014,881.96179
1986-09-07,365,410.132,540.379788348283,572.759259097957,774.14549,869.6839
1986-09-08,365,408.273,537.972690765119,570.216801470844,767.10118,861.79718
1986-09-09,365,407.542,537.038994213644,569.234377499367,764.29292,858.66411
1986-09-10,365,409.229,539.302003865291,571.64117679668,770.5856,865.75829
1986-09-11,365,398.609,525.367976306434,556.882649771597,730.61888,820.88886
1986-09-12,365,391.221,515.686782415241,546.631158228821,703.55275,790.50944
1986-09-13,365,391.697,516.339331783271,547.32902448825,705.19925,792.37724
1986-09-14,365,392.377,517.262517483237,548.313886001763,707.58659,795.07785
1986-09-15,365,392.853,517.915195522747,549.011921066042,709.23529,796.94832
1986-09-16,365,384.914,507.505238537623,537.987310061627,680.58886,764.78927
1986-09-17,365,385.117,507.796365802724,538.30196905456,681.24077,765.53901
1986-09-18,365,387.266,510.67309820336,541.360152507755,688.82996,774.09187
1986-09-19,365,388.954,512.938013801303,543.769065241792,694.80998,780.83466
1986-09-20,365,389.092,513.143606700181,543.993136799923,695.23571,781.33067
1986-09-21,365,389.132,513.219933013628,544.080206341647,695.31119,781.43319
1986-09-22,365,388.981,513.044762877763,543.900780290292,694.70349,780.76823
1986-09-23,365,388.609,512.579334009288,543.413839067263,693.31276,779.22382
1986-09-24,365,390.974,515.743590873589,546.777417503213,701.74247,788.72381
1986-09-25,365,386.955,510.491438199732,541.218829087182,687.31519,772.53597
1986-09-26,365,389.318,513.653491564941,544.580152290334,695.69812,781.98383
1986-09-27,365,389.877,514.416658195794,545.395439203549,697.63209,784.17537
1986-09-28,365,390.276,514.967701850167,545.985783525606,698.99298,785.72271
1986-09-29,365,390.249,514.955791696315,545.979375693493,698.82422,785.55089
1986-09-30,365,389.65,514.192633107429,545.17703273619,696.59985,783.06999
1986-10-01,365,390.484,515.321524293819,546.380320973645,699.52334,786.37472
1986-10-02,365,387.119,510.928712140025,541.732178140974,687.46247,772.84352
1986-10-03,365,388.747,513.115717156927,544.058815391032,693.21808,779.33617
1986-10-04,365,389.362,513.953561497891,544.953373061892,695.35117,781.75198
1986-10-05,365,389.844,514.614876610484,545.660726153901,697.00947,783.63395
1986-10-06,365,390.458,515.451538782228,546.554061677646,699.14457,786.05222
1986-10-07,365,392.435,518.103626863002,549.374642175919,706.21154,794.022
1986-10-08,365,393.958,520.151610387906,551.55386552641,711.66567,800.17636
1986-10-09,365,395.711,522.506282385003,554.058807963619,717.97374,807.2925
1986-10-10,365,396.096,523.039505039419,554.630448708275,719.3039,808.80627
1986-10-11,365,395.823,522.704034365579,554.28121172983,718.2457,807.63536
1986-10-12,365,395.267,521.99698458387,553.53826782321,716.16731,805.31817
1986-10-13,365,394.966,521.624617363187,553.149915384881,715.01066,804.03649
1986-10-14,365,394.893,521.552328117421,553.079577779907,714.67448,803.67682
1986-10-15,365,394.247,520.727133791318,552.211427939809,712.27541,800.99913
1986-10-16,365,394.174,520.654788251779,552.141022812895,711.94121,800.6416
1986-10-17,365,392.723,518.775452827106,550.156147862515,706.66633,794.73307
1986-10-18,365,391.359,517.009814738803,548.291684787867,701.72184,789.19542
1986-10-19,365,390.089,515.367065955714,546.557349996128,697.12919,784.05276
1986-10-20,365,388.703,513.572243567391,544.66186734221,692.13974,778.46404
1986-10-21,365,385.748,509.714761063496,540.580145808228,681.61043,766.648
1986-10-22,365,382.098,504.939939369999,535.525595170453,668.7046,752.15874
1986-10-23,365,386.162,510.35784503579,541.28172577436,682.92585,768.18301
1986-10-24,365,380.547,502.989038476633,533.476304289243,663.07543,745.88248
1986-10-25,365,380.959,503.557774459483,534.085507489162,664.44911,747.44448
1986-10-26,365,381.404,504.170379374991,534.741260314567,665.93973,749.13811
1986-10-27,365,381.908,504.86144172533,535.480267692082,667.6377,751.06514
1986-10-28,365,385.175,509.2269996513,540.120206609034,679.05684,763.9382
1986-10-29,365,386.827,511.449638626149,542.485506921978,684.85582,770.48416
1986-10-30,365,392.879,519.500580951732,551.036006007022,706.28615,794.62522
1986-10-31,365,390.369,516.227186546625,547.573055531867,697.24953,784.48474
1986-11-01,365,390.601,516.557936585548,547.930037276838,698.00879,785.35661
1986-11-02,365,390.919,517.002753891347,548.408018338419,699.0766,786.57566
1986-11-03,365,391.363,517.614932582578,549.063548341422,700.59624,788.3032
1986-11-04,365,392.507,519.160252929528,550.709645461874,704.64442,792.87794
1986-11-05,365,391.563,517.942843806977,549.425600984092,701.19211,789.01449
1986-11-06,365,393.055,519.953303511573,551.565837166385,706.498,795.00667
1986-11-07,365,393.62,520.726675399171,552.392474517726,708.46351,797.23642
1986-11-08,365,394.26,521.599976774798,553.325175332534,710.70326,799.77498
1986-11-09,365,395.02,522.633273093636,554.427714083206,713.38209,802.80804
1986-11-10,365,396.012,523.976249496573,555.859071177645,716.90988,806.79741
1986-11-11,365,398.321,527.076564677363,559.157085809785,725.25449,816.21455
1986-11-12,365,400.05,529.404641887971,561.634999214382,731.52055,823.29025
1986-11-13,365,396.548,524.81969104691,556.780624120147,718.70879,808.89969
1986-11-14,365,396.649,524.977474449061,556.954290550014,719.0034,809.24952
1986-11-15,365,396.075,524.245221141239,556.184310858588,716.86002,806.8571
1986-11-16,365,394.688,522.446072174407,554.283629015285,711.80247,801.18804
1986-11-17,365,392.879,520.092558220628,551.795303727529,705.24834,793.83575
1986-11-18,365,389.022,515.036114867604,546.440280456429,691.39773,778.27309
1986-11-19,365,389.47,515.654148111167,547.102144017411,692.90125,779.98305
1986-11-20,365,392.714,519.996834681596,551.719456332245,704.43434,792.99346
1986-11-21,365,396.426,524.960377226178,556.995911073875,717.7463,808.00802
1986-11-22,365,397.824,526.847577695056,559.005721876724,722.76807,813.68292
1986-11-23,365,398.83,528.210683142621,560.458780522702,726.36839,817.75577
1986-11-24,365,400.227,530.096886407531,562.467619009614,731.41522,823.45936
1986-11-25,365,403.128,533.98742139781,566.605478284573,742.00959,835.41551
1986-11-26,365,404.397,535.702853483073,568.432959592643,746.63295,840.64231
1986-11-27,365,405.784,537.576334355414,570.428435487614,751.71034,846.38125
1986-11-28,365,409.155,542.091858891135,575.230102955429,764.19202,860.46511
1986-11-29,365,409.819,542.999314502691,576.1995762188,766.60133,863.19756
1986-11-30,365,410.318,543.68691880701,576.935720666056,768.3932,865.23466
1986-12-01,365,410.963,544.56917893442,577.878495754322,770.72963,867.88524
1986-12-02,365,413.264,547.664596557009,581.172526591997,779.3303,877.59795
1986-12-03,365,415.916,551.227622421263,584.963296086206,789.30386,888.85855
1986-12-04,365,417.634,553.545518501029,587.431391800716,795.7854,896.18295
1986-12-05,365,416.08,551.52558535873,585.296469595107,789.82426,889.49616
1986-12-06,365,415.894,551.304913770808,585.069042196554,789.03998,888.63348
1986-12-07,365,415.809,551.217746885185,584.983235315109,788.63841,888.20154
1986-12-08,365,415.625,550.99968089473,584.758569563905,787.86068,887.34616
1986-12-09,365,413.484,548.206560830086,581.803647413663,779.72099,878.20696
1986-12-10,365,415.438,550.84077161713,584.608069911677,787.06576,886.50592
1986-12-11,365,414.116,549.124873097753,582.795267873378,782.01227,880.83909
1986-12-12,365,414.081,549.103762933092,582.779508252565,781.80165,880.62191
1986-12-13,365,414.26,549.366453801149,583.064855971313,782.39919,881.31479
1986-12-14,365,414.643,549.900392190671,583.638096985949,783.76948,882.8781
1986-12-15,365,415.146,550.594245103729,584.381088157928,785.58362,884.94153
1986-12-16,365,416.751,552.762431916703,586.690433039134,791.6077,891.75206
1986-12-17,365,414.724,550.118345593581,583.89328940626,783.84899,883.03989
1986-12-18,365,413.869,549.015639053338,582.730446810909,780.54474,879.34041
1986-12-19,365,417.701,554.150049281177,588.190790804133,794.98766,895.6435
1986-12-20,365,418.526,555.27431633626,589.390939271375,798.0541,899.11895
1986-12-21,365,419.227,556.232942986954,590.415199836921,800.64969,902.06378
1986-12-22,365,419.591,556.742144284477,590.962316612943,801.94943,903.5484
1986-12-23,365,418.031,554.712231060523,588.816347817937,795.93708,896.80098
1986-12-24,365,419.991,557.356992908915,591.632559646688,803.36709,905.1995
1986-12-25,365,419.781,557.104555549408,591.371452304426,802.47814,904.21886
1986-12-26,365,419.57,556.850767139363,591.108913497035,801.58179,903.22983
1986-12-27,365,420.007,557.457404914993,591.759514398412,803.16325,905.03213
1986-12-28,365,420.783,558.516749166531,592.89085800872,806.05042,908.30633
1986-12-29,365,421.228,559.1341873045,593.552951144298,807.62334,910.0992
1986-12-30,365,419.432,556.792840847533,591.076543478964,800.47756,902.07451
1986-12-31,365,419.28,556.617035396237,590.896719048162,799.63335,901.14392
1987-01-01,365,420.949,558.873313921096,593.300236779187,805.77768,908.09355
1987-01-02,365,422.608,561.116419703206,595.689811229587,812.07907,915.22046
1987-01-03,365,423.166,561.88493424244,596.512410768912,814.13548,917.55871
1987-01-04,365,423.4,562.221667505176,596.876590352695,814.94276,918.48915
1987-01-05,365,423.973,563.010335214939,597.720614603605,817.0515,920.88658
1987-01-06,365,426.704,566.686897576216,601.633875649299,827.55114,932.75149
1987-01-07,365,426.987,567.089116580221,602.067656848909,828.5605,933.9101
1987-01-08,365,426.456,566.412746904486,601.356887146733,826.42345,931.52403
1987-01-09,365,426.387,566.347277247151,601.294240290733,826.07333,931.15066
1987-01-10,365,426.162,566.075145109261,601.012295677765,825.12047,930.09822
1987-01-11,365,425.835,565.668068756892,600.587170790873,823.77494,928.60339
1987-01-12,365,425.252,564.922892007314,599.803369358314,821.43947,925.99352
1987-01-13,365,424.377,563.792754315963,598.611222240971,817.98892,922.12778
1987-01-14,365,431.143,572.835810044868,608.224948803177,844.07294,951.57015
1987-01-15,365,434.236,576.997295003815,612.654036957864,856.17252,965.24357
1987-01-16,365,438.333,582.494993071041,618.502699628447,872.32222,983.486
1987-01-17,365,440.755,585.762894812352,621.982503579845,881.94115,994.36216
1987-01-18,365,442.633,588.30299849583,624.688647894082,889.41934,1002.82231
1987-01-19,365,442.721,588.446981881769,624.848587113532,889.68253,1003.1417
1987-01-20,365,438.43,582.799381540532,618.862530799289,872.42902,983.72292
1987-01-21,365,436.176,579.850979125626,615.741551941826,863.43047,973.60781
1987-01-22,365,443.22,589.271146836033,625.757364904972,891.31506,1005.09035
1987-01-23,365,438.281,582.76187380416,618.856143223758,871.44983,982.72496
1987-01-24,365,437.034,581.141127844122,617.14356400111,866.4327,977.09434
1987-01-25,365,435.835,579.583463077076,615.497851755716,861.61911,971.69273
1987-01-26,365,434.676,578.078352567575,613.907851863076,856.97326,966.47982
1987-01-27,365,439.086,583.997304975855,620.205069533756,874.35228,986.1155
1987-01-28,365,442.259,588.270549157009,624.754002379878,886.96603,1000.37574
1987-01-29,365,439.358,584.463714964365,620.721490835821,875.30875,987.2613
1987-01-30,365,436.359,580.526335513457,616.550262218078,863.33842,973.79308
1987-01-31,365,436.437,580.656760142208,616.695751742353,863.55192,974.0559
1987-02-01,365,438.96,584.063434074524,620.323874387314,873.51023,985.32015
1987-02-02,365,440.122,585.644388379421,622.010552193751,878.06213,990.47875
1987-02-03,365,439.831,585.285113481812,621.636244318957,876.80931,989.0887
1987-02-04,365,440.086,585.651585940325,622.032449558916,877.73759,990.15806
1987-02-05,365,439.358,584.714310713316,621.044758876114,874.75873,986.82251
1987-02-06,365,437.206,581.897482928511,618.062699658157,866.15881,977.152
1987-02-07,365,437.535,582.362598160255,618.563658435945,867.37344,978.5442
1987-02-08,365,438.099,583.141864810023,619.398351154737,869.52447,980.99301
1987-02-09,365,438.411,583.584390155088,619.875332891605,870.66823,982.3054
1987-02-10,365,438.119,583.223555115785,619.499309959534,869.41443,980.91383
1987-02-11,365,438.265,583.444733347659,619.741227566426,869.90081,981.48468
1987-02-12,365,438.521,583.812597066548,620.138931793455,870.82341,982.54766
1987-02-13,365,437.572,582.583028489152,618.84096429163,866.98368,978.24099
1987-02-14,365,437.662,582.72960943059,619.003658406235,867.24905,978.56251
1987-02-15,365,437.828,582.977462868628,619.273901466989,867.81583,979.22406
1987-02-16,365,438.011,583.248002696954,619.568249860348,868.45021,979.9619
1987-02-17,365,443.194,590.204650380289,626.969977922351,888.98412,1003.16998
1987-02-18,365,444.217,591.60034992209,628.460045343684,893.00971,1007.73642
1987-02-19,365,446.007,594.027648927588,631.047445574109,900.16405,1015.83833
1987-02-20,365,447.03,595.423662106121,632.53793163147,904.22196,1020.44175
1987-02-21,365,446.094,594.211126415869,631.258039753002,900.36542,1016.11605
1987-02-22,365,443.815,591.224066263239,628.094798913248,891.14022,1005.73722
1987-02-23,365,442.869,589.997987899734,626.800437083023,887.26944,1001.3949
1987-02-24,365,445.427,593.456540564327,630.484906786975,897.50049,1012.97443
1987-02-25,365,447.655,596.4733238288,633.699639858228,906.45347,1023.11054
1987-02-26,365,449.337,598.756679658197,636.134183920717,913.21798,1030.77367
1987-02-27,365,450.032,599.713094767832,637.157532940072,915.95741,1033.88916
1987-02-28,365,450.774,600.732655406197,638.248012272248,918.89325,1037.22658
1987-03-01,365,451.377,601.565899741756,639.140503771742,921.26323,1039.92519
1987-03-02,365,452.15,602.627230359264,640.275439549261,924.33034,1043.41114
1987-03-03,365,453.408,604.340635868719,642.103798642552,929.40126,1049.16113
1987-03-04,365,458.278,610.888494260609,649.07287987354,949.35995,1071.73107
1987-03-05,365,459.095,612.009488234923,650.271380805444,952.65984,1075.4809
1987-03-06,365,458.489,611.233100609517,649.454405843727,950.0576,1072.56947
1987-03-07,365,457.666,610.16949411521,648.332535561611,946.56654,1068.65545
1987-03-08,365,456.589,608.770006806721,646.85412917933,942.04045,1063.57395
1987-03-09,365,455.799,607.74982693686,645.778288603762,938.69456,1059.82326
1987-03-10,365,457.598,610.192679107483,648.383028468398,946.0508,1068.15839
1987-03-11,365,457.103,609.563049346799,647.721786109265,943.90624,1065.7627
1987-03-12,365,459.228,612.444872312857,650.793710277265,952.64412,1075.66055
1987-03-13,365,459.277,612.538352142959,650.900408446968,952.74845,1075.80269
1987-03-14,365,459.054,612.269750428798,650.622521902598,951.72637,1074.67353
1987-03-15,365,458.784,611.93866262724,650.278274795525,950.51077,1073.32593
1987-03-16,365,458.554,611.66070006292,649.990435517189,949.45599,1072.15975
1987-03-17,365,463.617,618.471683589111,657.240509301789,970.41494,1095.86787
1987-03-18,365,465.407,620.90394448855,659.834344373103,977.8598,1104.30556
1987-03-19,365,464.039,619.119182601557,657.946869821278,972.0465,1097.77128
1987-03-20,365,467.787,624.176824207738,663.333378573033,987.73662,1115.52976
1987-03-21,365,469.407,626.380733440302,665.684350730294,994.51739,1123.21744
1987-03-22,365,470.562,627.958245783114,667.368834073678,999.33091,1128.68084
1987-03-23,365,472.166,630.140980515278,669.697368690252,1006.07811,1136.33117
1987-03-24,365,474.818,633.733954666464,673.526659451272,1017.35173,1149.10089
1987-03-25,365,473.992,632.666037677583,672.400190925038,1013.71744,1145.02498
1987-03-26,365,475.013,634.063747711256,673.89356016924,1017.99363,1149.88191
1987-03-27,365,479.182,639.687495576918,679.882749501503,1035.84951,1170.09268
1987-03-28,365,477.443,637.411482063839,677.473681467003,1028.27277,1161.56831
1987-03-29,365,474.728,633.840888708177,673.689691175578,1016.54849,1148.36201
1987-03-30,365,472.907,631.455729612326,671.164593439258,1008.69111,1139.5199
1987-03-31,365,471.866,630.102539910676,669.735113454753,1004.1655,1134.4372
1987-04-01,365,473.716,632.61850160775,672.418664927842,1011.98339,1143.30096
1987-04-02,365,475.779,635.421818887172,675.408151559207,1020.7516,1153.24027
1987-04-03,365,481.953,643.727780043826,684.249980806889,1047.23911,1183.21078
1987-04-04,365,483.089,645.281761589762,685.90992667725,1052.09198,1188.72189
1987-04-05,365,484.013,646.550333709483,687.266293905044,1056.02441,1193.19247
1987-04-06,365,484.22,646.856652251172,687.599629466602,1056.81399,1194.11144
1987-04-07,365,481.951,643.876829869283,684.442857228707,1046.86695,1182.9094
1987-04-08,365,481.196,642.902392710503,683.415558175857,1043.48192,1179.11396
1987-04-09,365,481.518,643.362546048306,683.912371106525,1044.76509,1180.59038
1987-04-10,365,488.842,653.209991533417,694.394281269799,1076.53479,1216.53796
1987-04-11,365,486.817,650.55332757314,691.580635274771,1067.55846,1206.43113
1987-04-12,365,483.384,646.024067356946,686.777394545753,1052.47567,1189.42697
1987-04-13,365,481.405,643.427637733169,684.027550031901,1043.79495,1179.65263
1987-04-14,365,486.453,650.234897828412,691.277137658532,1065.66237,1204.41037
1987-04-15,365,488.917,653.581747564571,694.84594227914,1076.41231,1216.59726
1987-04-16,365,492.665,658.65195072397,700.248460482886,1092.89609,1235.27051
1987-04-17,365,492.333,658.23955863109,699.818217432936,1091.31359,1233.51077
1987-04-18,365,492.363,658.309917804659,699.900952066107,1091.33325,1233.56095
1987-04-19,365,492.665,658.744272510754,700.370607672478,1092.55976,1234.97499
1987-04-20,365,493.051,659.291287139414,700.960047200537,1094.1556,1236.80657
1987-04-21,365,498.6,666.773268307057,708.928203313423,1118.76442,1264.67069
1987-04-22,365,494.418,661.242525795415,703.059986288995,1099.96322,1243.461
1987-04-23,365,493.978,660.686335281848,702.476961345242,1097.88632,1241.14265
1987-04-24,365,494.499,661.414824948885,703.259425843388,1100.0853,1243.65646
1987-04-25,365,491.67,657.687123716341,699.307346434345,1087.46267,1229.42698
1987-04-26,365,488.315,653.257881449819,694.609541214751,1072.59545,1212.66015
1987-04-27,365,485.407,649.423809113286,690.544173494654,1059.77975,1198.21071
1987-04-28,365,482.845,646.049890114556,686.967691629461,1048.54032,1185.54158
1987-04-29,365,482.414,645.504749264321,686.396172424296,1046.54197,1183.31026
1987-04-30,365,488.785,654.090964946029,695.539763974358,1074.1331,1214.55354
1987-05-01,365,493.245,660.120148602692,701.963666309003,1093.67713,1236.69675
1987-05-02,365,494.402,661.706121095303,703.658514270188,1098.66972,1242.37162
1987-05-03,365,495.161,662.755412887478,704.782322431984,1101.89028,1246.04164
1987-05-04,365,496.313,664.334887470357,706.470323668445,1106.89796,1251.73402
1987-05-05,365,501.716,671.629418417779,714.240816053963,1130.96462,1278.99694
1987-05-06,365,501.604,671.510590306148,714.122632402253,1130.32571,1278.30367
1987-05-07,365,501.809,671.815975979608,714.455421036096,1131.10804,1279.21719
1987-05-08,365,504.343,675.263414645131,718.132719910012,1142.47449,1292.11155
1987-05-09,365,503.885,674.683218858607,717.524225690464,1140.26662,1289.64519
1987-05-10,365,503.279,673.905970742679,716.70631217378,1137.39525,1286.42893
1987-05-11,365,502.838,673.348300507094,716.121720721018,1135.26554,1284.05066
1987-05-12,365,503.042,673.652495969366,716.45329395994,1136.04729,1284.96375
1987-05-13,365,500.393,670.160802356747,712.751228038405,1124.02881,1271.41103
1987-05-14,365,503.026,673.74283139018,716.572112317886,1135.80318,1284.76919
1987-05-15,365,499.64,669.26754081781,711.824327358249,1120.46726,1267.46492
1987-05-16,365,497.359,666.264646031193,708.64153216465,1110.16897,1255.8549
1987-05-17,365,495.593,663.945817083198,706.1855363818,1102.20007,1246.87686
1987-05-18,365,493.294,660.918257582289,702.976373870603,1091.90732,1235.27191
1987-05-19,365,486.967,652.50716378464,694.042681023452,1063.88296,1203.61248
1987-05-20,365,479.065,641.98695142523,682.865625734934,1029.35323,1164.59213
1987-05-21,365,479.804,643.009752976493,683.961317760883,1032.41132,1168.07846
1987-05-22,365,483.068,647.441777763767,688.6872661251,1046.42231,1183.97045
1987-05-23,365,484.412,649.282568038262,690.653835877526,1052.1486,1190.4787
1987-05-24,365,485.446,650.704219009153,692.174159880205,1056.53082,1195.46494
1987-05-25,365,485.695,651.068069786264,692.568974168199,1057.48616,1196.57277
1987-05-26,365,485.063,650.254262886127,691.711749378005,1054.60889,1193.34628
1987-05-27,365,482.227,646.508081212291,687.738035939363,1042.22443,1179.37164
1987-05-28,365,482.017,646.25684210594,687.478724680707,1041.18896,1178.22717
1987-05-29,365,482.646,647.131936840317,688.417394435017,1043.78835,1181.19527
1987-05-30,365,483.429,648.214868182503,689.577259312812,1047.06085,1184.92548
1987-05-31,365,484.267,649.372155556099,690.816280160953,1050.57797,1188.93282
1987-06-01,365,485.772,651.431952731245,693.016367790927,1057.01729,1196.25055
1987-06-02,365,487.224,653.420160311797,695.140250159335,1063.24777,1203.33193
1987-06-03,365,490.359,657.682507627002,699.686401101526,1076.89559,1218.81827
1987-06-04,365,492.87,661.104437171647,703.337758046066,1087.87063,1231.2776
1987-06-05,365,491.807,659.71689218488,701.870769623851,1083.07181,1225.87836
1987-06-06,365,493.852,662.509288472451,704.85162019908,1092.00918,1236.0292
1987-06-07,365,496.589,666.237190754182,708.829067601008,1104.06532,1249.71493
1987-06-08,365,498.736,669.168359232758,711.957919516683,1113.54288,1260.4791
1987-06-09,365,500.42,671.472608093693,714.418871409934,1120.97453,1268.92454
1987-06-10,365,505.704,678.625721042805,722.04286819427,1144.6205,1295.7389
1987-06-11,365,508.033,681.804373028914,725.435656621495,1155.09781,1307.63814
1987-06-12,365,509.625,683.984856010181,727.764974492574,1162.23907,1315.75598
1987-06-13,365,509.609,683.994868259705,727.783894140183,1162.02455,1315.54303
1987-06-14,365,508.803,682.949500947666,726.680680170109,1158.22416,1311.27338
1987-06-15,365,508.781,682.951406893961,726.690970513776,1157.97853,1311.0251
1987-06-16,365,510.697,685.571672909378,729.489025692841,1166.61555,1320.83962
1987-06-17,365,511.764,687.0415033075,731.06151714642,1171.36553,1326.24837
