date,days,north_america_us_price,north_america_us_ndtr_l1,north_america_us_gdtr_l1,north_america_us_ndtr_l2,north_america_us_gdtr_l2
1982-10-10,365,185.408,203.863217178855,212.095224032481,175.85602,190.34251
1982-10-11,365,186.833,205.440040827695,213.740019305388,178.52737,193.24163
1982-10-12,365,188.328,207.094047870746,215.465202491831,181.35436,196.3095
1982-10-13,365,189.825,208.750405792931,217.192906225909,184.20447,199.40264
1982-10-14,365,188.351,207.138585237894,215.519870787449,181.30883,196.27537
1982-10-15,365,186.616,205.239812876107,213.54828839454,177.93526,192.63066
1982-10-16,365,187.683,206.422822425926,214.783281495951,179.93787,194.80604
1982-10-17,365,189.617,208.560486712626,217.012091418131,183.61547,198.79581
1982-10-18,365,190.735,209.799924969676,218.305947457868,185.74686,201.11108
1982-10-19,365,191.073,210.178066541139,218.702162498201,186.36571,201.78618
1982-10-20,365,192.713,211.99249635899,220.59469876164,189.53056,205.22122
1982-10-21,365,192.273,211.515830888559,220.101919158764,188.62612,204.24792
1982-10-22,365,192.222,211.463358353332,220.048893608123,188.48101,204.09373
1982-10-23,365,190.837,209.948890061708,218.476924605843,185.7298,201.12201
1982-10-24,365,188.196,207.053474283627,215.468255991082,180.55627,195.52775
1982-10-25,365,186.832,205.561792021147,213.919849720185,177.90473,192.66344
1982-10-26,365,187.168,205.937742481961,214.313795013642,178.50698,193.32053
1982-10-27,365,188.29,207.181912929371,215.612723498746,180.61519,195.61117
1982-10-28,365,186.789,205.53941682525,213.907334762271,177.702,192.46328
1982-10-29,365,186.599,205.335453334326,213.697320476032,177.30084,192.03285
1982-10-30,365,187.139,205.937293608599,214.32697459357,178.29182,193.1121
1982-10-31,365,188.301,207.225750358395,215.67209430861,180.47416,195.48337
1982-11-01,365,189.443,208.49226556961,216.994422504603,182.63085,197.82703
1982-11-02,365,192.143,211.475044276792,220.103743734292,187.80742,203.44327
1982-11-03,365,196.818,216.63309372879,225.477827175077,196.91635,213.32086
1982-11-04,365,196.219,215.981862168641,224.803543062334,195.67796,211.98599
1982-11-05,365,196.148,215.907546999133,224.727870203083,195.48997,211.7855
1982-11-06,365,195.522,215.226613716855,224.022674896694,194.20361,210.39862
1982-11-07,365,194.459,214.065446801317,222.817959717009,192.0552,208.07838
1982-11-08,365,193.831,213.382208288043,222.110325373231,190.77662,206.69973
1982-11-09,365,196.522,216.356138864376,225.210893656402,196.04284,212.4148
1982-11-10,365,196.845,216.718090562711,225.590405366133,196.64406,213.0714
1982-11-11,365,196.643,216.501102136264,225.366916809075,196.1954,212.58977
1982-11-12,365,194.601,214.262776096109,223.041210013346,192.08401,208.14291
1982-11-13,365,193.702,213.281622614818,222.023648630644,190.27138,206.18579
1982-11-14,365,193.055,212.577332701665,221.294031600269,188.96181,204.77328
1982-11-15,365,192.16,211.600447321325,220.280846690825,187.17141,202.84002
1982-11-16,365,190.516,209.79951413643,218.410105013413,183.93354,199.3386
1982-11-17,365,192.152,211.611539818985,220.301004801894,187.06056,202.73574
1982-11-18,365,193.393,212.988287676699,221.738619837149,189.44311,205.32591
1982-11-19,365,193.585,213.204888093969,221.96633438701,189.77856,205.69358
1982-11-20,365,193.223,212.813120553158,221.561516880615,189.03117,204.88916
1982-11-21,365,192.359,211.870098483576,220.583462887601,187.30612,203.02632
1982-11-22,365,191.281,210.691623315517,219.36038282228,185.17452,200.72292
1982-11-23,365,189.38,208.607268446584,217.194411030468,181.46459,196.70906
1982-11-24,365,190.881,210.270922462909,218.930968031368,184.31467,199.80659
1982-11-25,365,190.681,210.055904514441,218.709435720236,183.89275,199.35346
1982-11-26,365,191.135,210.563237925934,219.240788479969,184.73525,200.27248
1982-11-27,365,191.138,210.570047106597,219.249397216049,184.7012,200.23834
1982-11-28,365,191.062,210.490117216051,219.167830538943,184.515,200.03951
1982-11-29,365,191.058,210.489196645257,219.168388570633,184.46598,199.98914
1982-11-30,365,194.251,214.018680283405,222.84852605961,190.60433,206.65339
1982-12-01,365,195.922,215.870374198333,224.781215524692,193.85217,210.18323
1982-12-02,365,195.894,215.843114651615,224.75440492347,193.75204,210.07759
1982-12-03,365,196.649,216.683930539054,225.633781357541,195.21125,211.66695
1982-12-04,365,197.466,217.593363186709,226.584736328459,196.79918,213.39617
1982-12-05,365,198.35,218.576920803295,227.613006903604,198.52721,215.2776
1982-12-06,365,199.293,219.625755257962,228.709357344998,200.38156,217.29628
1982-12-07,365,200.302,220.747588694143,229.881844627048,202.37891,219.47031
1982-12-08,365,198.714,219.007184940923,228.073633849074,199.13647,215.96208
1982-12-09,365,196.091,216.126734144252,225.07845204517,193.84705,210.23428
1982-12-10,365,195.545,215.532851862128,224.463432151968,192.73191,209.03135
1982-12-11,365,195.265,215.230509024675,224.151341956491,192.14169,208.39637
1982-12-12,365,195.094,215.047011115854,223.96242628417,191.76469,207.99157
1982-12-13,365,194.815,214.745741009656,223.651433342017,191.17728,207.35958
1982-12-14,365,194.271,214.153943325858,223.038532715235,190.07593,206.1714
1982-12-15,365,191.535,211.148234037093,219.912595935209,184.69001,200.33765
1982-12-16,365,191.51,211.124185076117,219.889083363978,184.59968,200.24246
1982-12-17,365,193.545,213.378465140685,222.241650921081,188.49458,204.47597
1982-12-18,365,193.013,212.799722824503,221.64228099529,187.42386,203.32075
1982-12-19,365,192.195,211.906350713583,220.71548440756,185.80223,201.56837
1982-12-20,365,191.666,211.330818983144,220.119425051798,184.7464,200.42914
1982-12-21,365,193.566,213.436499140788,222.317323780332,188.38275,204.38265
1982-12-22,365,194.051,213.978760986271,222.885387501281,189.29328,205.37647
1982-12-23,365,195.305,215.371729149205,224.340715340197,191.71026,208.00689
1982-12-24,365,195.66,215.769796133131,224.758217095019,192.371,208.72908
1982-12-25,365,196.394,216.588077056188,225.614400728827,193.78198,210.26713
1982-12-26,365,197.578,217.903991161303,226.989528754777,196.08822,212.77772
1982-12-27,365,198.255,218.659270045182,227.780040209632,197.39788,214.20585
1982-12-28,365,197.585,217.928648764126,227.022584294919,196.02713,212.72524
1982-12-29,365,198.829,219.311056991016,228.467121431144,198.46034,215.37404
1982-12-30,365,197.777,218.159780505491,227.271742309743,196.31528,213.05364
1982-12-31,365,197.491,217.850696959583,226.952566992802,195.69581,212.38664
1983-01-01,365,197.264,217.606038153171,226.700217538309,195.19327,211.84598
1983-01-02,365,196.876,217.185215572193,226.26498416977,194.3755,210.96437
1983-01-03,365,196.651,216.942717444337,226.01486057202,193.88958,210.44168
1983-01-04,365,199.429,220.019090051528,229.224991167111,199.3353,216.3618
1983-01-05,365,200.935,221.691318309872,230.971824729143,202.31616,219.60602
1983-01-06,365,203.973,225.055274189728,234.48188795288,208.40603,226.22638
1983-01-07,365,204.717,225.885301900431,235.350624164716,209.89293,227.84803
1983-01-08,365,205.525,226.786266818391,236.293409300884,211.51659,229.61845
1983-01-09,365,206.415,227.778094356072,237.331009664294,213.31557,231.57956
1983-01-10,365,207.208,228.662572688004,238.256652568529,214.92028,233.32959
1983-01-11,365,205.013,226.250776113455,235.748199799171,210.33348,228.35879
1983-01-12,365,205.119,226.372268634122,235.876735188569,210.5051,228.54888
1983-01-13,365,205.225,226.493768762811,236.005270577967,210.67808,228.74044
1983-01-14,365,205.972,227.327364636341,236.877844041429,212.17704,230.3756
1983-01-15,365,206.512,227.93146449347,237.510833809071,213.25253,231.55018
1983-01-16,365,206.944,228.415669514781,238.018605027364,214.10613,232.48328
1983-01-17,365,207.19,228.693096076626,238.310223610822,214.5729,232.99507
1983-01-18,365,205.628,226.9789552191,236.528340642608,211.30394,229.45393
1983-01-19,365,204.193,225.404763946248,234.892179185857,208.32007,226.22203
1983-01-20,365,204.684,225.954527302494,235.46845036167,209.2848,227.27615
1983-01-21,365,202.733,223.810959189879,233.239044787686,205.26333,222.9175
1983-01-22,365,200.78,221.665009766039,231.007081045952,201.27747,218.5972
1983-01-23,365,198.824,219.515568259602,228.771399182954,197.32529,214.31317
1983-01-24,365,196.867,217.364840997263,226.534300295663,193.40959,210.06844
1983-01-25,365,199.674,220.475868149612,229.781693613641,198.89767,216.03874
1983-01-26,365,200.551,221.453757788999,230.804960713629,200.61169,217.90819
1983-01-27,365,201.944,223.002621952996,232.423829457991,203.36842,220.91129
1983-01-28,365,203.468,224.696434172836,234.1938934404,206.40798,224.22198
1983-01-29,365,203.862,225.138604866594,234.657812145842,207.16981,225.05541
1983-01-30,365,204.142,225.453972639571,234.989170109691,207.69948,225.6359
1983-01-31,365,204.301,225.634602323688,235.179603126608,207.98046,225.9453
1983-02-01,365,202.482,223.635723594131,233.100533798067,204.2432,221.89362
1983-02-02,365,201.698,222.778573281125,232.210943503053,202.6247,220.14254
1983-02-03,365,202.982,224.207344800704,233.704762988579,205.17329,222.9201
1983-02-04,365,204.008,225.350724158265,234.900913322317,207.21527,225.147
1983-02-05,365,204.382,225.770778328911,235.341764627876,207.93663,225.93653
1983-02-06,365,204.651,226.073988480997,235.660444613317,208.44384,226.49266
1983-02-07,365,205.017,226.485179304747,236.092047640858,209.15007,227.26577
1983-02-08,365,205.525,227.054267039632,236.688702648425,210.14963,228.3585
1983-02-09,365,205.129,226.62423875072,236.243713130329,209.30106,227.44274
1983-02-10,365,207.447,229.19690697343,238.930692150532,214.0004,232.55925
1983-02-11,365,208.473,230.340735204354,240.127513376302,216.08315,234.83122
1983-02-12,365,209.026,230.959997851494,240.776673522932,217.19128,236.0425
1983-02-13,365,209.463,231.450357763482,241.291122311455,218.05951,236.99247
1983-02-14,365,209.868,231.905142559517,241.768396157356,218.86247,237.87133
1983-02-15,365,210.247,232.331016867824,242.21545478172,219.61147,238.69142
1983-02-16,365,209.334,231.331421538572,241.177396706923,217.66429,236.58308
1983-02-17,365,209.067,231.042765534651,240.879282383786,217.06612,235.93846
1983-02-18,365,209.316,231.323912419786,241.174963939553,217.54105,236.45973
1983-02-19,365,209.284,231.292407596185,241.143801945148,217.42836,236.34053
1983-02-20,365,209.116,231.111892032414,240.957864531851,217.03554,235.918
1983-02-21,365,208.903,230.882236247528,240.720964404162,216.55088,235.39614
1983-02-22,365,205.793,227.456267371494,237.153875357665,210.0707,228.36155
1983-02-23,365,206.431,228.170105353621,237.901907433829,211.33724,229.74561
1983-02-24,365,209.652,231.742863427084,241.632537385772,217.90387,236.89481
1983-02-25,365,210.547,232.742093571228,242.678677515054,219.73064,238.88917
1983-02-26,365,209.921,232.058733329585,241.969933377913,218.38754,237.43643
1983-02-27,365,208.448,230.440423130855,240.286872179079,215.28914,234.07634
1983-02-28,365,207.808,229.741504482001,239.561863612666,213.92967,232.60559
1983-03-01,365,209.725,231.87239002013,241.78883641928,217.84422,236.87158
1983-03-02,365,211.771,234.146207487984,244.164991787843,222.06076,241.46639
1983-03-03,365,213.43,235.991989968974,246.094715533941,225.50655,245.22313
1983-03-04,365,213.925,236.547314790096,246.677294348863,226.51197,246.32337
1983-03-05,365,214.363,237.039249562862,247.193592792989,227.39795,247.29343
1983-03-06,365,214.751,237.475539254774,247.651711730861,228.17867,248.14874
1983-03-07,365,215.025,237.784828217306,247.976968966228,228.71447,248.73688
1983-03-08,365,211.39,233.776959695509,243.802465559569,220.94599,240.29865
1983-03-09,365,212.66,235.192424782709,245.283356265928,223.56684,243.15837
1983-03-10,365,212.51,235.031499878386,245.117714904117,223.2056,242.76981
1983-03-11,365,211.458,233.877651881057,243.918554961262,220.9593,240.33496
1983-03-12,365,211.387,233.803237807249,243.842737891574,220.76452,240.12664
1983-03-13,365,211.458,233.886058746568,243.930969598872,220.86681,240.24155
1983-03-14,365,211.654,234.108372789175,244.165204968488,221.23176,240.64319
1983-03-15,365,212.536,235.093885667694,245.197344145354,223.03759,242.61593
1983-03-16,365,211.226,233.654828100903,243.700790931546,220.24917,239.59134
1983-03-17,365,210.69,233.070258039037,243.094762245582,219.09107,238.33876
1983-03-18,365,210.798,233.194375327668,243.226206923794,219.26889,238.53612
1983-03-19,365,210.803,233.203786452226,243.23771240865,219.23105,238.49825
1983-03-20,365,210.725,233.121657843008,243.153869714648,219.02108,238.2734
1983-03-21,365,210.737,233.138836759137,243.173476064046,218.99739,238.25094
1983-03-22,365,211.49,233.981265547471,244.056232038355,220.52373,239.91943
1983-03-23,365,212.887,235.538011623386,245.684831852198,223.40192,243.06024
1983-03-24,365,214.413,237.237788533325,247.462752168408,226.56879,246.51552
1983-03-25,365,213.619,236.368472991404,246.560007373542,224.85058,244.65408
1983-03-26,365,212.993,235.684549756053,245.850429323876,223.49204,243.1835
1983-03-27,365,212.468,235.111969938571,245.256834085579,222.34913,241.94718
1983-03-28,365,212.011,234.614275892328,244.741193993447,221.35028,240.86726
1983-03-29,365,211.604,234.171572636954,244.282774094664,220.45728,239.9022
1983-03-30,365,213.515,236.298113993901,246.506216880584,224.40259,244.20547
1983-03-31,365,213.881,236.710232996468,246.939193042285,225.1155,244.98735
1983-04-01,365,213.953,236.794263611457,247.028735183553,225.21571,245.10013
1983-04-02,365,214.026,236.879420213863,247.119449818373,225.31804,245.21522
1983-04-03,365,214.098,236.963458436875,247.20899822966,225.41824,245.328
1983-04-04,365,214.171,237.048622647304,247.299725404518,225.51982,245.44228
1983-04-05,365,213.47,236.281711096127,246.503583472606,223.99833,243.79419
1983-04-06,365,213.929,236.797527453361,247.045081123073,224.91712,244.80085
1983-04-07,365,214.389,237.314477406035,247.587782617187,225.84032,245.81236
1983-04-08,365,214.978,237.975097266673,248.280738846498,227.03959,247.12511
1983-04-09,365,215.846,238.945949484705,249.297955378156,228.83368,249.08652
1983-04-10,365,216.998,240.232146651644,250.644573627736,231.23835,251.7134
1983-04-11,365,218.297,241.681490265649,252.161592183544,233.96975,254.6964
1983-04-12,365,219.793,243.349366734786,253.906814350694,237.14036,258.15802
1983-04-13,365,220.772,244.443849327972,255.053331214067,239.21489,260.42567
1983-04-14,365,222.399,246.257191198522,256.950513561581,242.70346,264.23405
1983-04-15,365,223.768,247.784669209623,258.54931824516,245.65263,267.45514
1983-04-16,365,224.599,248.714970664604,259.524412789209,247.43479,269.40452
1983-04-17,365,225.262,249.458472328745,260.304265211772,248.85124,270.95512
1983-04-18,365,225.55,249.784027244635,260.646833969584,249.43806,271.60002
1983-04-19,365,224.202,248.301756106713,259.104697717682,246.41401,268.31688
1983-04-20,365,225.833,250.120126880523,261.007391411892,249.96129,272.19024
1983-04-21,365,225.909,250.208897293895,261.102005998527,250.07539,272.31862
1983-04-22,365,226.375,250.733105300593,261.652538746366,251.06111,273.39933
1983-04-23,365,226.333,250.69079708421,261.610222388169,250.91401,273.24299
1983-04-24,365,226.139,250.481660137588,261.394521194702,250.43305,272.72452
1983-04-25,365,226.086,250.427217124382,261.339558208192,250.26223,272.54238
1983-04-26,365,228.24,252.82577573876,263.848117567872,254.9945,277.70739
1983-04-27,365,228.577,253.20617689308,264.248182399869,255.69583,278.47766
1983-04-28,365,229.435,254.167001736683,265.255398251229,257.57069,280.52901
1983-04-29,365,230.942,255.848587863423,267.015574413683,260.91264,284.17992
1983-04-30,365,230.644,255.525566419221,266.681601851913,260.18671,283.39595
1983-05-01,365,229.937,254.751838079358,265.878274478233,258.5441,281.61572
1983-05-02,365,229.496,254.271589230052,265.380742200958,257.50331,280.48987
1983-05-03,365,229.319,254.081046291853,265.184333855939,257.05137,280.00277
1983-05-04,365,230.442,255.336643989939,266.49968979081,259.52722,282.71001
1983-05-05,365,231.435,256.447879449961,267.664239228813,261.72049,285.10923
1983-05-06,365,232.947,258.135529171101,269.430967561116,265.10065,288.8027
1983-05-07,365,233.099,258.309433362809,269.614835868145,265.3925,289.12568
1983-05-08,365,233.163,258.384981032057,269.695687763086,265.48232,289.22781
1983-05-09,365,233.064,258.279982705442,269.58816947736,265.20105,288.92583
1983-05-10,365,232.497,257.66076570644,268.945856191471,263.86477,287.47862
1983-05-11,365,232.06,257.184845822271,268.452794437741,262.82454,286.35322
1983-05-12,365,231.104,256.135539670172,267.36198042312,260.61433,283.95466
1983-05-13,365,231.186,256.231164912345,267.463843151713,260.74511,284.1015
1983-05-14,365,230.597,255.587518551213,266.796017158534,259.37129,282.6132
1983-05-15,365,229.577,254.467252367788,265.631110329449,257.03408,280.07607
1983-05-16,365,228.97,253.803627338031,264.942417713054,255.62811,278.55258
1983-05-17,365,228.793,253.612993103555,264.745871427618,255.17856,278.06788
1983-05-18,365,229.395,254.289361571982,265.455863298538,256.47409,279.48789
1983-05-19,365,227.793,252.524498024539,263.618283751591,252.8487,275.54726
1983-05-20,365,227.487,252.192430640887,263.274793300986,252.11979,274.75953
1983-05-21,365,227.349,252.044485023949,263.122576049844,251.76026,274.37235
1983-05-22,365,227.314,252.009891342975,263.088291585979,251.6275,274.2315
1983-05-23,365,227.347,252.050792075088,263.132852610977,251.64514,274.25461
1983-05-24,365,229.502,254.452675395554,265.645863684144,256.37729,279.42343
1983-05-25,365,230.62,255.703556119327,266.956661315205,258.8326,282.10974
1983-05-26,365,230.443,255.512891452759,266.760071139636,258.38103,281.62277
1983-05-27,365,229.102,254.036767597491,265.223659415076,255.33095,278.30823
1983-05-28,365,229.025,253.955848663944,265.141133425064,255.10437,278.06538
1983-05-29,365,229.035,253.971178830463,265.158984169143,255.07131,278.0332
1983-05-30,365,228.962,253.894664942283,265.081041563015,254.85377,277.80015
1983-05-31,365,226.717,251.416686174906,262.498878450352,249.81284,272.31582
1983-06-01,365,225.457,250.02992615881,261.055582777888,246.98907,269.2472
1983-06-02,365,226.781,251.509907281783,262.605857514445,249.8495,272.37579
1983-06-03,365,227.071,251.838208694008,262.951523661641,250.43798,273.02331
1983-06-04,365,227.266,252.060271671853,263.185884431637,250.81572,273.44029
1983-06-05,365,227.388,252.200654913843,263.334646902313,251.03107,273.67961
1983-06-06,365,227.425,252.246029163531,263.383897901519,251.05629,273.711
1983-06-07,365,225.387,249.9968692985,261.040321551654,246.51385,268.76885
1983-06-08,365,223.737,248.177570345874,259.14539014096,242.86255,264.79765
1983-06-09,365,224.286,248.795159227935,259.794017335976,244.00887,266.05517
1983-06-10,365,225.353,249.989763404937,261.046184019415,246.28997,268.55209
1983-06-11,365,226.376,251.135508857679,262.247312748234,248.48481,270.95501
1983-06-12,365,227.375,252.254641445664,263.420652752868,250.63615,273.31058
1983-06-13,365,228.167,253.143357446455,264.353073547636,252.33814,275.1756
1983-06-14,365,228.328,253.327471605146,264.547688667223,252.63966,275.50932
1983-06-15,365,229.267,254.379988342987,265.651456541088,254.67222,277.73551
1983-06-16,365,232.148,257.59001869976,269.009590934556,261.03248,284.68402
1983-06-17,365,233.476,259.075515639471,270.566098069994,263.97475,287.9038
1983-06-18,365,233.629,259.250789275335,270.751508801696,264.26273,288.22291
1983-06-19,365,233.684,259.316393258409,270.821996355238,264.3272,288.29744
1983-06-20,365,233.834,259.488311756092,271.003895876303,264.60681,288.60741
1983-06-21,365,235.681,261.550702262375,273.163328038302,268.74063,293.12792
1983-06-22,365,236.881,262.894218275247,274.571580574603,271.43019,296.07248
1983-06-23,365,236.655,262.649734453366,274.319043019541,270.8539,295.44991
1983-06-24,365,236.818,262.836290787468,274.516316627181,271.16774,295.79749
1983-06-25,365,236.646,262.651004993222,274.325275418422,270.71443,295.30834
1983-06-26,365,236.238,262.206445380214,273.864610852839,269.72712,294.2392
1983-06-27,365,235.75,261.673617483359,273.311983918655,268.56034,292.97476
1983-06-28,365,231.89,257.402153785688,268.856176109786,259.72381,283.34699
1983-06-29,365,232.442,258.023706447777,269.509223668193,260.91425,284.65379
1983-06-30,365,234.291,260.088896706555,271.671834729823,265.01507,289.13933
1983-07-01,365,235.14,261.041908110449,272.67184005934,266.88562,291.18986
1983-07-02,365,235.072,260.970925255053,272.599678410726,266.6684,290.95708
1983-07-03,365,234.854,260.735114579491,272.356100712807,266.11446,290.35854
1983-07-04,365,234.572,260.429051418748,272.039502373672,265.41784,289.60508
1983-07-05,365,232.178,257.783019029416,269.280656395749,259.95359,283.65385
1983-07-06,365,233.934,259.745265127812,271.335868302013,263.8412,287.90737
1983-07-07,365,233.097,258.825926834098,270.379897315899,261.90285,285.80154
1983-07-08,365,232.39,258.050524729156,269.574124634811,260.26411,284.02223
1983-07-09,365,232.453,258.125098571449,269.654017216845,260.34546,284.1152
1983-07-10,365,232.655,258.355370606205,269.897149743415,260.74087,284.55212
1983-07-11,365,232.73,258.443372609245,269.991118518094,260.8488,284.6742
1983-07-12,365,230.212,255.659049184272,267.087547961727,255.15851,278.47507
1983-07-13,365,229.506,254.884552434077,266.282628003222,253.54308,276.72077
1983-07-14,365,230.353,255.835600968014,267.280695896868,255.3671,278.72088
1983-07-15,365,228.225,253.48366431911,264.828541628067,250.60232,273.53076
1983-07-16,365,228.081,253.328863873371,264.669082504985,250.22802,273.12689
1983-07-17,365,228.008,253.252213040775,264.590932988232,250.00846,272.89125
1983-07-18,365,228.051,253.304366039033,264.647325539073,250.04233,272.93214
1983-07-19,365,229.027,254.399289897557,265.795974208904,252.13495,275.226
1983-07-20,365,233.877,259.801442770282,271.446665807674,262.77376,286.85266
1983-07-21,365,234.463,260.461499637211,272.140261578923,264.03714,288.24017
1983-07-22,365,233.758,259.688007146064,271.336351093476,262.39638,286.45804
1983-07-23,365,233.532,259.443241827328,271.083387177122,261.82964,285.84521
1983-07-24,365,233.439,259.34459619999,270.982377171112,261.55862,285.55366
1983-07-25,365,233.45,259.361151258226,271.001557159217,261.52016,285.51564
1983-07-26,365,234.81,260.884193791868,272.598167336148,264.51967,288.80136
1983-07-27,365,233.203,259.109979984052,270.749195164687,260.84971,284.8049
1983-07-28,365,230.952,256.620612006115,268.153087529779,255.76609,279.26513
1983-07-29,365,227.8,253.13057596767,264.511548277736,248.73872,271.60322
1983-07-30,365,227.01,252.262424453282,263.608621652319,246.96394,269.67404
1983-07-31,365,226.347,251.534990933899,262.852570221862,245.47151,268.05277
1983-08-01,365,226.181,251.355913286492,262.667817842154,245.05347,267.60113
1983-08-02,365,226.867,252.127777660699,263.478550108268,246.48876,269.17689
1983-08-03,365,227.94,253.331389737036,264.741156373333,248.77341,271.68166
1983-08-04,365,226.179,251.385310687698,262.712259736791,244.88184,267.44166
1983-08-05,365,225.061,250.153023972348,261.428956139023,242.41275,264.75427
1983-08-06,365,224.123,249.120386998832,260.35412440282,240.34379,262.50345
1983-08-07,365,223.273,248.185300097329,259.381136585153,238.47249,260.46821
1983-08-08,365,222.866,247.740869820715,258.920189868715,237.5512,259.46904
1983-08-09,365,223.553,248.513981910708,259.732282728951,238.967,261.02368
1983-08-10,365,224.239,249.286028877469,260.543278335862,240.38533,262.58116
1983-08-11,365,224.152,249.193781597546,260.44883303974,240.14008,262.31723
1983-08-12,365,224.969,250.112161280351,261.413074180908,241.84288,264.18611
1983-08-13,365,225.926,251.186817365374,262.540900117657,243.85342,266.39174
1983-08-14,365,226.977,252.366365264688,263.778545437103,246.07539,268.82876
1983-08-15,365,227.935,253.442291889566,264.907775858107,248.1035,271.05388
1983-08-16,365,228.753,254.362048624549,265.873571963986,249.83482,272.95441
1983-08-17,365,231.25,257.151728097776,268.795212715097,255.24637,278.87848
1983-08-18,365,230.647,256.490438731107,268.108062523375,253.86269,277.37516
1983-08-19,365,230.819,256.687357192652,268.316333744333,254.18283,277.72998
1983-08-20,365,231.124,257.033438554829,268.681079559331,254.79848,278.40884
1983-08-21,365,231.563,257.529671860639,269.203278091331,255.71238,279.41464
1983-08-22,365,231.854,257.860088303281,269.551608996599,256.29908,280.06182
1983-08-23,365,230.604,256.480609165279,268.1142761122,253.48753,276.99934
1983-08-24,365,228.836,254.52543092033,266.075297285113,249.55532,272.7125
1983-08-25,365,228.103,253.719733667457,265.237259086276,247.90806,270.92103
1983-08-26,365,228.404,254.061356728106,265.597333737123,248.50789,271.58256
1983-08-27,365,228.341,253.995653840732,265.530558034826,248.31142,271.37177
1983-08-28,365,228.078,253.70980519733,265.234700918526,247.68464,270.69285
1983-08-29,365,228.015,253.644087093909,265.167912676192,247.48863,270.48253
1983-08-30,365,228.316,253.98574058665,265.528031217171,248.08742,271.14297
1983-08-31,365,229.654,255.486019915218,267.101617884351,250.9494,274.28138
1983-09-01,365,230.102,255.992470796033,267.634594579004,251.87448,275.29966
1983-09-02,365,230.032,255.919045765226,267.559774442337,251.66051,275.0698
1983-09-03,365,230.124,256.02623520249,267.67392640816,251.80191,275.22865
1983-09-04,365,230.378,256.315248783496,267.978875052002,252.30096,275.77983
1983-09-05,365,230.728,256.711946323267,268.39677181802,253.01232,276.5639
1983-09-06,365,233.503,259.812930885143,271.644785867879,259.05548,283.18169
1983-09-07,365,233.432,259.738448339127,271.568887287944,258.83513,282.94495
1983-09-08,365,233.491,259.80870843233,271.64434069653,258.9037,283.02406
1983-09-09,365,232.644,258.876284338907,270.673848346424,256.97337,280.92308
1983-09-10,365,232.493,258.713556333112,270.506050098079,256.57887,280.49667
1983-09-11,365,232.45,258.670053657104,270.462460926025,256.42124,280.32829
1983-09-12,365,232.303,258.51171548063,270.299227251509,256.0371,279.91313
1983-09-13,365,230.555,256.577778836138,268.282024200392,252.13549,275.65787
1983-09-14,365,230.226,256.219113803776,267.910299854253,251.36124,274.81819
1983-09-15,365,229.254,255.147584616243,266.794349333481,249.18851,272.45188
1983-09-16,365,230.473,256.515902784377,268.230152333247,251.79202,275.30871
1983-09-17,365,230.938,257.041647611739,268.783481509557,252.75423,276.3681
1983-09-18,365,231.217,257.358864134326,269.118068533189,253.30787,276.9794
1983-09-19,365,231.68,257.882417851039,269.669109152566,254.26967,278.03842
1983-09-20,365,233.799,260.254013631599,272.154726512744,258.87838,283.08954
1983-09-21,365,233.084,259.467823349921,271.336858965014,257.2441,281.31131
1983-09-22,365,234.172,260.690394619789,272.620287963162,259.5979,283.89556
1983-09-23,365,234.358,260.903312753884,272.84546942535,259.95348,284.28967
1983-09-24,365,234.803,261.406849761858,273.375599531379,260.88832,285.3194
1983-09-25,365,235.521,262.21612278558,274.226234198377,262.43485,287.01975
1983-09-26,365,235.944,262.695055446892,274.730575716279,263.32551,288.00112
1983-09-27,365,233.944,260.479941485173,272.419039163479,258.81821,283.08209
1983-09-28,365,234.13,260.692890051361,272.644270785818,259.17362,283.47605
1983-09-29,365,233.031,259.479798378259,271.380203606327,256.68895,280.76804
1983-09-30,365,231.677,257.98304156438,269.819577068409,253.64932,277.45314
1983-10-01,365,231.42,257.703545620255,269.530215691788,253.02232,276.77339
1983-10-02,365,231.269,257.540680670045,269.362216802836,252.6253,276.34391
1983-10-03,365,231.182,257.44840295803,269.267721346562,252.37389,276.07304
1983-10-04,365,231.145,257.411496438038,269.231004115327,252.23172,275.92138
1983-10-05,365,233.033,259.526755096748,271.448897934436,256.30857,280.39242
1983-10-06,365,235.818,262.641997093887,274.713176413568,262.39152,287.0592
1983-10-07,365,237.063,264.040564761813,276.18119477093,265.11463,290.04911
1983-10-08,365,237.595,264.641940946677,276.814065408211,266.25016,291.29952
1983-10-09,365,237.96,265.056045643269,277.250496350379,267.01099,292.13883
1983-10-10,365,238.104,265.221946194691,277.426395463265,267.27261,292.43006
1983-10-11,365,236.016,262.907950756918,275.011058746003,262.53482,287.25717
1983-10-12,365,234.313,261.022309842979,273.043595755573,258.6954,283.0666
1983-10-13,365,234.019,260.701966422903,272.711673490015,257.98915,282.30039
1983-10-14,365,232.83,259.388136916114,271.342019190647,255.31916,279.38853
1983-10-15,365,233.085,259.678717749875,271.648798680036,255.82225,279.94482
1983-10-16,365,233.602,260.263348675926,272.264138344207,256.90506,281.13749
1983-10-17,365,233.872,260.570811712917,272.588655717333,257.44253,281.73159
1983-10-18,365,231.53,257.97328047076,269.87647122077,252.24044,276.04935
1983-10-19,365,229.958,256.232838677424,268.060573399507,248.76755,272.25857
1983-10-20,365,230.689,257.057236451043,268.927315745303,250.30024,273.9447
