date,days,north_america_us_price,north_america_us_ndtr_l1,north_america_us_gdtr_l1,north_america_us_ndtr_l2,north_america_us_gdtr_l2
1975-06-28,365,134.335,135.203981369777,135.56734110126,176.21512,177.16153
1975-06-29,365,134.438,135.310653461472,135.675536549038,176.45861,177.40958
1975-06-30,365,134.664,135.542127563875,135.909307937248,177.03084,177.98926
1975-07-01,365,134.906,135.789837187545,136.159406454922,177.64556,178.61181
1975-07-02,365,134.633,135.51958499147,135.890334859769,176.90672,177.874
1975-07-03,365,134.36,135.249309971326,135.62124445456,176.16821,177.13647
1975-07-04,365,134.473,135.366153989887,135.739685113376,176.43983,177.41292
1975-07-05,365,134.178,135.073830918838,135.448524241304,175.64498,176.61883
1975-07-06,365,133.705,134.602863857698,134.97844210719,174.38746,175.36004
1975-07-07,365,133.396,134.296473551963,134.673179962399,173.56095,174.53408
1975-07-08,365,133.252,134.154941498487,134.532706456834,173.16512,174.13981
1975-07-09,365,135.039,135.961230731635,136.3470869335,177.79996,178.80852
1975-07-10,365,134.766,135.69090245533,136.077921288063,177.06158,178.071
1975-07-11,365,134.493,135.420558962978,135.808730562549,176.32506,177.33531
1975-07-12,365,134.391,135.320802564269,135.709927603226,176.03442,177.04626
1975-07-13,365,134.415,135.347308916702,135.737484336709,176.07257,177.08717
1975-07-14,365,134.575,135.511908496176,135.904009771198,176.46964,177.49031
1975-07-15,365,135.202,136.149232590123,136.545652165053,178.09827,179.13482
1975-07-16,365,133.9,134.844258822207,135.239437917877,174.6509,175.67411
1975-07-17,365,132.727,133.668986631867,134.063232514563,171.5748,172.58651
1975-07-18,365,131.683,132.623438843173,133.017054765167,168.85961,169.86162
1975-07-19,365,131.275,132.217489947329,132.611992728032,167.79526,168.7963
1975-07-20,365,131.013,131.958003103921,132.353592705209,167.10621,168.10789
1975-07-21,365,130.608,131.555013729058,131.951477577001,166.05522,167.05588
1975-07-22,365,129.822,130.768884311564,131.16531124531,164.04039,165.03482
1975-07-23,365,128.007,128.946930158881,129.340459836923,159.4377,160.41083
1975-07-24,365,127.607,128.548832742862,128.943185163379,158.42327,159.39526
1975-07-25,365,127.207,128.150697286728,128.545866599703,157.41219,158.38301
1975-07-26,365,127.031,127.977074591873,128.373265516808,156.95608,157.92794
1975-07-27,365,126.952,127.900066182193,128.297116136113,156.7377,157.7109
1975-07-28,365,126.777,127.727424922316,128.125499446201,156.28534,157.25956
1975-07-29,365,126.377,127.329228601998,127.72808056222,155.28215,156.25509
1975-07-30,365,126.748,127.707773398684,128.109799318637,156.17714,157.16053
1975-07-31,365,126.476,127.438061372248,127.841078844548,155.48846,156.47204
1975-08-01,365,125.555,126.515588573023,126.918006648101,153.20851,154.18334
1975-08-02,365,125.145,126.107243149907,126.510380173197,152.19101,153.16427
1975-08-03,365,124.865,125.829436186908,126.233527484472,151.49218,152.46543
1975-08-04,365,124.46,125.426058802867,125.830860594592,150.49264,151.46431
1975-08-05,365,123.796,124.76211423614,125.166959633304,148.87176,149.83822
1975-08-06,365,123.902,124.871814321023,125.278202310314,149.1097,150.08055
1975-08-07,365,123.495,124.46635994668,124.873416154014,148.11406,149.08321
1975-08-08,365,123.088,124.060875140244,124.46859864762,147.12229,148.0897
1975-08-09,365,122.999,123.973816532067,124.382379616419,146.88925,147.8578
1975-08-10,365,123.075,124.053008444373,124.462899200353,147.0504,148.02255
1975-08-11,365,123.278,124.261262860317,124.673364927959,147.51723,148.49608
1975-08-12,365,124.025,125.020064258885,125.437097131686,149.29195,150.28834
1975-08-13,365,122.978,123.970202721101,124.386047577531,146.75742,147.74244
1975-08-14,365,122.7,123.694244507711,124.11098184422,146.07749,147.06227
1975-08-15,365,123.19,124.193391686363,124.613969038019,147.23004,148.22768
1975-08-16,365,123.338,124.345818428899,124.768242855392,147.56482,148.56791
1975-08-17,365,123.355,124.365081943354,124.788451126613,147.58386,148.58919
1975-08-18,365,123.252,124.26405500479,124.688275033129,147.31701,148.32336
1975-08-19,365,122.078,123.086013494046,123.508552149159,144.49644,145.48909
1975-08-20,365,120.264,121.263024650223,121.681807195035,140.18867,141.15762
1975-08-21,365,120.115,121.116098508379,121.535778452641,139.82251,140.79218
1975-08-22,365,121.5,122.518957101325,122.946137715324,143.03525,144.03333
1975-08-23,365,121.779,122.804432951596,123.23433913843,143.6749,144.68149
1975-08-24,365,121.948,122.978223022958,123.410131660994,144.05452,145.06705
1975-08-25,365,121.946,122.978245847027,123.411009463653,144.02751,145.04185
1975-08-26,365,120.902,121.93086452477,122.362223386356,141.54765,142.5499
1975-08-27,365,121.135,122.169672761429,122.603468637208,142.07746,143.08717
1975-08-28,365,122.775,123.830230312357,124.272673094063,145.91361,146.95699
1975-08-29,365,123.519,124.586444983076,125.033997610496,147.66906,148.73071
1975-08-30,365,123.546,124.615857600328,125.064432282698,147.71178,148.77589
1975-08-31,365,123.419,124.490872997064,124.940317256691,147.38846,148.45338
1975-09-01,365,123.25,124.323960578572,124.774318503798,146.96627,148.03174
1975-09-02,365,121.876,122.943735854308,123.391484624503,143.67554,144.72284
1975-09-03,365,122.29,123.366216984318,123.817532415214,144.63931,145.69838
1975-09-04,365,122.704,123.788728546421,124.24361782604,145.60335,146.67425
1975-09-05,365,122.096,123.180436668571,123.635219072896,144.14544,145.21066
1975-09-06,365,122.123,123.209834069777,123.665622395003,144.1876,145.25524
1975-09-07,365,122.283,123.374562985644,123.832329660043,144.54649,145.62001
1975-09-08,365,122.315,123.409042546271,123.867855587669,144.60061,145.67668
1975-09-09,365,121.066,122.154487147348,122.610986389983,141.63435,142.69387
1975-09-10,365,120.329,121.41604481856,121.871945521059,139.89661,140.94817
1975-09-11,365,119.847,120.934472173237,121.390589892792,138.76094,139.80863
1975-09-12,365,119.621,120.710362637181,121.167301976341,138.2205,139.26796
1975-09-13,365,119.463,120.554322083679,121.012112736196,137.8371,138.88497
1975-09-14,365,119.362,120.455143894725,120.913723598126,137.58434,138.63297
1975-09-15,365,119.198,120.293093002985,120.752521409764,137.18791,138.23688
1975-09-16,365,118.715,119.810409586292,120.269993287945,136.0613,137.10624
1975-09-17,365,118.616,119.71320948334,120.173572935839,135.81602,136.8617
1975-09-18,365,119.928,121.043540792204,121.511613799434,138.80905,139.88367
1975-09-19,365,121.754,122.893157716829,123.371169762959,143.02552,144.1392
1975-09-20,365,121.641,122.782019715583,123.260842508722,142.74036,143.85473
1975-09-21,365,121.35,122.492610517377,122.972133214078,142.04102,143.1542
1975-09-22,365,120.947,122.090465633076,122.570375476953,141.08181,142.19204
1975-09-23,365,120.335,121.477707845675,121.957318099695,139.63935,140.74312
1975-09-24,365,121.008,122.162703812281,122.647346230135,141.18705,142.30843
1975-09-25,365,121.295,122.456624568178,122.944181469398,141.83964,142.97025
1975-09-26,365,121.454,122.620432913251,123.110004661759,142.19203,143.32862
1975-09-27,365,121.2,122.368128043637,122.858451499679,141.57975,142.71554
1975-09-28,365,120.602,121.769384234761,122.259413884894,140.16722,141.29657
1975-09-29,365,119.873,121.038481456851,121.52773401827,138.45781,139.57838
1975-09-30,365,118.874,120.035120156171,120.522555923083,136.13661,137.24354
1975-10-01,365,118.061,119.219349880733,119.705635148222,134.2609,135.35751
1975-10-02,365,118.792,119.963148257774,120.454802097823,135.911,137.02637
1975-10-03,365,121.065,122.265427339994,122.76941722995,141.10263,142.2672
1975-10-04,365,121.446,122.654897257833,123.162447100634,141.97557,143.15188
1975-10-05,365,121.724,122.939802506372,123.450259782562,142.60897,143.79455
1975-10-06,365,121.966,123.188128379912,123.701248642933,143.15938,144.35334
1975-10-07,365,122.181,123.409004506156,123.924599259573,143.64786,144.84951
1975-10-08,365,123.293,124.538369885193,125.061265923105,146.25232,147.48179
1975-10-09,365,124.149,125.409024439176,125.938065379369,148.27151,149.52383
1975-10-10,365,124.234,125.497574219879,126.028109122157,148.45516,149.71168
1975-10-11,365,124.559,125.830356757701,126.364163330233,149.2167,150.48411
1975-10-12,365,125.061,126.342764720593,126.880944565822,150.40607,151.68882
1975-10-13,365,125.386,126.67558529853,127.217061474088,151.17238,152.46615
1975-10-14,365,125.471,126.764173119348,127.307149107008,151.3577,152.65574
1975-10-15,365,125.299,126.594027291044,127.13781470401,150.92444,152.22246
1975-10-16,365,125.64,126.943136646409,127.490340251986,151.73069,153.04023
1975-10-17,365,125.084,126.386472813224,126.93342462481,150.37408,151.67707
1975-10-18,365,125.057,126.361328296924,126.909065601014,150.28859,151.59299
1975-10-19,365,125.262,126.57217704874,127.122371647225,150.76448,152.0767
1975-10-20,365,125.593,126.9111677334,127.464727224391,151.54596,152.86951
1975-10-21,365,126.444,127.777189001324,128.337062427131,153.58819,154.93565
1975-10-22,365,126.911,128.254318561165,128.818449405493,154.70863,156.07115
1975-10-23,365,127.633,128.989907881296,129.559734941217,156.45695,157.84083
1975-10-24,365,126.44,127.790023736271,128.35696973744,153.51964,154.88345
1975-10-25,365,126.189,127.540579483338,128.108225543869,152.89429,154.25689
1975-10-26,365,126.047,127.400386441925,127.968824211553,152.53224,153.89503
1975-10-27,365,126.054,127.409592149859,127.978962832268,152.52831,153.8932
1975-10-28,365,126.902,128.272821273311,128.848583116783,154.56932,155.95857
1975-10-29,365,125.839,127.204008150019,127.777350371483,151.96715,153.33877
1975-10-30,365,125.541,126.907241993488,127.481135864101,151.2323,152.60182
1975-10-31,365,125.497,126.865002249312,127.43965341843,151.10595,152.4766
1975-11-01,365,125.295,126.66469060947,127.240084983837,150.60312,151.97316
1975-11-02,365,124.877,126.246934061796,126.822464098655,149.58413,150.94975
1975-11-03,365,124.69,126.061633051504,126.637918629575,149.11962,150.48481
1975-11-04,365,125.354,126.738686242009,127.320454087316,150.699,152.08431
1975-11-05,365,126.019,127.416812163768,128.004086798381,152.29704,153.70277
1975-11-06,365,126.557,127.966233158975,128.558306317389,153.58601,155.00908
1975-11-07,365,126.713,128.127317831783,128.721527451867,153.94841,155.3782
1975-11-08,365,126.801,128.219062982182,128.814837874551,154.14456,155.57892
1975-11-09,365,126.829,128.24962441092,128.846482660419,154.19368,155.63077
1975-11-10,365,126.925,128.349540578114,128.948031888063,154.40973,155.85167
1975-11-11,365,127.719,129.158516888936,129.763303647928,156.33198,157.79796
1975-11-12,365,129.023,130.483811686517,131.097563690069,159.51497,161.01749
1975-11-13,365,128.924,130.386543111357,131.00104301766,159.25189,160.75492
1975-11-14,365,128.57,130.033279775387,130.648122458487,158.36396,159.86353
1975-11-15,365,128.696,130.163841059572,130.780601689833,158.65713,160.16265
1975-11-16,365,129.04,130.516442497534,131.136832819035,159.49181,161.01005
1975-11-17,365,129.167,130.648046080883,131.270365413572,159.78785,161.31211
1975-11-18,365,128.812,130.293732837726,130.91637895117,158.89536,160.41606
1975-11-19,365,127.819,129.295012431129,129.91527636833,156.43407,157.93707
1975-11-20,365,127.591,129.068506367801,129.689436554148,155.8609,157.36266
1975-11-21,365,127.62,129.100110095702,129.722134703207,155.91244,157.41698
1975-11-22,365,127.648,129.130694348509,129.75381083917,155.96151,157.46881
1975-11-23,365,127.677,129.162305684433,129.786515258248,156.01304,157.52314
1975-11-24,365,127.705,129.192897545264,129.818191394211,156.0619,157.57476
1975-11-25,365,128.629,130.133926312797,130.766387556771,158.31057,159.85154
1975-11-26,365,129.17,130.686801350485,131.324249956815,159.63019,161.18965
1975-11-27,365,129.199,130.718435510478,131.356998266026,159.68173,161.24403
1975-11-28,365,129.356,130.880684210819,131.521454594247,160.05259,161.62198
1975-11-29,365,129.335,130.861626112987,131.50321510899,159.98037,161.55132
1975-11-30,365,129.135,130.663208870894,131.30550260002,159.46965,161.03971
1975-12-01,365,128.709,130.237121537941,130.879417189194,158.40401,159.96871
1975-12-02,365,127.748,129.270385260399,129.910291703229,156.02705,157.57408
1975-12-03,365,126.149,127.658420152923,128.292890143311,152.11228,153.62667
1975-12-04,365,126.086,127.5970842708,128.232271599667,151.94198,153.45713
1975-12-05,365,125.128,126.633170569823,127.26589865204,149.62196,151.11956
1975-12-06,365,124.864,126.370282940096,127.003517167155,148.97672,150.47219
1975-12-07,365,124.724,126.231885392132,126.865827550025,148.62651,150.12178
1975-12-08,365,124.686,126.195617946079,126.830307892418,148.51721,150.01357
1975-12-09,365,124.752,126.264949860465,126.901033706682,148.65689,150.15714
1975-12-10,365,125.455,126.982317965304,127.624437148232,150.3231,151.8459
1975-12-11,365,125.138,126.665991581418,127.308428190883,149.55028,151.06982
1975-12-12,365,125.076,126.605621918228,127.248775230165,149.38423,150.90449
1975-12-13,365,125.014,126.54525986306,127.189109729408,149.21829,150.73926
1975-12-14,365,124.952,126.48489019987,127.12945049867,149.05246,150.57415
1975-12-15,365,124.889,126.423516277632,127.068775524855,148.88422,150.40659
1975-12-16,365,125.718,127.268744818461,127.920833486165,150.85166,152.40009
1975-12-17,365,126.037,127.596163700007,128.251802708836,151.60519,153.16583
1975-12-18,365,126.355,127.922578322505,128.581768728468,152.3569,153.92975
1975-12-19,365,125.784,127.349656143985,128.008068260443,150.96816,152.53188
1975-12-20,365,125.42,126.985817655924,127.644338188523,150.08172,151.64099
1975-12-21,365,125.157,126.723827772921,127.382809426221,149.43876,150.99568
1975-12-22,365,125.09,126.65842920647,127.318109100212,149.26083,150.81835
1975-12-23,365,125.661,127.242124345681,127.907146034699,150.61312,152.1902
1975-12-24,365,126.359,127.954775476207,128.625953552326,152.27723,153.87753
1975-12-25,365,126.83,128.436949155353,129.112839337347,153.40167,155.019
1975-12-26,365,127.119,128.733935944554,129.413198327284,154.08715,155.71605
1975-12-27,365,127.224,128.843194764098,129.524246633705,154.32465,155.95899
1975-12-28,365,127.254,128.875856007208,129.558016956012,154.37879,156.01597
1975-12-29,365,127.182,128.805458969589,129.488319424864,154.18626,155.82397
1975-12-30,365,126.993,128.617860336325,129.301353728451,153.71243,155.34902
1975-12-31,365,127.309,128.942395777121,129.629495172556,154.46322,156.11232
1976-01-01,366,127.833,129.478571204135,130.170792182415,155.72284,157.39085
1976-01-02,366,128.407,130.065591049435,130.763296437407,157.11005,158.79858
1976-01-03,366,129.036,130.708522256397,131.412080382898,158.63825,160.34906
1976-01-04,366,129.747,131.434753708131,132.144713292409,160.3758,162.11144
1976-01-05,366,130.63,132.335551249584,133.053007054085,162.54851,164.31411
1976-01-06,366,132.007,133.737321895229,134.465222242391,165.96726,167.77701
1976-01-07,366,132.752,134.49827636433,135.232885748027,167.83413,169.67065
1976-01-08,366,133.245,135.003251288666,135.74290790314,169.06969,170.92547
1976-01-09,366,133.738,135.508264253118,136.252980218404,170.31019,172.18536
1976-01-10,366,134.295,136.078386679143,136.828630662337,171.71873,173.61546
