date,days,europe_eu_price,europe_eu_ndtr_l1,europe_eu_gdtr_l1,europe_eu_ndtr_l2,europe_eu_gdtr_l2
1991-02-08,365,526.899,804.97365849145,879.314432972573,2028.25684,2420.0994
1991-02-09,365,529.847,809.551760630577,884.331651849909,2050.84471,2447.14028
1991-02-10,365,532.04,812.970084605109,888.080950309342,2067.67593,2467.30781
1991-02-11,365,533.977,815.993430526078,891.398199406887,2082.56388,2485.15432
1991-02-12,365,536.166,819.404814915482,895.139859791514,2099.48411,2505.43043
1991-02-13,365,538.707,823.360089289329,899.47695792085,2119.25216,2529.10997
1991-02-14,365,540.586,826.295533798671,902.698232947998,2133.85848,2546.62302
1991-02-15,365,545.699,834.189890181065,911.33955227598,2174.12282,2594.77274
1991-02-16,365,548.856,839.092707074329,916.713103947556,2199.16143,2624.75198
1991-02-17,365,552.284,844.41132077654,922.540622934814,2226.51459,2657.49682
1991-02-18,365,555.362,849.195008125098,927.783995244468,2251.20955,2687.06985
1991-02-19,365,557.524,852.569381393816,931.486136894226,2268.563,2707.87347
1991-02-20,365,551.496,843.440068007934,921.529408248457,2219.43967,2649.33979
1991-02-21,365,550.18,841.481659254804,919.402038369703,2208.60865,2636.48185
1991-02-22,365,551.67,843.817986248056,921.968431504734,2220.34992,2650.57613
1991-02-23,365,554.218,847.788874688442,926.323462505355,2240.71931,2674.98619
1991-02-24,365,557.88,853.470660012376,932.548825562976,2270.21949,2710.30429
1991-02-25,365,561.915,859.724382810648,939.399514484114,2302.94815,2749.47991
1991-02-26,365,558.953,855.269747456931,934.54867280148,2278.53713,2720.43189
1991-02-27,365,561.431,859.133650626587,938.787140138747,2298.58201,2744.45942
1991-02-28,365,563.669,862.629466635053,942.622782052517,2316.7288,2766.21932
1991-03-01,365,563.284,862.083841754327,942.037307014077,2313.23349,2762.10934
1991-03-02,365,562.013,860.192515657439,939.9829969813,2302.52125,2749.39122
1991-03-03,365,560.868,858.492895599725,938.137903780183,2292.86384,2737.92998
1991-03-04,365,559.838,856.967054319603,936.482101998187,2284.15738,2727.60202
1991-03-05,365,563.511,862.669658398922,942.731707641064,2314.00086,2763.3418
1991-03-06,365,570.387,873.279705761591,954.344238068829,2370.36298,2830.75386
1991-03-07,365,570.386,873.32047582422,954.399697133729,2370.01297,2830.40116
1991-03-08,365,573.744,878.542513633393,960.124268156202,2397.78811,2863.6769
1991-03-09,365,574.364,879.538054949948,961.224150928358,2402.64744,2869.55164
1991-03-10,365,573.159,877.747063688043,959.279430664546,2392.28639,2857.25125
1991-03-11,365,571.962,875.968216700112,957.347661918884,2382.01671,2845.05926
1991-03-12,365,571.125,874.734127144766,956.010666737513,2374.73834,2836.43448
1991-03-13,365,571.294,875.035420799093,956.351059201722,2375.80491,2837.7748
1991-03-14,365,575.235,881.154689135501,963.056956791743,2408.46284,2876.89001
1991-03-15,365,579.506,887.781125485048,970.317445030768,2444.11067,2919.57992
1991-03-16,365,581.81,891.382481017343,974.2699826981,2463.35296,2942.66438
1991-03-17,365,582.747,892.868708832357,975.907187428393,2470.97649,2951.84842
1991-03-18,365,583.974,894.802539888157,978.034557307147,2481.08632,2964.00748
1991-03-19,365,579.28,887.698139612887,970.287224821751,2441.09444,2916.3414
1991-03-20,365,582.461,892.654449141516,975.722545272198,2467.7737,2948.32191
1991-03-21,365,577.396,884.981581184472,967.353872005792,2424.77844,2897.06407
1991-03-22,365,579.271,887.920206336998,970.581456746911,2440.32372,2915.72867
1991-03-23,365,580.687,890.148102312617,973.03062203817,2451.99962,2929.76322
1991-03-24,365,581.686,891.729749423147,974.772435184294,2460.13134,2939.55709
1991-03-25,365,583.665,894.832033124953,978.179016548055,2476.65321,2959.39308
1991-03-26,365,588.936,902.998189924879,987.124530507467,2521.24839,3012.79303
1991-03-27,365,592.94,909.222708635735,993.94765594126,2555.38903,3053.70328
1991-03-28,365,591.591,907.212542143522,991.76349863677,2543.47756,3039.54967
1991-03-29,365,593.948,910.900642489923,995.812010374498,2563.54605,3063.63523
1991-03-30,365,591.337,906.974572203492,991.536348933824,2540.82784,3036.58728
1991-03-31,365,587.911,901.803135535881,985.900445997151,2511.23517,3001.32891
1991-04-01,365,584.801,897.114867482839,980.792566492762,2484.51131,2969.4947
1991-04-02,365,593.31,910.254104475454,995.175725534084,2556.67816,3055.8618
1991-04-03,365,593.858,911.140925624996,996.157384191842,2561.03263,3061.14143
1991-04-04,365,597.452,916.739435927389,1002.29706797555,2591.88307,3098.13034
1991-04-05,365,593.511,910.780067198316,995.800055126975,2557.56269,3057.21927
1991-04-06,365,594.085,911.708815008009,996.827542233572,2562.16222,3062.79267
1991-04-07,365,595.408,913.795606086016,999.122949758072,2573.273,3076.16048
1991-04-08,365,594.426,912.340895553461,997.544857084979,2564.4584,3065.69865
1991-04-09,365,585.699,899.046385343596,983.027865689436,2489.097,2975.72581
1991-04-10,365,581.693,892.982922837596,976.415949628557,2454.91886,2934.9745
1991-04-11,365,587.339,901.735763730258,986.00538650319,2502.45273,2991.91518
1991-04-12,365,588.237,903.164161669202,987.580158274194,2509.77964,3000.75296
1991-04-13,365,589.941,905.844865574453,990.526130518094,2524.07493,3017.93594
1991-04-14,365,591.517,908.324610660359,993.252591133856,2537.28637,3033.82164
1991-04-15,365,593.206,910.981604316422,996.172660341455,2551.51786,3050.92992
1991-04-16,365,589.865,905.935658479884,990.672582300256,2522.63518,3016.50224
1991-04-17,365,595.056,913.993673411558,999.503193047359,2566.90284,3069.55093
1991-04-18,365,595.979,915.462552263751,1001.12246490637,2574.53517,3078.75781
1991-04-19,365,597.14,917.300096575893,1003.1455584595,2584.24907,3090.45792
1991-04-20,365,597.172,917.393491825747,1003.25946540118,2584.15246,3090.41383
1991-04-21,365,596.919,917.049404063127,1002.89449826151,2581.58787,3087.41751
1991-04-22,365,596.779,916.878805928719,1002.71948672137,2580.00175,3085.59135
1991-04-23,365,598.961,920.302912890858,1006.48074042833,2598.64487,3107.98942
1991-04-24,365,592.694,910.768212073722,996.072369098342,2544.17318,3042.95839
1991-04-25,365,595.335,914.90507225843,1000.61403479641,2566.67234,3069.97515
1991-04-26,365,592.93,911.28318712013,996.668803113678,2545.72107,3045.01505
1991-04-27,365,593.136,911.644623845571,997.076277800102,2547.11804,3046.7575
1991-04-28,365,593.688,912.539830327144,998.067234983711,2551.49612,3052.06917
1991-04-29,365,593.948,912.983385476605,998.564374026561,2553.35205,3054.36128
1991-04-30,365,586.683,901.912144852274,986.474297878276,2490.79926,2979.65119
1991-05-01,365,595.95,916.247014532648,1002.17186996676,2569.36696,3073.75213
1991-05-02,365,593.43,912.449326571093,998.034358053022,2547.44155,3047.62376
1991-05-03,365,586.581,902.013636284777,986.639014621932,2488.55229,2977.28763
1991-05-04,365,588.429,904.921611602986,989.835050793197,2503.99283,2995.85366
1991-05-05,365,593.504,912.812209043436,998.485004466613,2547.05215,3047.48487
1991-05-06,365,595.759,916.353132355237,1002.37477708445,2566.19252,3070.48747
1991-05-07,365,590.783,908.790719461488,994.121339120559,2523.21325,3019.17624
1991-05-08,365,591.152,909.402559550315,994.802456139186,2526.00241,3022.5859
1991-05-09,365,595.384,915.999791812446,1002.03803761254,2562.04275,3065.82558
1991-05-10,365,591.811,910.587782860381,996.135466238049,2531.15032,3028.96875
1991-05-11,365,589.736,907.46496955257,992.734862498049,2513.17827,3007.55533
1991-05-12,365,588.079,904.978863180296,990.028991475244,2498.79971,2990.43351
1991-05-13,365,585.992,901.838122610903,986.608462322705,2480.85018,2969.04499
1991-05-14,365,580.329,893.213664043118,977.192044446954,2432.79842,2911.6488
1991-05-15,365,574.397,884.174854413287,967.321991345729,2382.97556,2852.129
1991-05-16,365,575.399,885.767778349651,969.07742019042,2390.9902,2861.79739
1991-05-17,365,577.892,889.681704362108,973.376327945723,2411.55261,2886.50822
1991-05-18,365,577.642,889.33992979453,973.013353347303,2409.12711,2883.67106
1991-05-19,365,577.347,888.929337674429,972.574994271444,2406.33253,2880.392
1991-05-20,365,577.425,889.092128775568,972.764949870983,2406.64709,2880.83535
1991-05-21,365,582.367,896.785815487998,981.200705359604,2447.73055,2930.12295
1991-05-22,365,582.985,897.785404895877,982.306565755522,2452.61168,2936.0388
1991-05-23,365,587.564,904.921611602986,990.133267800866,2491.06427,2982.18194
1991-05-24,365,582.046,896.515171667987,980.953962334329,2444.25399,2926.25464
1991-05-25,365,581.839,896.240190607272,980.664379672094,2442.21623,2923.88201
1991-05-26,365,581.582,895.887717512622,980.28978191636,2439.73883,2920.98288
1991-05-27,365,581.436,895.70613170176,980.102483038493,2438.17499,2919.17749
1991-05-28,365,586.97,904.316421949908,989.542479319082,2484.45724,2974.70128
1991-05-29,365,585.496,902.10616408649,987.137482025618,2471.71448,2959.52511
1991-05-30,365,592.962,913.696716997936,999.839268338852,2534.70286,3035.05752
1991-05-31,365,600.306,925.100479409673,1012.33748335398,2597.50498,3110.37258
1991-06-01,365,602.736,928.922166769797,1016.53643195638,2618.44683,3135.55523
1991-06-02,365,604.375,931.510921172096,1019.38476967884,2632.45221,3152.41983
1991-06-03,365,604.389,931.577714678957,1019.46945268213,2632.19614,3152.18595
1991-06-04,365,600.73,926.025179128041,1013.41146308983,2600.17901,3113.95718
1991-06-05,365,596.11,918.993933646,1005.73552999937,2560.06188,3066.02823
1991-06-06,365,593.182,914.56069534643,1000.90096073697,2534.7466,3035.8151
1991-06-07,365,589.626,909.163433012763,995.012337151264,2504.22563,2999.36973
1991-06-08,365,588.414,907.350466397951,993.040717580524,2493.6388,2986.76669
1991-06-09,365,587.371,905.796288478554,991.352370958047,2484.49868,2975.89324
1991-06-10,365,587.001,905.270325755692,990.788149692983,2481.01604,2971.79002
1991-06-11,365,590.252,910.366294435031,996.38353762416,2508.35023,3004.64059
1991-06-12,365,587.53,906.247072362524,991.891685457438,2485.0482,2976.82967
1991-06-13,365,593.141,914.988058130591,1001.47780142998,2532.39264,3033.65659
1991-06-14,365,599.259,924.513795316937,1011.92303477317,2584.51424,3096.21067
1991-06-15,365,597.82,922.354138595081,1009.57283236418,2571.82124,3081.08779
1991-06-16,365,595.878,919.427368567149,1006.38443426772,2554.8824,3060.88693
1991-06-17,365,593.524,915.869963740668,1002.50661689741,2534.49621,3036.56166
1991-06-18,365,593.988,916.630715760376,1003.35178647928,2538.10165,3040.9549
1991-06-19,365,586.442,905.084981002886,990.732690628082,2473.55542,2963.73702
1991-06-20,365,583.945,901.306955199195,986.61344367584,2452.31432,2938.38437
1991-06-21,365,586.449,905.248061253405,990.944896271623,2473.17671,2963.48371
1991-06-22,365,583.814,901.256932356394,986.592189902465,2450.77751,2936.74326
1991-06-23,365,578.68,893.422429895733,978.034557307147,2407.58213,2885.09218
1991-06-24,365,575.962,889.303496972606,973.542040960006,2384.80218,2857.89216
1991-06-25,365,575.525,888.674018771578,972.864244843469,2380.84527,2853.21602
1991-06-26,365,574.348,886.910785850186,970.946423886585,2370.81926,2841.27401
1991-06-27,365,574.586,887.321667119667,971.407697186864,2372.43838,2843.28141
1991-06-28,365,572.727,884.515761532723,968.350474722954,2356.85876,2824.69476
1991-06-29,365,573.986,886.515229497863,970.552896988938,2366.94095,2836.85736
1991-06-30,365,577.92,892.676135345042,977.316246185114,2399.26389,2875.70443
1991-07-01,365,580.396,896.57444729096,981.60087406143,2419.63197,2900.21679
1991-07-02,365,584.224,902.57314033576,988.186887086008,2451.4169,2938.42386
1991-07-03,365,578.153,893.286240537587,978.037878209237,2400.3724,2877.34956
1991-07-04,365,576.986,891.537465085212,976.135665492174,2390.39101,2865.45835
1991-07-05,365,579.082,894.84591229521,979.774045821807,2407.55259,2886.12472
1991-07-06,365,577.357,892.245302768316,976.940652158752,2392.97577,2868.73388
1991-07-07,365,573.239,885.967002272714,970.08464979427,2358.71792,2827.7704
1991-07-08,365,571.473,883.302201583382,967.180853006911,2343.95308,2810.15236
1991-07-09,365,576.45,891.079163317353,975.714907197391,2384.65952,2859.06177
1991-07-10,365,583.323,901.788967216243,987.46027370875,2441.40634,2927.20674
1991-07-11,365,580.912,898.137299691767,983.47784792261,2421.04874,2902.89393
1991-07-12,365,589.871,912.076034721058,998.759643069443,2495.61851,2992.41525
1991-07-13,365,591.257,914.277039804304,1001.18423368524,2507.0685,3006.22985
1991-07-14,365,590.715,913.485637950278,1000.3291013971,2502.12777,3000.375
1991-07-15,365,589.913,912.295788250126,999.038266754781,2495.01003,2991.9114
1991-07-16,365,588.483,910.14422771092,996.695370330397,2482.64363,2977.16273
1991-07-17,365,588.674,910.483689083454,997.078934521774,2483.9009,2978.74022
1991-07-18,365,584.229,903.697063977192,989.665020606197,2446.27572,2933.72932
1991-07-19,365,580.857,898.564084177168,984.061662510004,2417.89725,2899.80066
1991-07-20,365,580.695,898.357631519596,983.846800144791,2416.20143,2897.83324
1991-07-21,365,580.482,898.072241081187,983.545594325243,2414.08199,2895.35763
1991-07-22,365,580.3,897.834271141157,983.296194578295,2412.21736,2893.18754
1991-07-23,365,583.814,903.354132812093,989.359497613932,2441.29137,2928.16645
1991-07-24,365,583.347,902.677234112687,988.629895424793,2437.04159,2923.13656
1991-07-25,365,581.148,899.346233251022,984.997160628713,2418.4669,2900.94945
1991-07-26,365,585.956,906.872791621608,993.259232938035,2458.36237,2948.91409
1991-07-27,365,586.453,907.687325426062,994.1635145771,2462.18298,2953.56895
1991-07-28,365,586.862,908.366537320511,994.919351892748,2465.27075,2957.34406
1991-07-29,365,587.296,909.083049485025,995.716368394311,2468.56352,2961.3655
1991-07-30,365,592.466,917.173159997918,1004.59612849234,2511.89643,3013.46146
1991-07-31,365,595.179,921.451414229619,1009.2998542124,2534.71327,3040.94065
1991-08-01,365,595.211,921.544809479473,1009.41409324429,2534.60238,3040.8779
1991-08-02,365,602.87,933.491883576893,1022.51936916144,2599.69639,3119.09007
1991-08-03,365,601.248,931.044523221587,1019.8530168735,2585.4255,3102.05499
1991-08-04,365,596.724,924.130961537349,1012.29862879953,2546.39189,3055.33597
1991-08-05,365,591.917,916.778181944356,1004.26304201273,2505.24508,3006.07846
1991-08-06,365,586.165,907.962306486777,994.624787877379,2456.44673,2947.63753
1991-08-07,365,589.49,913.195910271164,1000.37625820678,2484.1594,2981.00052
1991-08-08,365,586.895,909.253647619433,996.074361639596,2462.10221,2954.63117
1991-08-09,365,585.745,907.526558370586,994.194731056744,2452.14057,2942.75178
1991-08-10,365,586.072,908.076809641397,994.809762123783,2454.51033,2945.66576
1991-08-11,365,586.35,908.553327820218,995.343431089621,2456.48133,2948.1009
1991-08-12,365,586.726,909.180203676824,996.042148889324,2459.26582,2951.51331
1991-08-13,365,587.872,911.010230105077,998.060593179531,2468.55932,2962.74735
1991-08-14,365,595.266,922.555964862567,1010.72850629145,2530.52078,3037.22599
1991-08-15,365,593.188,919.406838961144,1007.29402935013,2512.62073,3015.83509
1991-08-16,365,591.61,917.023669768276,1004.69708391587,2498.97911,2999.5452
1991-08-17,365,589.152,913.29046211854,1000.62333332226,2478.01992,2974.48586
1991-08-18,365,585.488,907.695421608712,994.511545116115,2447.05215,2937.42117
1991-08-19,365,582.73,903.499864099791,989.931356953803,2423.83105,2909.64661
1991-08-20,365,587.213,910.536314270679,997.659760297287,2460.99455,2954.36911
1991-08-21,365,595.31,923.178792627847,1011.53083623636,2528.73903,3035.80743
1991-08-22,365,595.663,923.771548857571,1012.19235993265,2531.37925,3039.04956
1991-08-23,365,589.708,914.631826093997,1002.19710882264,2480.71026,2978.33321
1991-08-24,365,590.695,916.214051503288,1003.9439033219,2488.71567,2988.02311
1991-08-25,365,593.654,920.884970593508,1009.08001049405,2513.49749,3017.88468
1991-08-26,365,594.684,922.535146107182,1010.90185738054,2521.89691,3028.04981
1991-08-27,365,593.186,920.273419654062,1008.43708384946,2508.91214,3012.54154
1991-08-28,365,597.653,927.290496816465,1016.1455617804,2546.54554,3057.84336
1991-08-29,365,595.185,923.538494457006,1012.05055741342,2525.31499,3032.44999
1991-08-30,365,599.76,930.724145708156,1019.94434168097,2563.99633,3079.01418
1991-08-31,365,601.687,933.783057002909,1023.31240058049,2580.21981,3098.59329
1991-09-01,365,603.08,936.00430254278,1025.76090169134,2591.85234,3112.65078
1991-09-02,365,603.806,937.179983923295,1027.06236322035,2597.71468,3119.76941
1991-09-03,365,599.652,930.824191393758,1020.11570022881,2561.83315,3076.79101
1991-09-04,365,598.141,928.540489587731,1017.62701620268,2548.62745,3061.01474
1991-09-05,365,598.729,929.500754679883,1018.69202950289,2553.26866,3066.66452
1991-09-06,365,598.675,929.461430364155,1018.66081302325,2552.42056,3065.7164
1991-09-07,365,597.085,927.055996668999,1016.03862873311,2538.57506,3049.17168
1991-09-08,365,594.738,923.487604166064,1012.14387476214,2518.39983,3025.03643
1991-09-09,365,591.717,918.878273893859,1007.10971928415,2492.6324,2994.19017
1991-09-10,365,584.484,907.744287853991,994.925661606719,2431.60398,2920.99613
1991-09-11,365,585.433,909.268105088451,996.609026876061,2439.16589,2930.15667
1991-09-12,365,586.557,911.068638279908,998.595922596414,2448.2223,2941.11556
1991-09-13,365,589.859,916.279688412628,1004.32613915244,2475.62326,2974.14159
1991-09-14,365,590.079,916.66685943292,1004.76217359684,2477.10203,2975.98808
1991-09-15,365,589.983,916.562187357233,1004.65889354184,2475.9214,2974.63797
1991-09-16,365,589.987,916.611631901273,1004.72497949343,2475.57415,2974.2894
1991-09-17,365,587.234,912.414917794831,1000.14180251924,2452.28965,2946.41498
1991-09-18,365,589.62,916.196702540466,1004.30422119865,2472.01032,2970.20971
1991-09-19,365,589.209,915.604235460123,1003.66627590719,2468.20162,2965.70162
1991-09-20,365,592.243,920.401223680178,1008.94285723774,2493.45229,2996.14956
1991-09-21,365,590.643,917.97786272344,1006.30041544485,2479.70424,2979.71351
1991-09-22,365,586.973,912.360268561944,1000.16039957094,2448.74115,2942.61457
1991-09-23,365,586.001,910.900931639304,998.573008371994,2440.30152,2932.54496
1991-09-24,365,589.501,916.426865447227,1004.64926292578,2469.30716,2967.51059
1991-09-25,365,591.374,919.405393214242,1007.93031419055,2484.75168,2986.1642
1991-09-26,365,592.955,921.924462615877,1010.70692042786,2497.75513,3001.8801
1991-09-27,365,592.812,921.74721404572,1010.52427081292,2496.16516,3000.03799
1991-09-28,365,591.976,920.497799573216,1009.16635394839,2488.76648,2991.21765
1991-09-29,365,589.777,917.151762943772,1005.51402582998,2470.04398,2968.80945
1991-09-30,365,590.515,918.348263079672,1006.83840158341,2475.86187,2975.87717
1991-10-01,365,595.353,925.959831368082,1015.2027576771,2516.28362,3024.5752
1991-10-02,365,594.309,924.389171934004,1013.49315728124,2507.11921,3013.63455
1991-10-03,365,594.518,924.759861439617,1013.91159094456,2508.50471,3015.37074
1991-10-04,365,593.754,923.621480329168,1012.67521909652,2501.70042,3007.263
1991-10-05,365,593.365,923.062265427565,1012.07380372804,2498.04494,3002.93778
1991-10-06,365,593.054,922.62333666819,1011.60422817254,2495.04408,2999.39912
1991-10-07,365,592.664,922.063543467826,1011.00181653344,2491.39034,2995.07561
1991-10-08,365,591.913,920.945113664621,1009.7876947294,2484.72187,2987.12982
1991-10-09,365,592.384,921.724082095292,1010.65411808464,2488.30586,2991.51097
1991-10-10,365,588.187,915.28183390103,1003.60882430103,2452.90245,2949.05776
1991-10-11,365,592.706,922.40213739222,1011.43519425617,2490.45425,2994.31698
1991-10-12,365,591.586,920.71408330972,1009.59674285923,2480.71785,2982.68612
1991-10-13,365,590.63,919.277300038746,1008.03359424554,2472.35683,2972.70609
1991-10-14,365,590.186,918.632496920559,1007.33819734793,2468.27272,2967.86383
1991-10-15,365,597.212,929.657762793414,1019.44720263812,2526.90481,3038.47647
1991-10-16,365,595.711,927.38389206632,1016.96781713785,2513.9132,3022.93751
1991-10-17,365,597.603,930.396250310836,1020.28705877665,2529.61826,3041.91731
1991-10-18,365,596.371,928.536152347026,1018.26031223121,2518.87309,3029.07423
1991-10-19,365,594.639,925.904025537673,1015.38872819413,2503.96512,3011.2335
1991-10-20,365,592.488,922.627673908895,1011.81112037274,2485.61902,2989.2646
1991-10-21,365,590.091,918.971379994333,1007.81806769991,2465.29932,2964.92459
1991-10-22,365,589.416,917.968320793889,1006.72980808507,2459.30275,2957.78226
1991-10-23,365,590.079,919.049161177648,1007.92765746887,2464.48373,2964.08726
1991-10-24,365,584.94,911.136877533671,999.269069450025,2421.44207,2912.43061
1991-10-25,365,582.705,907.728673787452,995.547002387729,2402.73465,2890.02254
1991-10-26,365,583.434,908.911583902476,996.856766171963,2408.40994,2896.92187
1991-10-27,365,584.52,910.656600412905,998.784217744908,2417.07235,2907.41938
1991-10-28,365,585.737,912.608069580907,1000.93848693059,2426.8464,2919.2566
1991-10-29,365,589.342,918.310673660226,1007.2113388881,2456.59921,2955.15533
1991-10-30,365,582.017,906.994523510736,994.819060649635,2395.51707,2881.78976
1991-10-31,365,580.739,905.059535857415,992.709955732375,2385.03395,2869.254
1991-11-01,365,579.626,903.379577957564,990.879806590662,2375.5939,2857.96986
1991-11-02,365,577.743,900.512083552605,987.749192190567,2359.92909,2839.20974
1991-11-03,365,574.863,896.102266352843,982.929234897368,2336.23549,2810.80219
1991-11-04,365,573.117,893.445561846161,980.029423192516,2321.80658,2793.52426
1991-11-05,365,573.689,894.382984137265,981.070193907473,2326.10405,2798.76381
1991-11-06,365,570.619,889.677656270783,975.925784480096,2301.04987,2768.71692
1991-11-07,365,571.159,890.565634017846,976.911760310571,2305.0735,2773.62638
1991-11-08,365,575.507,897.430040307424,984.460502850994,2340.04059,2815.80626
1991-11-09,365,575.543,897.528351096744,984.57972323602,2339.97603,2815.79368
1991-11-10,365,575.622,897.695190289207,984.773996008276,2340.26851,2816.21098
1991-11-11,365,575.706,897.86925821618,984.976238945547,2340.59848,2816.67342
1991-11-12,365,576.246,898.756946813863,985.962214776022,2344.6463,2821.61374
1991-11-13,365,575.955,898.347511291283,985.52451988058,2341.93092,2818.41054
1991-11-14,365,574.173,895.633844356672,982.561611036022,2327.20386,2800.76994
1991-11-15,365,564.16,880.116642860035,965.557928155604,2245.99139,2703.14068
1991-11-16,365,561.316,875.757715951215,960.79210156647,2223.18927,2675.79099
1991-11-17,365,556.165,867.810445232216,952.091338091079,2182.29112,2626.66678
1991-11-18,365,553.418,863.600430254278,947.488899884765,2160.57744,2600.62204
1991-11-19,365,550.081,858.473233441861,941.880892525646,2134.39084,2569.19547
1991-11-20,365,548.218,855.632051630513,938.777841612896,2119.73581,2551.63311
1991-11-21,365,550.664,859.521978244401,943.062137399003,2138.48701,2574.29431
1991-11-22,365,544.281,849.649840100393,932.248283923845,2088.83761,2514.62464
1991-11-23,365,543.637,848.689864157621,931.206184848052,2083.60431,2508.3837
1991-11-24,365,543.2,848.04968742952,930.514440942738,2079.94855,2504.04044
1991-11-25,365,543.107,847.945015353832,930.410496707326,2078.92222,2502.8623
1991-11-26,365,548.568,856.553859855078,939.874071392753,2120.61938,2553.15772
1991-11-27,365,548.054,855.794842731652,939.052148125517,2116.32916,2548.05158
1991-11-28,365,548.357,856.310396076821,939.628988818523,2118.3489,2550.54401
1991-11-29,365,552.012,862.098588372725,945.998146936634,2146.4496,2584.47391
1991-11-30,365,550.22,859.364102682728,943.011327597029,2132.28942,2567.50139
1991-12-01,365,545.895,852.692848179226,935.708331811253,2098.64529,2527.08532
1991-12-02,365,544.026,849.839522093904,932.591665199935,2084.07089,2509.61269
1991-12-03,365,548.451,856.832599857739,940.283206530222,2117.84519,2550.37845
1991-12-04,365,547.739,855.765927793617,939.123879610658,2112.03864,2543.4465
1991-12-05,365,541.808,846.589772208118,929.071508984701,2066.21188,2488.35535
1991-12-06,365,540.764,845.008125097588,927.347628709863,2057.97671,2478.50061
1991-12-07,365,538.955,842.245302768316,924.329592890613,2044.00561,2461.74968
1991-12-08,365,537.388,839.85577228908,921.720692208832,2031.89912,2447.23954
1991-12-09,365,536.653,838.753824000555,920.522178644607,2026.05995,2440.26515
1991-12-10,365,533.186,833.414391542959,914.679051417527,1999.75866,2408.67545
1991-12-11,365,533.168,833.427114115695,914.703294002783,1999.32022,2408.20284
1991-12-12,365,534,834.773682779998,916.193382770496,2005.28604,2415.45155
1991-12-13,365,545.752,853.225172188456,936.46151240523,2093.43956,2521.72623
1991-12-14,365,545.898,853.495237709706,936.769027938749,2094.24809,2522.75909
1991-12-15,365,545.601,853.073368763771,936.316388983904,2091.65859,2519.69751
1991-12-16,365,544.778,851.834074519578,934.967438555009,2085.06245,2511.8124
1991-12-17,365,540.808,845.708734046183,928.261540964988,2054.55825,2475.15731
1991-12-18,365,537.659,840.86374702899,922.960052868761,2030.50609,2446.2697
1991-12-19,365,530.555,829.84310754622,910.881267787582,1976.77421,2381.62963
1991-12-20,365,530.513,829.817373251369,910.863334916297,1976.13435,2380.91349
1991-12-21,365,529.485,828.259436390028,909.165025587551,1968.19714,2371.41076
1991-12-22,365,527.349,824.985976255053,905.586421495535,1952.12481,2352.12263
1991-12-23,365,526.309,823.409533833369,903.867522573832,1944.15372,2342.57803
1991-12-24,365,526.981,824.503964238005,905.080648107252,1948.81286,2348.25135
1991-12-25,365,531.781,832.093846322887,913.429395961119,1984.17975,2390.95645
1991-12-26,365,536.623,839.748497868969,921.849543209917,2020.16336,2434.40792
1991-12-27,365,539.688,844.623267272338,927.218113528359,2043.08466,2462.11937
1991-12-28,365,542.833,849.62266005864,932.723172922693,2066.73454,2490.71115
1991-12-29,365,545.845,854.414732739228,938.001082614081,2089.51266,2518.25373
1991-12-30,365,549.052,859.51330376299,943.616063867589,2113.91301,2547.75423
1991-12-31,365,553.635,866.770085761706,951.600840852409,2149.05021,2590.19935
1992-01-01,366,553.774,867.029452755883,951.896733228614,2149.77481,2591.13315
1992-01-02,366,553.905,867.277542924226,952.180006176878,2150.44755,2592.00445
1992-01-03,366,562.9,881.444127665234,967.751716076155,2220.14202,2676.10794
1992-01-04,366,563.7,882.746167324964,969.193651763565,2226.1246,2683.38801
1992-01-05,366,565.536,885.686527373772,972.437176834715,2240.37697,2700.65276
1992-01-06,366,565.361,885.454629570729,972.19375471153,2238.62235,2698.59948
1992-01-07,366,561.59,879.634052544225,965.820611510911,2208.61172,2662.52084
1992-01-08,366,552.938,866.179064428265,951.065843525735,2140.47408,2580.48288
1992-01-09,366,559.502,876.544780564535,962.465836219751,2191.15253,2641.67745
1992-01-10,366,559.773,877.012335112566,962.990538749946,2192.92336,2643.87497
1992-01-11,366,560.43,878.088549106239,964.184403051245,2197.73509,2649.74253
1992-01-12,366,561.081,879.153197124699,965.365647924602,2202.49288,2655.54525
1992-01-13,366,561.26,879.476176982553,965.731611334903,2203.53645,2656.86572
1992-01-14,366,566.713,888.106418537945,975.226402499975,2246.2062,2708.41489
1992-01-15,366,579.541,908.293960826042,997.412353091594,2347.7398,2830.94204
1992-01-16,366,577.234,904.75274836486,993.539849164627,2328.8268,2808.22776
1992-01-17,366,581.282,911.183141434528,1000.62001242017,2361.32859,2847.52623
1992-01-18,366,579.503,908.460800018505,997.645148328092,2346.60956,2829.85982
1992-01-19,366,574.703,901.026480300253,989.499639682123,2307.59711,2782.91843
1992-01-20,366,572.689,897.938943216845,986.124274798006,2291.18647,2763.21322
1992-01-21,366,571.39,895.959715708329,983.963363808145,2280.49335,2750.39005
1992-01-22,366,576.434,903.953539477565,992.761097624559,2320.59844,2798.86327
1992-01-23,366,577.217,905.229844842443,994.175469824623,2326.55218,2806.11555
1992-01-24,366,579.043,908.159795513558,997.409032189504,2341.00809,2823.63903
1992-01-25,366,578.244,906.95664494191,996.099600495479,2334.19721,2815.4914
1992-01-26,366,577.11,905.232447186866,994.218309461582,2324.71523,2804.1258
1992-01-27,366,576.51,904.338686452195,993.248273961139,2319.5213,2797.92609
