date,na_model,eu_model,pc_model,em_model
1984-04-10,2.14787123094703,1.89484107298668,3.77921649872908,
1984-04-11,2.15540978883705,1.9001835700598,3.78939403464455,
1984-04-12,2.17796846869181,1.91875936505219,3.82595911634512,
1984-04-13,2.17627599758918,1.91594383120429,3.81986114907387,
1984-04-14,2.17530854647256,1.91376956200811,3.81504316809011,
1984-04-15,2.17490973851154,1.91209765663049,3.81122779272879,
1984-04-16,2.17581749878006,1.91157583251538,3.809705684634,
1984-04-17,2.17990523066467,1.91384759862209,3.81375143100827,
1984-04-18,2.17242483103175,1.90595908218047,3.79754955373553,
1984-04-19,2.16841205975088,1.90112285531523,3.78743329034089,
1984-04-20,2.16902771726059,1.90035030726642,3.78541522393791,
1984-04-21,2.16745958300561,1.89766463447509,3.77958674613544,
1984-04-22,2.16433560631468,1.89361958597536,3.7710522085828,
1984-04-23,2.16276489785068,1.89093820522358,3.76523545009467,
1984-04-24,2.16337895201308,1.89016979585078,3.76322921141568,
1984-04-25,2.17442736764949,1.89851817152619,3.77937446228516,
1984-04-26,2.18780148955718,1.90888475645459,3.79953322163062,
1984-04-27,2.18958255806631,1.90912108699808,3.79952310516691,
1984-04-28,2.18975389405444,1.9079526391029,3.79671714757468,
1984-04-29,2.18894553634927,1.90593127856151,3.79221459150406,
1984-04-30,2.18912607199618,1.90477283655324,3.78943005547291,
1984-05-01,2.20335182957308,1.91606335566642,3.80599383926555,
1984-05-02,2.21643321184492,1.92634524483595,3.82049358474241,
1984-05-03,2.21557623521208,1.92450070931305,3.81088897538402,
1984-05-04,2.20308106605006,1.91254844924047,3.78128973665096,
1984-05-05,2.20136351561604,1.90996555770857,3.77029776561538,
1984-05-06,2.20028462197535,1.90793910937611,3.76042928819577,
1984-05-07,2.19930266949941,1.90599841343619,3.75075141583645,
1984-05-08,2.19842683711079,1.90415127938391,3.7412786832842,
1984-05-09,2.19054379847764,1.89623639303179,3.71990443059456,
1984-05-10,2.17914433143866,1.8852859534429,3.69263281431056,
1984-05-11,2.16305258256794,1.87028790221354,3.65750938192528,
1984-05-12,2.15259210292904,1.86017550860745,3.63204103085034,
1984-05-13,2.14415670287234,1.85182406135619,3.61008156020218,
1984-05-14,2.14158551933883,1.84854625349703,3.59807268707996,
1984-05-15,2.14652147182306,1.85175149927854,3.59871130228412,
1984-05-16,2.15615487282191,1.85900486232519,3.60720637923231,
1984-05-17,2.1352829176988,1.83994809423846,3.56461429548498,
