"date","sim_price","sim_gdtr_l1","sim_ndtr_l1","sim_gdtr_l2","sim_ndtr_l2","letf_acwi_usd_sim","letf_acwi_eur_sim"
2012-11-28,332.056925937233,595.141971030327,527.428999223276,709.12762,566.20103,420.674440162586,425.395943597205
2012-11-29,334.993916054242,600.468615496947,532.135791456627,721.81816,576.29558,428.160749647616,429.533757409186
2012-11-30,335.312863145827,601.042219087995,532.643618188792,723.194,577.38441,428.955744853265,430.594111665174
2012-12-01,335.235612630651,600.91533258965,532.528957172281,722.88604,577.12464,428.748773496883,429.905696001724
2012-12-02,335.155621127982,600.759237865126,532.393048948393,722.50654,576.81884,428.507619262421,428.775740255273
2012-12-03,335.075603613012,600.627174439064,532.274544958721,722.18554,576.5509,428.294605761606,427.591138026985
2012-12-04,334.995264581234,600.514348476399,532.169860891762,721.91099,576.31277,428.103750247209,426.262155764116
2012-12-05,335.731815264565,601.942693895098,533.412028062573,725.34196,578.99202,430.080030865987,429.110132082993
2012-12-06,336.726131566164,603.813915126134,535.024746530054,729.8484,582.48187,432.658302849155,431.451351265855
2012-12-07,337.203883922366,604.70184106045,535.805091791631,731.99163,584.16975,433.897932056846,438.28708116164
2012-12-08,337.379782748079,605.039438870734,536.100113885032,732.83772,584.8017,434.353177536136,438.50346339556
2012-12-09,337.515006126408,605.269801800287,536.305602094125,733.3262,585.23873,434.663618827611,438.544898127038
2012-12-10,337.687722374256,605.60093880478,536.594933631114,734.15843,585.85883,435.110007650151,438.666301561179
2012-12-11,339.695644710031,609.209267777415,539.790587524083,742.90373,592.82542,440.269825481089,441.716099202899
2012-12-12,340.504112953036,610.767926820606,541.146122403129,746.70183,595.79118,442.458037917461,442.308077558905
2012-12-13,339.520724361663,609.099962125597,539.643150380713,742.62011,592.47018,439.97731157835,438.583617071376
2012-12-14,339.058536276768,608.296606482466,538.924551351359,740.65785,590.88062,438.782540441568,437.261075295407
2012-12-15,339.358660284392,608.830109591418,539.397274001769,741.91682,591.90569,439.52944712937,437.226176005232
2012-12-16,340.151715860042,610.267618172176,540.667228824664,745.40834,594.68134,441.576227097895,438.214599777556
2012-12-17,341.098766492908,612.001195249071,542.195845302594,749.66918,598.03242,444.050154781802,439.853521066307
2012-12-18,344.191297754748,617.558865291992,547.113262026474,763.28149,608.86832,452.08153875045,447.196113912102
